planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,referenced_planet,harmonic_ratio,habitable_zone_status,HZ_distance_recent_venus,HZ_distance_runaway_greenhouse,HZ_distance_maximum_greenhouse,HZ_distance_early_mars
2MASS J19504847+4649239 g,Aschwaden Prediction,31.081809,0.19414845997834834,2MASS J19504847+4649239,9.885491525,5896.0,302.4853135,,K03462.01,5 banding 2,Not in HZ,4.20783496464765,3.331358863461527,1.8947752414648535,1.7964196126742538
2MASS J19504847+4649239 h,Aschwaden Prediction,37.298170799999994,0.21924083494967064,2MASS J19504847+4649239,9.885491525,5896.0,302.4853135,,K03462.01,3 banding 1,Not in HZ,4.20783496464765,3.331358863461527,1.8947752414648535,1.7964196126742538
2MASS J19505382+4331387 b,Aschwaden Prediction,1.681182364,0.02555715693668801,2MASS J19505382+4331387,9.885491525,5440.0,302.4853135,,K01499.02,2 banding 1,Not in HZ,4.095554480038416,3.2429266911101187,1.8206928787291703,1.7261845834421385
2MASS J19505382+4331387 c,Aschwaden Prediction,1.2608867730000002,0.02109696822338162,2MASS J19505382+4331387,9.885491525,5440.0,302.4853135,,K01499.02,3 banding 2,Not in HZ,4.095554480038416,3.2429266911101187,1.8206928787291703,1.7261845834421385
2MASS J19505382+4331387 d,Aschwaden Prediction,1.4009853033333333,0.022632109852263604,2MASS J19505382+4331387,9.885491525,5440.0,302.4853135,,K01499.02,5 banding 3,Not in HZ,4.095554480038416,3.2429266911101187,1.8206928787291703,1.7261845834421385
2MASS J19505382+4331387 e,Aschwaden Prediction,1.0507389775,0.018682395055291436,2MASS J19505382+4331387,9.885491525,5440.0,302.4853135,,K01499.02,5 banding 4,Not in HZ,4.095554480038416,3.2429266911101187,1.8206928787291703,1.7261845834421385
2MASS J19505382+4331387 f,Aschwaden Prediction,1.1207882426666667,0.019503761029731632,2MASS J19505382+4331387,9.885491525,5440.0,302.4853135,,K01499.02,4 banding 3,Not in HZ,4.095554480038416,3.2429266911101187,1.8206928787291703,1.7261845834421385
2MASS J19505382+4331387 g,Aschwaden Prediction,2.101477955,0.02965645356405511,2MASS J19505382+4331387,9.885491525,5440.0,302.4853135,,K01499.02,5 banding 2,Not in HZ,4.095554480038416,3.2429266911101187,1.8206928787291703,1.7261845834421385
2MASS J19505382+4331387 h,Aschwaden Prediction,2.5217735460000004,0.03348934955113565,2MASS J19505382+4331387,9.885491525,5440.0,302.4853135,,K01499.02,3 banding 1,Not in HZ,4.095554480038416,3.2429266911101187,1.8206928787291703,1.7261845834421385
2MASS J19514768+4515181 b,Aschwaden Prediction,8.5851548,0.0836560354387241,2MASS J19514768+4515181,9.885491525,6032.0,302.4853135,,K04782.01,2 banding 1,Not in HZ,4.243059871841803,3.359105079154103,1.916636540985573,1.81714731814891
2MASS J19514768+4515181 c,Aschwaden Prediction,6.4388661,0.06905653573740442,2MASS J19514768+4515181,9.885491525,6032.0,302.4853135,,K04782.01,3 banding 2,Not in HZ,4.243059871841803,3.359105079154103,1.916636540985573,1.81714731814891
2MASS J19514768+4515181 d,Aschwaden Prediction,7.154295666666666,0.0740815024356703,2MASS J19514768+4515181,9.885491525,6032.0,302.4853135,,K04782.01,5 banding 3,Not in HZ,4.243059871841803,3.359105079154103,1.916636540985573,1.81714731814891
2MASS J19514768+4515181 e,Aschwaden Prediction,5.36572175,0.061152932882848364,2MASS J19514768+4515181,9.885491525,6032.0,302.4853135,,K04782.01,5 banding 4,Not in HZ,4.243059871841803,3.359105079154103,1.916636540985573,1.81714731814891
2MASS J19514768+4515181 f,Aschwaden Prediction,5.7234365333333335,0.06384150349483585,2MASS J19514768+4515181,9.885491525,6032.0,302.4853135,,K04782.01,4 banding 3,Not in HZ,4.243059871841803,3.359105079154103,1.916636540985573,1.81714731814891
2MASS J19514768+4515181 g,Aschwaden Prediction,10.7314435,0.09707422998917417,2MASS J19514768+4515181,9.885491525,6032.0,302.4853135,,K04782.01,5 banding 2,Not in HZ,4.243059871841803,3.359105079154103,1.916636540985573,1.81714731814891
2MASS J19514768+4515181 h,Aschwaden Prediction,12.8777322,0.10962041747483534,2MASS J19514768+4515181,9.885491525,6032.0,302.4853135,,K04782.01,3 banding 1,Not in HZ,4.243059871841803,3.359105079154103,1.916636540985573,1.81714731814891
2MASS J19532486+4149122 b,Aschwaden Prediction,7.3586929,0.06825824523463257,2MASS J19532486+4149122,9.885491525,5676.0,302.4853135,,K02840.01,2 banding 1,Not in HZ,4.1522320052991235,3.2875639751875787,1.8590338853405635,1.7625332946421983
2MASS J19532486+4149122 c,Aschwaden Prediction,5.519019675,0.05634593997549127,2MASS J19532486+4149122,9.885491525,5676.0,302.4853135,,K02840.01,3 banding 2,Not in HZ,4.1522320052991235,3.2875639751875787,1.8590338853405635,1.7625332946421983
2MASS J19532486+4149122 d,Aschwaden Prediction,6.132244083333333,0.06044600767995869,2MASS J19532486+4149122,9.885491525,5676.0,302.4853135,,K02840.01,5 banding 3,Not in HZ,4.1522320052991235,3.2875639751875787,1.8590338853405635,1.7625332946421983
2MASS J19532486+4149122 e,Aschwaden Prediction,4.5991830625,0.049897079961337375,2MASS J19532486+4149122,9.885491525,5676.0,302.4853135,,K02840.01,5 banding 4,Not in HZ,4.1522320052991235,3.2875639751875787,1.8590338853405635,1.7625332946421983
2MASS J19532486+4149122 f,Aschwaden Prediction,4.905795266666667,0.052090790327854665,2MASS J19532486+4149122,9.885491525,5676.0,302.4853135,,K02840.01,4 banding 3,Not in HZ,4.1522320052991235,3.2875639751875787,1.8590338853405635,1.7625332946421983
2MASS J19532486+4149122 g,Aschwaden Prediction,9.198366125,0.0792066772207683,2MASS J19532486+4149122,9.885491525,5676.0,302.4853135,,K02840.01,5 banding 2,Not in HZ,4.1522320052991235,3.2875639751875787,1.8590338853405635,1.7625332946421983
2MASS J19532486+4149122 h,Aschwaden Prediction,11.03803935,0.08944360439123186,2MASS J19532486+4149122,9.885491525,5676.0,302.4853135,,K02840.01,3 banding 1,Not in HZ,4.1522320052991235,3.2875639751875787,1.8590338853405635,1.7625332946421983
2MASS J19534063+4504172 b,Aschwaden Prediction,4.54098176,0.04365352892912548,2MASS J19534063+4504172,9.885491525,4671.0,302.4853135,,K02421.01,2 banding 1,Not in HZ,3.944277859282995,3.1238128386365562,1.7023588042400073,1.6140167352375199
2MASS J19534063+4504172 c,Aschwaden Prediction,3.40573632,0.03603519417037233,2MASS J19534063+4504172,9.885491525,4671.0,302.4853135,,K02421.01,3 banding 2,Not in HZ,3.944277859282995,3.1238128386365562,1.7023588042400073,1.6140167352375199
2MASS J19534063+4504172 d,Aschwaden Prediction,3.784151466666667,0.03865733049299684,2MASS J19534063+4504172,9.885491525,4671.0,302.4853135,,K02421.01,5 banding 3,Not in HZ,3.944277859282995,3.1238128386365562,1.7023588042400073,1.6140167352375199
2MASS J19534063+4504172 e,Aschwaden Prediction,2.8381136000000002,0.03191092323108786,2MASS J19534063+4504172,9.885491525,4671.0,302.4853135,,K02421.01,5 banding 4,Not in HZ,3.944277859282995,3.1238128386365562,1.7023588042400073,1.6140167352375199
2MASS J19534063+4504172 f,Aschwaden Prediction,3.0273211733333336,0.0333138775352559,2MASS J19534063+4504172,9.885491525,4671.0,302.4853135,,K02421.01,4 banding 3,Not in HZ,3.944277859282995,3.1238128386365562,1.7023588042400073,1.6140167352375199
2MASS J19534063+4504172 g,Aschwaden Prediction,5.6762272000000005,0.05065543310630531,2MASS J19534063+4504172,9.885491525,4671.0,302.4853135,,K02421.01,5 banding 2,Not in HZ,3.944277859282995,3.1238128386365562,1.7023588042400073,1.6140167352375199
2MASS J19534063+4504172 h,Aschwaden Prediction,6.81147264,0.057202305133927364,2MASS J19534063+4504172,9.885491525,4671.0,302.4853135,,K02421.01,3 banding 1,Not in HZ,3.944277859282995,3.1238128386365562,1.7023588042400073,1.6140167352375199
2MASS J19541844+4437178 b,Aschwaden Prediction,8.65699072,0.08778327817384143,2MASS J19541844+4437178,9.885491525,6070.0,302.4853135,,K03111.01,2 banding 1,Not in HZ,4.252970205170642,3.366911564060512,1.9226905434636528,1.822887542108404
2MASS J19541844+4437178 c,Aschwaden Prediction,6.49274304,0.07246349954987599,2MASS J19541844+4437178,9.885491525,6070.0,302.4853135,,K03111.01,3 banding 2,Not in HZ,4.252970205170642,3.366911564060512,1.9226905434636528,1.822887542108404
2MASS J19541844+4437178 d,Aschwaden Prediction,7.214158933333333,0.07773637731864455,2MASS J19541844+4437178,9.885491525,6070.0,302.4853135,,K03111.01,5 banding 3,Not in HZ,4.252970205170642,3.366911564060512,1.9226905434636528,1.822887542108404
2MASS J19541844+4437178 e,Aschwaden Prediction,5.410619199999999,0.06416996562469668,2MASS J19541844+4437178,9.885491525,6070.0,302.4853135,,K03111.01,5 banding 4,Not in HZ,4.252970205170642,3.366911564060512,1.9226905434636528,1.822887542108404
2MASS J19541844+4437178 f,Aschwaden Prediction,5.771327146666667,0.06699117918907822,2MASS J19541844+4437178,9.885491525,6070.0,302.4853135,,K03111.01,4 banding 3,Not in HZ,4.252970205170642,3.366911564060512,1.9226905434636528,1.822887542108404
2MASS J19541844+4437178 g,Aschwaden Prediction,10.821238399999999,0.10186347093740669,2MASS J19541844+4437178,9.885491525,6070.0,302.4853135,,K03111.01,5 banding 2,Not in HZ,4.252970205170642,3.366911564060512,1.9226905434636528,1.822887542108404
2MASS J19541844+4437178 h,Aschwaden Prediction,12.98548608,0.1150286354147703,2MASS J19541844+4437178,9.885491525,6070.0,302.4853135,,K03111.01,3 banding 1,Not in HZ,4.252970205170642,3.366911564060512,1.9226905434636528,1.822887542108404
2MASS J19550200+4109355 b,Aschwaden Prediction,12.69456858,0.10175240743116158,2MASS J19550200+4109355,9.885491525,5472.0,302.4853135,,K03029.01,2 banding 1,Not in HZ,4.1030170705059605,3.248803724160226,1.8258703717201825,1.7310928976663793
2MASS J19550200+4109355 c,Aschwaden Prediction,9.520926435,0.08399476168439514,2MASS J19550200+4109355,9.885491525,5472.0,302.4853135,,K03029.01,3 banding 2,Not in HZ,4.1030170705059605,3.248803724160226,1.8258703717201825,1.7310928976663793
2MASS J19550200+4109355 d,Aschwaden Prediction,10.578807150000001,0.09010672307640355,2MASS J19550200+4109355,9.885491525,5472.0,302.4853135,,K03029.01,5 banding 3,Not in HZ,4.1030170705059605,3.248803724160226,1.8258703717201825,1.7310928976663793
2MASS J19550200+4109355 e,Aschwaden Prediction,7.9341053625,0.0743814610586448,2MASS J19550200+4109355,9.885491525,5472.0,302.4853135,,K03029.01,5 banding 4,Not in HZ,4.1030170705059605,3.248803724160226,1.8258703717201825,1.7310928976663793
2MASS J19550200+4109355 f,Aschwaden Prediction,8.46304572,0.0776516200003601,2MASS J19550200+4109355,9.885491525,5472.0,302.4853135,,K03029.01,4 banding 3,Not in HZ,4.1030170705059605,3.248803724160226,1.8258703717201825,1.7310928976663793
2MASS J19550200+4109355 g,Aschwaden Prediction,15.868210725,0.11807320953142439,2MASS J19550200+4109355,9.885491525,5472.0,302.4853135,,K03029.01,5 banding 2,Not in HZ,4.1030170705059605,3.248803724160226,1.8258703717201825,1.7310928976663793
2MASS J19550200+4109355 h,Aschwaden Prediction,19.04185287,0.13333337305762707,2MASS J19550200+4109355,9.885491525,5472.0,302.4853135,,K03029.01,3 banding 1,Not in HZ,4.1030170705059605,3.248803724160226,1.8258703717201825,1.7310928976663793
2MASS J20011977+4459100 b,Aschwaden Prediction,19.261906,0.14365979520312203,2MASS J20011977+4459100,9.885491525,6432.0,302.4853135,,K03741.02,2 banding 1,Not in HZ,4.34728880788729,3.4412123953281375,1.9784631570989102,1.8757727355321243
2MASS J20011977+4459100 c,Aschwaden Prediction,14.4464295,0.11858854808795256,2MASS J20011977+4459100,9.885491525,6432.0,302.4853135,,K03741.02,3 banding 2,Not in HZ,4.34728880788729,3.4412123953281375,1.9784631570989102,1.8757727355321243
2MASS J20011977+4459100 d,Aschwaden Prediction,16.05158833333333,0.1272177603496805,2MASS J20011977+4459100,9.885491525,6432.0,302.4853135,,K03741.02,5 banding 3,Not in HZ,4.34728880788729,3.4412123953281375,1.9784631570989102,1.8757727355321243
2MASS J20011977+4459100 e,Aschwaden Prediction,12.03869125,0.10501594736048912,2MASS J20011977+4459100,9.885491525,6432.0,302.4853135,,K03741.02,5 banding 4,Not in HZ,4.34728880788729,3.4412123953281375,1.9784631570989102,1.8757727355321243
2MASS J20011977+4459100 f,Aschwaden Prediction,12.841270666666667,0.10963294243420575,2MASS J20011977+4459100,9.885491525,6432.0,302.4853135,,K03741.02,4 banding 3,Not in HZ,4.34728880788729,3.4412123953281375,1.9784631570989102,1.8757727355321243
2MASS J20011977+4459100 g,Aschwaden Prediction,24.0773825,0.16670242531347748,2MASS J20011977+4459100,9.885491525,6432.0,302.4853135,,K03741.02,5 banding 2,Not in HZ,4.34728880788729,3.4412123953281375,1.9784631570989102,1.8757727355321243
2MASS J20011977+4459100 h,Aschwaden Prediction,28.892859,0.1882475859861973,2MASS J20011977+4459100,9.885491525,6432.0,302.4853135,,K03741.02,3 banding 1,Not in HZ,4.34728880788729,3.4412123953281375,1.9784631570989102,1.8757727355321243
2MASS J20033659+4436453 b,Aschwaden Prediction,38.4802828,0.20366355496751998,2MASS J20033659+4436453,9.885491525,5243.0,302.4853135,,K06182.01,2 banding 1,Not in HZ,4.0514111719625285,3.2081641007920427,1.789105618664965,1.6962405600770623
2MASS J20033659+4436453 c,Aschwaden Prediction,28.8602121,0.1681205604385007,2MASS J20033659+4436453,9.885491525,5243.0,302.4853135,,K06182.01,3 banding 2,Not in HZ,4.0514111719625285,3.2081641007920427,1.789105618664965,1.6962405600770623
2MASS J20033659+4436453 d,Aschwaden Prediction,32.06690233333333,0.1803540182636907,2MASS J20033659+4436453,9.885491525,5243.0,302.4853135,,K06182.01,5 banding 3,Not in HZ,4.0514111719625285,3.2081641007920427,1.789105618664965,1.6962405600770623
2MASS J20033659+4436453 e,Aschwaden Prediction,24.05017675,0.1488789618381299,2MASS J20033659+4436453,9.885491525,5243.0,302.4853135,,K06182.01,5 banding 4,Not in HZ,4.0514111719625285,3.2081641007920427,1.789105618664965,1.6962405600770623
2MASS J20033659+4436453 f,Aschwaden Prediction,25.653521866666665,0.15542438137357567,2MASS J20033659+4436453,9.885491525,5243.0,302.4853135,,K06182.01,4 banding 3,Not in HZ,4.0514111719625285,3.2081641007920427,1.789105618664965,1.6962405600770623
2MASS J20033659+4436453 g,Aschwaden Prediction,48.1003535,0.2363306206377808,2MASS J20033659+4436453,9.885491525,5243.0,302.4853135,,K06182.01,5 banding 2,Not in HZ,4.0514111719625285,3.2081641007920427,1.789105618664965,1.6962405600770623
2MASS J20033659+4436453 h,Aschwaden Prediction,57.7204242,0.26687475449755926,2MASS J20033659+4436453,9.885491525,5243.0,302.4853135,,K06182.01,3 banding 1,Not in HZ,4.0514111719625285,3.2081641007920427,1.789105618664965,1.6962405600770623
2MASS J20061507+4414254 b,Aschwaden Prediction,9.345081,0.08714831775305414,2MASS J20061507+4414254,9.885491525,6146.0,302.4853135,,K04567.01,2 banding 1,Not in HZ,4.272837399957583,3.382561492767005,1.9347080058728676,1.8342823338227419
2MASS J20061507+4414254 c,Aschwaden Prediction,7.00881075,0.07193935127103421,2MASS J20061507+4414254,9.885491525,6146.0,302.4853135,,K04567.01,3 banding 2,Not in HZ,4.272837399957583,3.382561492767005,1.9347080058728676,1.8342823338227419
2MASS J20061507+4414254 d,Aschwaden Prediction,7.787567500000001,0.07717408887511006,2MASS J20061507+4414254,9.885491525,6146.0,302.4853135,,K04567.01,5 banding 3,Not in HZ,4.272837399957583,3.382561492767005,1.9347080058728676,1.8342823338227419
2MASS J20061507+4414254 e,Aschwaden Prediction,5.840675625,0.0637058067413354,2MASS J20061507+4414254,9.885491525,6146.0,302.4853135,,K04567.01,5 banding 4,Not in HZ,4.272837399957583,3.382561492767005,1.9347080058728676,1.8342823338227419
2MASS J20061507+4414254 f,Aschwaden Prediction,6.230054,0.0665066136976563,2MASS J20061507+4414254,9.885491525,6146.0,302.4853135,,K04567.01,4 banding 3,Not in HZ,4.272837399957583,3.382561492767005,1.9347080058728676,1.8342823338227419
2MASS J20061507+4414254 g,Aschwaden Prediction,11.68135125,0.1011266646376786,2MASS J20061507+4414254,9.885491525,6146.0,302.4853135,,K04567.01,5 banding 2,Not in HZ,4.272837399957583,3.382561492767005,1.9347080058728676,1.8342823338227419
2MASS J20061507+4414254 h,Aschwaden Prediction,14.0176215,0.11419660188554953,2MASS J20061507+4414254,9.885491525,6146.0,302.4853135,,K04567.01,3 banding 1,Not in HZ,4.272837399957583,3.382561492767005,1.9347080058728676,1.8342823338227419
82 Eri i,Aschwaden Prediction,23.72,0.15080309993697893,82 Eri,4.26,5490.0,6.06,,82 Eri f,2 banding 1,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri j,Aschwaden Prediction,17.79,0.12448521622492258,82 Eri,4.26,5490.0,6.06,,82 Eri f,3 banding 2,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri k,Aschwaden Prediction,19.766666666666666,0.13354350533944362,82 Eri,4.26,5490.0,6.06,,82 Eri f,5 banding 3,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri l,Aschwaden Prediction,14.825,0.11023773479830351,82 Eri,4.26,5490.0,6.06,,82 Eri f,5 banding 4,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri m,Aschwaden Prediction,15.813333333333333,0.11508430421270217,82 Eri,4.26,5490.0,6.06,,82 Eri f,4 banding 3,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri n,Aschwaden Prediction,29.65,0.17499149618541834,82 Eri,4.26,5490.0,6.06,,82 Eri f,5 banding 2,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri o,Aschwaden Prediction,35.58,0.1976079631899309,82 Eri,4.26,5490.0,6.06,,82 Eri f,3 banding 1,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri p,Aschwaden Prediction,662.82,1.3889759204721743,82 Eri,4.26,5490.0,6.06,,82 Eri g,2 banding 1,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri q,Aschwaden Prediction,497.115,1.1465743599663922,82 Eri,4.26,5490.0,6.06,,82 Eri g,3 banding 2,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri r,Aschwaden Prediction,552.35,1.2300059702317176,82 Eri,4.26,5490.0,6.06,,82 Eri g,5 banding 3,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri s,Aschwaden Prediction,414.26250000000005,1.0153475573527955,82 Eri,4.26,5490.0,6.06,,82 Eri g,5 banding 4,Conservative HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri t,Aschwaden Prediction,441.88000000000005,1.059987012485415,82 Eri,4.26,5490.0,6.06,,82 Eri g,4 banding 3,Conservative HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri u,Aschwaden Prediction,828.5250000000001,1.611763780655169,82 Eri,4.26,5490.0,6.06,,82 Eri g,5 banding 2,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
82 Eri v,Aschwaden Prediction,994.23,1.820073345170416,82 Eri,4.26,5490.0,6.06,,82 Eri g,3 banding 1,Not in HZ,2.696227741594996,2.134884146477202,1.20051823924404,1.1382014663792488
AS 209 d,Aschwaden Prediction,6572.407122,158.74010519681994,AS 209,11.3,5688.237937,12.124,,AS 209 b,2 banding 1,Not in HZ,4.442616311109586,3.5174646778747105,1.9897236956778823,1.886439084290403
AS 209 e,Aschwaden Prediction,4929.3053414999995,131.03706971044483,AS 209,11.3,5688.237937,12.124,,AS 209 b,3 banding 2,Not in HZ,4.442616311109586,3.5174646778747105,1.9897236956778823,1.886439084290403
AS 209 f,Aschwaden Prediction,5477.005935,140.57211088362487,AS 209,11.3,5688.237937,12.124,,AS 209 b,5 banding 3,Not in HZ,4.442616311109586,3.5174646778747105,1.9897236956778823,1.886439084290403
AS 209 g,Aschwaden Prediction,4107.75445125,116.03972084031949,AS 209,11.3,5688.237937,12.124,,AS 209 b,5 banding 4,Not in HZ,4.442616311109586,3.5174646778747105,1.9897236956778823,1.886439084290403
AS 209 h,Aschwaden Prediction,4381.604748,121.14137285547596,AS 209,11.3,5688.237937,12.124,,AS 209 b,4 banding 3,Not in HZ,4.442616311109586,3.5174646778747105,1.9897236956778823,1.886439084290403
AS 209 i,Aschwaden Prediction,8215.5089025,184.20157493201933,AS 209,11.3,5688.237937,12.124,,AS 209 b,5 banding 2,Not in HZ,4.442616311109586,3.5174646778747105,1.9897236956778823,1.886439084290403
AS 209 j,Aschwaden Prediction,9858.610682999999,208.00838230519042,AS 209,11.3,5688.237937,12.124,,AS 209 b,3 banding 1,Not in HZ,4.442616311109586,3.5174646778747105,1.9897236956778823,1.886439084290403
Barnard's star f,Aschwaden Prediction,4.6814,0.029843139777002148,Barnard's star,9.5,3195.0,1.82823,,Barnard's star c,2 banding 1,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star g,Aschwaden Prediction,3.51105,0.024634969105563627,Barnard's star,9.5,3195.0,1.82823,,Barnard's star c,3 banding 2,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star h,Aschwaden Prediction,3.9011666666666667,0.026427556846121476,Barnard's star,9.5,3195.0,1.82823,,Barnard's star c,5 banding 3,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star i,Aschwaden Prediction,2.925875,0.021815467517980063,Barnard's star,9.5,3195.0,1.82823,,Barnard's star c,5 banding 4,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star j,Aschwaden Prediction,3.1209333333333333,0.022774578096829482,Barnard's star,9.5,3195.0,1.82823,,Barnard's star c,4 banding 3,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star k,Aschwaden Prediction,5.85175,0.034629896087219635,Barnard's star,9.5,3195.0,1.82823,,Barnard's star c,5 banding 2,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star l,Aschwaden Prediction,7.0221,0.0391055758733758,Barnard's star,9.5,3195.0,1.82823,,Barnard's star c,3 banding 1,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star m,Aschwaden Prediction,8.2486,0.04349478882392866,Barnard's star,9.5,3195.0,1.82823,,Barnard's Star c,2 banding 1,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star n,Aschwaden Prediction,6.18645,0.03590415710066188,Barnard's star,9.5,3195.0,1.82823,,Barnard's Star c,3 banding 2,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star o,Aschwaden Prediction,6.873833333333333,0.038516758382113214,Barnard's star,9.5,3195.0,1.82823,,Barnard's Star c,5 banding 3,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star p,Aschwaden Prediction,5.155374999999999,0.03179488351024754,Barnard's star,9.5,3195.0,1.82823,,Barnard's Star c,5 banding 4,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star q,Aschwaden Prediction,5.499066666666667,0.03319273616240042,Barnard's star,9.5,3195.0,1.82823,,Barnard's Star c,4 banding 3,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star r,Aschwaden Prediction,10.310749999999999,0.0504712315313733,Barnard's star,9.5,3195.0,1.82823,,Barnard's Star c,5 banding 2,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star s,Aschwaden Prediction,12.3729,0.056994296751622174,Barnard's star,9.5,3195.0,1.82823,,Barnard's Star c,3 banding 1,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star t,Aschwaden Prediction,13.4754,0.0604799800799884,Barnard's star,9.5,3195.0,1.82823,,Barnard's star d,2 banding 1,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star u,Aschwaden Prediction,10.10655,0.04992512355967948,Barnard's star,9.5,3195.0,1.82823,,Barnard's star d,3 banding 2,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star v,Aschwaden Prediction,11.229500000000002,0.053557974246661075,Barnard's star,9.5,3195.0,1.82823,,Barnard's star d,5 banding 3,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star w,Aschwaden Prediction,8.422125000000001,0.04421113364016172,Barnard's star,9.5,3195.0,1.82823,,Barnard's star d,5 banding 4,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star x,Aschwaden Prediction,8.983600000000001,0.046154863057936354,Barnard's star,9.5,3195.0,1.82823,,Barnard's star d,4 banding 3,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star y,Aschwaden Prediction,16.844250000000002,0.07018080004909938,Barnard's star,9.5,3195.0,1.82823,,Barnard's star d,5 banding 2,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
Barnard's star z,Aschwaden Prediction,20.2131,0.07925119365827756,Barnard's star,9.5,3195.0,1.82823,,Barnard's star d,3 banding 1,Not in HZ,3.7432015394229956,2.965241017494364,1.5040196938901358,1.4260866853240277
CS Cha d,Aschwaden Prediction,6572.407122,5.794013839683927,CS Cha,11.7,5688.237937,149.0,,CS Cha b,2 banding 1,Not in HZ,4.520562894178468,3.579179292305895,2.0246337919969006,1.9195370316464067
CS Cha e,Aschwaden Prediction,4929.3053414999995,4.782853044431236,CS Cha,11.7,5688.237937,149.0,,CS Cha b,3 banding 2,Not in HZ,4.520562894178468,3.579179292305895,2.0246337919969006,1.9195370316464067
CS Cha f,Aschwaden Prediction,5477.005935,5.130882047252308,CS Cha,11.7,5688.237937,149.0,,CS Cha b,5 banding 3,Not in HZ,4.520562894178468,3.579179292305895,2.0246337919969006,1.9195370316464067
CS Cha g,Aschwaden Prediction,4107.75445125,4.235449810671661,CS Cha,11.7,5688.237937,149.0,,CS Cha b,5 banding 4,Not in HZ,4.520562894178468,3.579179292305895,2.0246337919969006,1.9195370316464067
CS Cha h,Aschwaden Prediction,4381.604748,4.421660109224873,CS Cha,11.7,5688.237937,149.0,,CS Cha b,4 banding 3,Not in HZ,4.520562894178468,3.579179292305895,2.0246337919969006,1.9195370316464067
CS Cha i,Aschwaden Prediction,8215.5089025,6.723357485018705,CS Cha,11.7,5688.237937,149.0,,CS Cha b,5 banding 2,Not in HZ,4.520562894178468,3.579179292305895,2.0246337919969006,1.9195370316464067
CS Cha j,Aschwaden Prediction,9858.610682999999,7.59230595413945,CS Cha,11.7,5688.237937,149.0,,CS Cha b,3 banding 1,Not in HZ,4.520562894178468,3.579179292305895,2.0246337919969006,1.9195370316464067
EPIC 211939692 b,Aschwaden Prediction,53.7098,25.61150500874039,EPIC 211939692,12.0,6417.0,302.4853135,,EPIC 211939692.01,2 banding 1,Not in HZ,4.785463648234639,3.7880774092995004,2.177364148871972,2.064349480332634
