planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,referenced_planet,harmonic_ratio,luminosity
GJ 581 c,Aschwaden Prediction,5.255,0.040765912,GJ 581,10.55,3498,6.21,GJ 581 b,5 to 3,0.005152286
GJ 581 b,Aschwaden Prediction,3.94125,0.033651519,GJ 581,10.55,3498,6.21,GJ 581 b,5 to 4,0.005152286
GJ 581 c,Aschwaden Prediction,4.204,0.035130998,GJ 581,10.55,3498,6.21,GJ 581 b,4 to 3,0.005152286
GJ 581 b,Aschwaden Prediction,7.8825,0.053418457,GJ 581,10.55,3498,6.21,GJ 581 b,5 to 2,0.005152286
GJ 581 c,Aschwaden Prediction,9.459,0.060322431,GJ 581,10.55,3498,6.21,GJ 581 b,3 to 1,0.005152286
GJ 581 b,Aschwaden Prediction,10.736,0.065083443,GJ 581,10.55,3498,6.21,GJ 581 c,2 to 1,0.005152286
GJ 581 c,Aschwaden Prediction,8.052,0.053725199,GJ 581,10.55,3498,6.21,GJ 581 c,3 to 2,0.005152286
GJ 581 b,Aschwaden Prediction,8.946666667,0.057634565,GJ 581,10.55,3498,6.21,GJ 581 c,5 to 3,0.005152286
GJ 581 c,Aschwaden Prediction,6.71,0.047576286,GJ 581,10.55,3498,6.21,GJ 581 c,5 to 4,0.005152286
GJ 581 b,Aschwaden Prediction,7.157333333,0.049667963,GJ 581,10.55,3498,6.21,GJ 581 c,4 to 3,0.005152286
GJ 581 c,Aschwaden Prediction,13.42,0.075522646,GJ 581,10.55,3498,6.21,GJ 581 c,5 to 2,0.005152286
GJ 581 b,Aschwaden Prediction,16.104,0.085283437,GJ 581,10.55,3498,6.21,GJ 581 c,3 to 1,0.005152286
GJ 667 C d,Aschwaden Prediction,14.4008,0.080163753,GJ 667 C,10.22,3600,6.84,GJ 667 Cb,2 to 1,0.006982324
GJ 667 C b,Aschwaden Prediction,10.8006,0.06617372,GJ 667 C,10.22,3600,6.84,GJ 667 Cb,3 to 2,0.006982324
GJ 667 C c,Aschwaden Prediction,12.00066667,0.070988916,GJ 667 C,10.22,3600,6.84,GJ 667 Cb,5 to 3,0.006982324
GJ 667 C b,Aschwaden Prediction,9.0005,0.058600059,GJ 667 C,10.22,3600,6.84,GJ 667 Cb,5 to 4,0.006982324
GJ 667 C c,Aschwaden Prediction,9.600533333,0.061176393,GJ 667 C,10.22,3600,6.84,GJ 667 Cb,4 to 3,0.006982324
GJ 667 C b,Aschwaden Prediction,18.001,0.093021795,GJ 667 C,10.22,3600,6.84,GJ 667 Cb,5 to 2,0.006982324
GJ 667 C c,Aschwaden Prediction,21.6012,0.105044233,GJ 667 C,10.22,3600,6.84,GJ 667 Cb,3 to 1,0.006982324
GJ 667 C b,Aschwaden Prediction,56.28,0.198425131,GJ 667 C,10.22,3600,6.84,GJ 667 Cc,2 to 1,0.006982324
GJ 667 C c,Aschwaden Prediction,42.21,0.163796337,GJ 667 C,10.22,3600,6.84,GJ 667 Cc,3 to 2,0.006982324
GJ 667 C b,Aschwaden Prediction,46.9,0.175715139,GJ 667 C,10.22,3600,6.84,GJ 667 Cc,5 to 3,0.006982324
GJ 667 C c,Aschwaden Prediction,35.175,0.145049651,GJ 667 C,10.22,3600,6.84,GJ 667 Cc,5 to 4,0.006982324
GJ 667 C b,Aschwaden Prediction,37.52,0.151426716,GJ 667 C,10.22,3600,6.84,GJ 667 Cc,4 to 3,0.006982324
GJ 667 C c,Aschwaden Prediction,70.35,0.230251969,GJ 667 C,10.22,3600,6.84,GJ 667 Cc,5 to 2,0.006982324
GJ 667 C b,Aschwaden Prediction,84.42,0.260010478,GJ 667 C,10.22,3600,6.84,GJ 667 Cc,3 to 1,0.006982324
GJ 667 C c,Aschwaden Prediction,78.052,0.247634564,GJ 667 C,10.22,3600,6.84,GJ 667 Ce,2 to 1,0.006982324
GJ 667 C b,Aschwaden Prediction,58.539,0.204417829,GJ 667 C,10.22,3600,6.84,GJ 667 Ce,3 to 2,0.006982324
GJ 667 C c,Aschwaden Prediction,65.04333333,0.219292493,GJ 667 C,10.22,3600,6.84,GJ 667 Ce,5 to 3,0.006982324
GJ 667 C b,Aschwaden Prediction,48.7825,0.181021965,GJ 667 C,10.22,3600,6.84,GJ 667 Ce,5 to 4,0.006982324
GJ 667 C c,Aschwaden Prediction,52.03466667,0.188980542,GJ 667 C,10.22,3600,6.84,GJ 667 Ce,4 to 3,0.006982324
GJ 667 C b,Aschwaden Prediction,97.565,0.287354457,GJ 667 C,10.22,3600,6.84,GJ 667 Ce,5 to 2,0.006982324
GJ 667 C c,Aschwaden Prediction,117.078,0.324493076,GJ 667 C,10.22,3600,6.84,GJ 667 Ce,3 to 1,0.006982324
GJ 667 C b,Aschwaden Prediction,124.48,0.338116424,GJ 667 C,10.22,3600,6.84,GJ 667 Cf,2 to 1,0.006982324
GJ 667 C c,Aschwaden Prediction,93.36,0.279108958,GJ 667 C,10.22,3600,6.84,GJ 667 Cf,3 to 2,0.006982324
GJ 667 C b,Aschwaden Prediction,103.7333333,0.299418596,GJ 667 C,10.22,3600,6.84,GJ 667 Cf,5 to 3,0.006982324
GJ 667 C c,Aschwaden Prediction,77.8,0.247164605,GJ 667 C,10.22,3600,6.84,GJ 667 Cf,5 to 4,0.006982324
GJ 667 C b,Aschwaden Prediction,82.98666667,0.258031124,GJ 667 C,10.22,3600,6.84,GJ 667 Cf,4 to 3,0.006982324
GJ 667 C c,Aschwaden Prediction,155.6,0.392349355,GJ 667 C,10.22,3600,6.84,GJ 667 Cf,5 to 2,0.006982324
GJ 667 C b,Aschwaden Prediction,186.72,0.443057854,GJ 667 C,10.22,3600,6.84,GJ 667 Cf,3 to 1,0.006982324
GJ 676 A f,Aschwaden Prediction,7.2,0.065559663,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ab,2 to 1,0.012473835
GJ 676 A b,Aschwaden Prediction,5.4,0.05411831,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ab,3 to 2,0.012473835
GJ 676 A c,Aschwaden Prediction,6,0.058056282,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ab,5 to 3,0.012473835
GJ 676 A b,Aschwaden Prediction,4.5,0.047924405,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ab,5 to 4,0.012473835
GJ 676 A c,Aschwaden Prediction,4.8,0.050031387,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ab,4 to 3,0.012473835
GJ 676 A b,Aschwaden Prediction,9,0.07607525,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ab,5 to 2,0.012473835
GJ 676 A c,Aschwaden Prediction,10.8,0.085907462,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ab,3 to 1,0.012473835
GJ 676 A b,Aschwaden Prediction,70.74,0.296843997,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ac,2 to 1,0.012473835
GJ 676 A c,Aschwaden Prediction,53.055,0.24503932,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ac,3 to 2,0.012473835
GJ 676 A b,Aschwaden Prediction,58.95,0.262869847,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ac,5 to 3,0.012473835
GJ 676 A c,Aschwaden Prediction,44.2125,0.216994278,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ac,5 to 4,0.012473835
GJ 676 A b,Aschwaden Prediction,47.16,0.226534367,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ac,4 to 3,0.012473835
GJ 676 A c,Aschwaden Prediction,88.425,0.344456945,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ac,5 to 2,0.012473835
GJ 676 A b,Aschwaden Prediction,106.11,0.388975675,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ac,3 to 1,0.012473835
GJ 676 A c,Aschwaden Prediction,2102.8,2.754140825,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ad,2 to 1,0.012473835
GJ 676 A b,Aschwaden Prediction,1577.1,2.273493159,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ad,3 to 2,0.012473835
GJ 676 A c,Aschwaden Prediction,1752.333333,2.438926124,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ad,5 to 3,0.012473835
GJ 676 A b,Aschwaden Prediction,1314.25,2.013289157,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ad,5 to 4,0.012473835
GJ 676 A c,Aschwaden Prediction,1401.866667,2.101802819,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ad,4 to 3,0.012473835
GJ 676 A b,Aschwaden Prediction,2628.5,3.195897325,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ad,5 to 2,0.012473835
GJ 676 A c,Aschwaden Prediction,3154.2,3.608945433,GJ 676 A,9.59,5448.139313,16.45,GJ 676 Ad,3 to 1,0.012473835
GJ 682 d,Aschwaden Prediction,34.956,0.126992084,GJ 682,11.2837463,3028,680.241723,GJ 682 b,2 to 1,0.002621208
GJ 682 b,Aschwaden Prediction,26.217,0.104829656,GJ 682,11.2837463,3028,680.241723,GJ 682 b,3 to 2,0.002621208
GJ 682 c,Aschwaden Prediction,29.13,0.112457689,GJ 682,11.2837463,3028,680.241723,GJ 682 b,5 to 3,0.002621208
GJ 682 b,Aschwaden Prediction,21.8475,0.092831777,GJ 682,11.2837463,3028,680.241723,GJ 682 b,5 to 4,0.002621208
GJ 682 c,Aschwaden Prediction,23.304,0.096913098,GJ 682,11.2837463,3028,680.241723,GJ 682 b,4 to 3,0.002621208
GJ 682 b,Aschwaden Prediction,43.695,0.14736126,GJ 682,11.2837463,3028,680.241723,GJ 682 b,5 to 2,0.002621208
GJ 682 c,Aschwaden Prediction,52.434,0.166406706,GJ 682,11.2837463,3028,680.241723,GJ 682 b,3 to 1,0.002621208
GJ 777 A e,Aschwaden Prediction,34.2372,0.203187335,GJ 777 A,5.74,5549,16.0069,GJ 777 Ab,2 to 1,0.432513831
GJ 777 A b,Aschwaden Prediction,25.6779,0.167727449,GJ 777 A,5.74,5549,16.0069,GJ 777 Ab,3 to 2,0.432513831
GJ 777 A c,Aschwaden Prediction,28.531,0.179932302,GJ 777 A,5.74,5549,16.0069,GJ 777 Ab,5 to 3,0.432513831
GJ 777 A b,Aschwaden Prediction,21.39825,0.148530843,GJ 777 A,5.74,5549,16.0069,GJ 777 Ab,5 to 4,0.432513831
GJ 777 A c,Aschwaden Prediction,22.8248,0.155060957,GJ 777 A,5.74,5549,16.0069,GJ 777 Ab,4 to 3,0.432513831
GJ 777 A b,Aschwaden Prediction,42.7965,0.235778016,GJ 777 A,5.74,5549,16.0069,GJ 777 Ab,5 to 2,0.432513831
GJ 777 A c,Aschwaden Prediction,51.3558,0.266250729,GJ 777 A,5.74,5549,16.0069,GJ 777 Ab,3 to 1,0.432513831
GJ 777 A b,Aschwaden Prediction,177.8,0.626547195,GJ 777 A,5.74,5549,16.0069,GJ 777 Ac,2 to 1,0.432513831
GJ 777 A c,Aschwaden Prediction,133.35,0.517203314,GJ 777 A,5.74,5549,16.0069,GJ 777 Ac,3 to 2,0.432513831
GJ 777 A b,Aschwaden Prediction,148.1666667,0.554838122,GJ 777 A,5.74,5549,16.0069,GJ 777 Ac,5 to 3,0.432513831
GJ 777 A c,Aschwaden Prediction,111.125,0.458008778,GJ 777 A,5.74,5549,16.0069,GJ 777 Ac,5 to 4,0.432513831
GJ 777 A b,Aschwaden Prediction,118.5333333,0.478144999,GJ 777 A,5.74,5549,16.0069,GJ 777 Ac,4 to 3,0.432513831
GJ 777 A c,Aschwaden Prediction,222.25,0.727043616,GJ 777 A,5.74,5549,16.0069,GJ 777 Ac,5 to 2,0.432513831
GJ 777 A b,Aschwaden Prediction,266.7,0.821009085,GJ 777 A,5.74,5549,16.0069,GJ 777 Ac,3 to 1,0.432513831
GJ 876 f,Aschwaden Prediction,3.876,0.033335422,GJ 876,10.17,3350,4.7,GJ 876 b,2 to 1,0.007311391
GJ 876 b,Aschwaden Prediction,2.907,0.027517785,GJ 876,10.17,3350,4.7,GJ 876 b,3 to 2,0.007311391
GJ 876 c,Aschwaden Prediction,3.23,0.029520143,GJ 876,10.17,3350,4.7,GJ 876 b,5 to 3,0.007311391
GJ 876 b,Aschwaden Prediction,2.4225,0.024368341,GJ 876,10.17,3350,4.7,GJ 876 b,5 to 4,0.007311391
GJ 876 c,Aschwaden Prediction,2.584,0.025439688,GJ 876,10.17,3350,4.7,GJ 876 b,4 to 3,0.007311391
GJ 876 b,Aschwaden Prediction,4.845,0.038682331,GJ 876,10.17,3350,4.7,GJ 876 b,5 to 2,0.007311391
GJ 876 c,Aschwaden Prediction,5.814,0.04368176,GJ 876,10.17,3350,4.7,GJ 876 b,3 to 1,0.007311391
GJ 876 b,Aschwaden Prediction,60.252,0.212711741,GJ 876,10.17,3350,4.7,GJ 876 c,2 to 1,0.007311391
GJ 876 c,Aschwaden Prediction,45.189,0.175589673,GJ 876,10.17,3350,4.7,GJ 876 c,3 to 2,0.007311391
GJ 876 b,Aschwaden Prediction,50.21,0.188366629,GJ 876,10.17,3350,4.7,GJ 876 c,5 to 3,0.007311391
GJ 876 c,Aschwaden Prediction,37.6575,0.155493226,GJ 876,10.17,3350,4.7,GJ 876 c,5 to 4,0.007311391
GJ 876 b,Aschwaden Prediction,40.168,0.16232944,GJ 876,10.17,3350,4.7,GJ 876 c,4 to 3,0.007311391
GJ 876 c,Aschwaden Prediction,75.315,0.24683011,GJ 876,10.17,3350,4.7,GJ 876 c,5 to 2,0.007311391
GJ 876 b,Aschwaden Prediction,90.378,0.278731232,GJ 876,10.17,3350,4.7,GJ 876 c,3 to 1,0.007311391
GJ 876 c,Aschwaden Prediction,122.06948,0.339703825,GJ 876,10.17,3350,4.7,GJ 876 d,2 to 1,0.007311391
GJ 876 b,Aschwaden Prediction,91.55211,0.280419329,GJ 876,10.17,3350,4.7,GJ 876 d,3 to 2,0.007311391
GJ 876 c,Aschwaden Prediction,101.7245667,0.300824317,GJ 876,10.17,3350,4.7,GJ 876 d,5 to 3,0.007311391
GJ 876 b,Aschwaden Prediction,76.293425,0.248325003,GJ 876,10.17,3350,4.7,GJ 876 d,5 to 4,0.007311391
GJ 876 c,Aschwaden Prediction,81.37965333,0.259242538,GJ 876,10.17,3350,4.7,GJ 876 d,4 to 3,0.007311391
GJ 876 b,Aschwaden Prediction,152.58685,0.39419137,GJ 876,10.17,3350,4.7,GJ 876 d,5 to 2,0.007311391
GJ 876 c,Aschwaden Prediction,183.10422,0.445137938,GJ 876,10.17,3350,4.7,GJ 876 d,3 to 1,0.007311391
GJ 887 d,Aschwaden Prediction,18.504,0.107943272,GJ 887,7.34,3688,3.2871,GJ 887 b,2 to 1,0.099083194
GJ 887 b,Aschwaden Prediction,13.878,0.089105207,GJ 887,7.34,3688,3.2871,GJ 887 b,3 to 2,0.099083194
GJ 887 c,Aschwaden Prediction,15.42,0.095589035,GJ 887,7.34,3688,3.2871,GJ 887 b,5 to 3,0.099083194
GJ 887 b,Aschwaden Prediction,11.565,0.07890701,GJ 887,7.34,3688,3.2871,GJ 887 b,5 to 4,0.099083194
GJ 887 c,Aschwaden Prediction,12.336,0.082376134,GJ 887,7.34,3688,3.2871,GJ 887 b,4 to 3,0.099083194
GJ 887 b,Aschwaden Prediction,23.13,0.125257071,GJ 887,7.34,3688,3.2871,GJ 887 b,5 to 2,0.099083194
GJ 887 c,Aschwaden Prediction,27.756,0.1414457,GJ 887,7.34,3688,3.2871,GJ 887 b,3 to 1,0.099083194
GJ 9827 e,Aschwaden Prediction,2.417953,0.029620904,GJ 9827,10.4,4255,30.3,GJ 9827 b,2 to 1,0.005915616
GJ 9827 b,Aschwaden Prediction,1.81346475,0.024451517,GJ 9827,10.4,4255,30.3,GJ 9827 b,3 to 2,0.005915616
GJ 9827 c,Aschwaden Prediction,2.014960833,0.026230756,GJ 9827,10.4,4255,30.3,GJ 9827 b,5 to 3,0.005915616
GJ 9827 b,Aschwaden Prediction,1.511220625,0.021653012,GJ 9827,10.4,4255,30.3,GJ 9827 b,5 to 4,0.005915616
GJ 9827 c,Aschwaden Prediction,1.611968667,0.02260498,GJ 9827,10.4,4255,30.3,GJ 9827 b,4 to 3,0.005915616
GJ 9827 b,Aschwaden Prediction,3.02244125,0.034372014,GJ 9827,10.4,4255,30.3,GJ 9827 b,5 to 2,0.005915616
GJ 9827 c,Aschwaden Prediction,3.6269295,0.038814364,GJ 9827,10.4,4255,30.3,GJ 9827 b,3 to 1,0.005915616
GJ 9827 b,Aschwaden Prediction,7.296172,0.061845145,GJ 9827,10.4,4255,30.3,GJ 9827 c,2 to 1,0.005915616
GJ 9827 c,Aschwaden Prediction,5.472129,0.051052042,GJ 9827,10.4,4255,30.3,GJ 9827 c,3 to 2,0.005915616
GJ 9827 b,Aschwaden Prediction,6.080143333,0.054766894,GJ 9827,10.4,4255,30.3,GJ 9827 c,5 to 3,0.005915616
GJ 9827 c,Aschwaden Prediction,4.5601075,0.045209075,GJ 9827,10.4,4255,30.3,GJ 9827 c,5 to 4,0.005915616
GJ 9827 b,Aschwaden Prediction,4.864114667,0.047196679,GJ 9827,10.4,4255,30.3,GJ 9827 c,4 to 3,0.005915616
GJ 9827 c,Aschwaden Prediction,9.120215,0.071764934,GJ 9827,10.4,4255,30.3,GJ 9827 c,5 to 2,0.005915616
GJ 9827 b,Aschwaden Prediction,10.944258,0.081040066,GJ 9827,10.4,4255,30.3,GJ 9827 c,3 to 1,0.005915616
HAT-P-26 c,Aschwaden Prediction,8.469004,0.07603651,HAT-P-26,11.74,5079,134,HAT-P-26 b,2 to 1,0.001721869
HAT-P-26 b,Aschwaden Prediction,6.351753,0.062766756,HAT-P-26,11.74,5079,134,HAT-P-26 b,3 to 2,0.001721869
HAT-P-26 c,Aschwaden Prediction,7.057503333,0.067334041,HAT-P-26,11.74,5079,134,HAT-P-26 b,5 to 3,0.001721869
HAT-P-26 b,Aschwaden Prediction,5.2931275,0.055583026,HAT-P-26,11.74,5079,134,HAT-P-26 b,5 to 4,0.001721869
HAT-P-26 c,Aschwaden Prediction,5.646002667,0.058026718,HAT-P-26,11.74,5079,134,HAT-P-26 b,4 to 3,0.001721869
HAT-P-26 b,Aschwaden Prediction,10.586255,0.088232554,HAT-P-26,11.74,5079,134,HAT-P-26 b,5 to 2,0.001721869
HAT-P-26 c,Aschwaden Prediction,12.703506,0.099636015,HAT-P-26,11.74,5079,134,HAT-P-26 b,3 to 1,0.001721869
HAT-P-27 A d,Aschwaden Prediction,2.3988,0.034446603,HAT-P-27 A,12.21,5300,204,HAT-P-27 Ab,2 to 1,0.001116863
HAT-P-27 A b,Aschwaden Prediction,1.7991,0.028435044,HAT-P-27 A,12.21,5300,204,HAT-P-27 Ab,3 to 2,0.001116863
HAT-P-27 A c,Aschwaden Prediction,1.999,0.030504148,HAT-P-27 A,12.21,5300,204,HAT-P-27 Ab,5 to 3,0.001116863
HAT-P-27 A b,Aschwaden Prediction,1.49925,0.025180619,HAT-P-27 A,12.21,5300,204,HAT-P-27 Ab,5 to 4,0.001116863
HAT-P-27 A c,Aschwaden Prediction,1.5992,0.026287678,HAT-P-27 A,12.21,5300,204,HAT-P-27 Ab,4 to 3,0.001116863
HAT-P-27 A b,Aschwaden Prediction,2.9985,0.039971742,HAT-P-27 A,12.21,5300,204,HAT-P-27 Ab,5 to 2,0.001116863
HAT-P-27 A c,Aschwaden Prediction,3.5982,0.045137819,HAT-P-27 A,12.21,5300,204,HAT-P-27 Ab,3 to 1,0.001116863
HAT-P-46 d,Aschwaden Prediction,8.926258,0.091593041,HAT-P-46,11.936,6120,296,HAT-P-46 b,2 to 1,0.001437474
HAT-P-46 b,Aschwaden Prediction,6.6946935,0.075608389,HAT-P-46,11.936,6120,296,HAT-P-46 b,3 to 2,0.001437474
HAT-P-46 c,Aschwaden Prediction,7.438548333,0.081110108,HAT-P-46,11.936,6120,296,HAT-P-46 b,5 to 3,0.001437474
HAT-P-46 b,Aschwaden Prediction,5.57891125,0.066954919,HAT-P-46,11.936,6120,296,HAT-P-46 b,5 to 4,0.001437474
HAT-P-46 c,Aschwaden Prediction,5.950838667,0.069898572,HAT-P-46,11.936,6120,296,HAT-P-46 b,4 to 3,0.001437474
HAT-P-46 b,Aschwaden Prediction,11.1578225,0.106284309,HAT-P-46,11.936,6120,296,HAT-P-46 b,5 to 2,0.001437474
HAT-P-46 c,Aschwaden Prediction,13.389387,0.120020837,HAT-P-46,11.936,6120,296,HAT-P-46 b,3 to 1,0.001437474
HD 10180 b,Aschwaden Prediction,11.51958,0.101752407,HD 10180,7.33,5911,39.4,HD 10180 c,2 to 1,0.1
HD 10180 c,Aschwaden Prediction,8.639685,0.083994762,HD 10180,7.33,5911,39.4,HD 10180 c,3 to 2,0.1
HD 10180 b,Aschwaden Prediction,9.59965,0.090106723,HD 10180,7.33,5911,39.4,HD 10180 c,5 to 3,0.1
HD 10180 c,Aschwaden Prediction,7.1997375,0.074381461,HD 10180,7.33,5911,39.4,HD 10180 c,5 to 4,0.1
HD 10180 b,Aschwaden Prediction,7.67972,0.07765162,HD 10180,7.33,5911,39.4,HD 10180 c,4 to 3,0.1
HD 10180 c,Aschwaden Prediction,14.399475,0.11807321,HD 10180,7.33,5911,39.4,HD 10180 c,5 to 2,0.1
HD 10180 b,Aschwaden Prediction,17.27937,0.133333373,HD 10180,7.33,5911,39.4,HD 10180 c,3 to 1,0.1
HD 10180 c,Aschwaden Prediction,32.7158,0.204139775,HD 10180,7.33,5911,39.4,HD 10180 d,2 to 1,0.1
HD 10180 b,Aschwaden Prediction,24.53685,0.168513672,HD 10180,7.33,5911,39.4,HD 10180 d,3 to 2,0.1
HD 10180 c,Aschwaden Prediction,27.26316667,0.180775735,HD 10180,7.33,5911,39.4,HD 10180 d,5 to 3,0.1
HD 10180 b,Aschwaden Prediction,20.447375,0.149227081,HD 10180,7.33,5911,39.4,HD 10180 d,5 to 4,0.1
HD 10180 c,Aschwaden Prediction,21.81053333,0.155787805,HD 10180,7.33,5911,39.4,HD 10180 d,4 to 3,0.1
HD 10180 b,Aschwaden Prediction,40.89475,0.236883225,HD 10180,7.33,5911,39.4,HD 10180 d,5 to 2,0.1
HD 10180 c,Aschwaden Prediction,49.0737,0.26749878,HD 10180,7.33,5911,39.4,HD 10180 d,3 to 1,0.1
HD 10180 b,Aschwaden Prediction,99.49,0.428439544,HD 10180,7.33,5911,39.4,HD 10180 e,2 to 1,0.1
HD 10180 c,Aschwaden Prediction,74.6175,0.353669051,HD 10180,7.33,5911,39.4,HD 10180 e,3 to 2,0.1
HD 10180 b,Aschwaden Prediction,82.90833333,0.379404127,HD 10180,7.33,5911,39.4,HD 10180 e,5 to 3,0.1
HD 10180 c,Aschwaden Prediction,62.18125,0.313191207,HD 10180,7.33,5911,39.4,HD 10180 e,5 to 4,0.1
HD 10180 b,Aschwaden Prediction,66.32666667,0.326960565,HD 10180,7.33,5911,39.4,HD 10180 e,4 to 3,0.1
HD 10180 c,Aschwaden Prediction,124.3625,0.497160051,HD 10180,7.33,5911,39.4,HD 10180 e,5 to 2,0.1
HD 10180 b,Aschwaden Prediction,149.235,0.561414624,HD 10180,7.33,5911,39.4,HD 10180 e,3 to 1,0.1
HD 10180 c,Aschwaden Prediction,245.52,0.782429979,HD 10180,7.33,5911,39.4,HD 10180 f,2 to 1,0.1
HD 10180 b,Aschwaden Prediction,184.14,0.645881717,HD 10180,7.33,5911,39.4,HD 10180 f,3 to 2,0.1
HD 10180 c,Aschwaden Prediction,204.6,0.692879935,HD 10180,7.33,5911,39.4,HD 10180 f,5 to 3,0.1
HD 10180 b,Aschwaden Prediction,153.45,0.571959784,HD 10180,7.33,5911,39.4,HD 10180 f,5 to 4,0.1
HD 10180 c,Aschwaden Prediction,163.68,0.597105827,HD 10180,7.33,5911,39.4,HD 10180 f,4 to 3,0.1
HD 10180 b,Aschwaden Prediction,306.9,0.907929563,HD 10180,7.33,5911,39.4,HD 10180 f,5 to 2,0.1
HD 10180 c,Aschwaden Prediction,368.28,1.025273316,HD 10180,7.33,5911,39.4,HD 10180 f,3 to 1,0.1
HD 10180 b,Aschwaden Prediction,1202.4,2.257284296,HD 10180,7.33,5911,39.4,HD 10180 g,2 to 1,0.1
HD 10180 c,Aschwaden Prediction,901.8,1.863347131,HD 10180,7.33,5911,39.4,HD 10180 g,3 to 2,0.1
HD 10180 b,Aschwaden Prediction,1002,1.998935417,HD 10180,7.33,5911,39.4,HD 10180 g,5 to 3,0.1
HD 10180 c,Aschwaden Prediction,751.5,1.65008483,HD 10180,7.33,5911,39.4,HD 10180 g,5 to 4,0.1
HD 10180 b,Aschwaden Prediction,801.6,1.722630322,HD 10180,7.33,5911,39.4,HD 10180 g,4 to 3,0.1
HD 10180 c,Aschwaden Prediction,1503,2.619346396,HD 10180,7.33,5911,39.4,HD 10180 g,5 to 2,0.1
HD 10180 b,Aschwaden Prediction,1803.6,2.957879196,HD 10180,7.33,5911,39.4,HD 10180 g,3 to 1,0.1
HD 104067 e,Aschwaden Prediction,4.3076394,0.047622032,HD 104067,7.93,4969,20.8,HD 104067 b,2 to 1,0.057543994
HD 104067 b,Aschwaden Prediction,3.23072955,0.039311121,HD 104067,7.93,4969,20.8,HD 104067 b,3 to 2,0.057543994
HD 104067 c,Aschwaden Prediction,3.5896995,0.042171633,HD 104067,7.93,4969,20.8,HD 104067 b,5 to 3,0.057543994
HD 104067 b,Aschwaden Prediction,2.692274625,0.034811916,HD 104067,7.93,4969,20.8,HD 104067 b,5 to 4,0.057543994
HD 104067 c,Aschwaden Prediction,2.8717596,0.036342412,HD 104067,7.93,4969,20.8,HD 104067 b,4 to 3,0.057543994
HD 104067 b,Aschwaden Prediction,5.38454925,0.055260472,HD 104067,7.93,4969,20.8,HD 104067 b,5 to 2,0.057543994
HD 104067 c,Aschwaden Prediction,6.4614591,0.062402515,HD 104067,7.93,4969,20.8,HD 104067 b,3 to 1,0.057543994
HD 104067 b,Aschwaden Prediction,27.7984,0.167947031,HD 104067,7.93,4969,20.8,HD 104067 c,2 to 1,0.057543994
HD 104067 c,Aschwaden Prediction,20.8488,0.13863722,HD 104067,7.93,4969,20.8,HD 104067 c,3 to 2,0.057543994
HD 104067 b,Aschwaden Prediction,23.16533333,0.148725293,HD 104067,7.93,4969,20.8,HD 104067 c,5 to 3,0.057543994
HD 104067 c,Aschwaden Prediction,17.374,0.122770025,HD 104067,7.93,4969,20.8,HD 104067 c,5 to 4,0.057543994
HD 104067 b,Aschwaden Prediction,18.53226667,0.128167572,HD 104067,7.93,4969,20.8,HD 104067 c,4 to 3,0.057543994
HD 104067 c,Aschwaden Prediction,34.748,0.194885266,HD 104067,7.93,4969,20.8,HD 104067 c,5 to 2,0.057543994
HD 104067 b,Aschwaden Prediction,41.6976,0.220072868,HD 104067,7.93,4969,20.8,HD 104067 c,3 to 1,0.057543994
HD 106315 d,Aschwaden Prediction,19.10474,0.143977275,HD 106315,9,6327,109,HD 106315 b,2 to 1,0.021478305
HD 106315 b,Aschwaden Prediction,14.328555,0.118850622,HD 106315,9,6327,109,HD 106315 b,3 to 2,0.021478305
HD 106315 c,Aschwaden Prediction,15.92061667,0.127498905,HD 106315,9,6327,109,HD 106315 b,5 to 3,0.021478305
HD 106315 b,Aschwaden Prediction,11.9404625,0.105248027,HD 106315,9,6327,109,HD 106315 b,5 to 4,0.021478305
HD 106315 c,Aschwaden Prediction,12.73649333,0.109875225,HD 106315,9,6327,109,HD 106315 b,4 to 3,0.021478305
HD 106315 b,Aschwaden Prediction,23.880925,0.167070828,HD 106315,9,6327,109,HD 106315 b,5 to 2,0.021478305
HD 106315 c,Aschwaden Prediction,28.65711,0.188663603,HD 106315,9,6327,109,HD 106315 b,3 to 1,0.021478305
