planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,referenced_planet,harmonic_ratio,luminosity
HD 96700 Ad,Confirmed,103.5,0.424,HD 96700 A,6.5,5847,25.6,,,0.214783047
HIP 113103 b,Confirmed,7.610303,0.06899,HIP 113103,10,4930,46.258,,,0.008550667
HIP 113103 c,Confirmed,14.245648,0.10479,HIP 113103,10,4930,46.258,,,0.008550667
HIP 14810 b,Confirmed,6.673855,0.0692,HIP 14810,8.52,5485,52.9,,,0.033419504
HIP 14810 c,Confirmed,147.73,0.545,HIP 14810,8.52,5485,52.9,,,0.033419504
HIP 14810 d,Confirmed,962,1.89,HIP 14810,8.52,5485,52.9,,,0.033419504
HIP 41378 b,Confirmed,15.5712,126.8867207,HIP 41378,8.9,6199,116,,,0.023550493
HIP 41378 c,Confirmed,31.6978,126.8867207,HIP 41378,8.9,6199,116,,,0.023550493
HIP 41378 d,Confirmed,1113.4465,126.8867207,HIP 41378,8.9,6199,116,,,0.023550493
HIP 41378 e,Confirmed,131,126.8867207,HIP 41378,8.9,6199,116,,,0.023550493
HIP 41378 f,Confirmed,542.07975,1.37,HIP 41378,8.9,6199,116,,,0.023550493
HIP 54373 b,Confirmed,7.76,0.063,HIP 54373,11.2837463,4021,18.73,,,0.002621208
HIP 54373 c,Confirmed,15.144,0.099,HIP 54373,11.2837463,4021,18.73,,,0.002621208
HIP 57274 b,Confirmed,8.1352,0.07,HIP 57274,8.96,4640,25.92,,,0.022284351
HIP 57274 c,Confirmed,32.03,0.178,HIP 57274,8.96,4640,25.92,,,0.022284351
HIP 57274 d,Confirmed,431.7,1.01,HIP 57274,8.96,4640,25.92,,,0.022284351
HIP 65407 b,Confirmed,28.125,0.177,HIP 65407,9.42,5460,16.74,,,0.014588143
HIP 65407 c,Confirmed,67.3,0.316,HIP 65407,9.42,5460,16.74,,,0.014588143
HIP 67522 b,Confirmed,6.9594738,0.0753,HIP 67522,9.9,5675,127.27,,,0.00937562
HIP 67522 c,Confirmed,14.334894,0.1235,HIP 67522,9.9,5675,127.27,,,0.00937562
HIP 79797 Ba,Confirmed,7934.319504,350,HIP 79797 A,5.9,5448.139313,52.2,,,0.373250158
HIP 79797 Bb,Confirmed,7934.319504,350,HIP 79797 A,5.9,5448.139313,52.2,,,0.373250158
HIP 97166 b,Confirmed,10.28891,0.089,HIP 97166,11.2837463,5198,66.08,,,0.002621208
HIP 97166 c,Confirmed,16.84,0.124,HIP 97166,11.2837463,5198,66.08,,,0.002621208
HR 858 Ab,Confirmed,3.58599,0.048,HR 858 A,6.4,6201,32,,,0.235504928
HR 858 Ac,Confirmed,5.97293,0.074,HR 858 A,6.4,6201,32,,,0.235504928
HR 858 Ad,Confirmed,11.23,0.1027,HR 858 A,6.4,6201,32,,,0.235504928
ISO 1I,Confirmed,7934.319504,126.8867207,Sun,11.2837463,5448.139313,680.241723,,,0.002621208
ISO 2I,Confirmed,7934.319504,126.8867207,Sun,11.2837463,5448.139313,680.241723,,,0.002621208
K2-106 b,Confirmed,0.5713127,0.01314,K2-106,12.1,5617,246.1,,,0.001235947
K2-106 c,Confirmed,13.339079,0.1091,K2-106,12.1,5617,246.1,,,0.001235947
K2-111 b,Confirmed,5.3518,0.057,K2-111,11.1,5775,201.7,,,0.00310456
K2-111 c,Confirmed,15.6805,0.1157,K2-111,11.1,5775,201.7,,,0.00310456
K2-117 b,Confirmed,1.2916,0.0189,K2-117,11.2837463,3778,101.95,,,0.002621208
K2-117 c,Confirmed,5.444017,0.0492,K2-117,11.2837463,3778,101.95,,,0.002621208
K2-133 b,Confirmed,3.07133,0.03194,K2-133,11.2837463,3655,75.2,,,0.002621208
K2-133 c,Confirmed,4.86784,0.04341,K2-133,11.2837463,3655,75.2,,,0.002621208
K2-133 d,Confirmed,11.02454,0.07487,K2-133,11.2837463,3655,75.2,,,0.002621208
K2-133 e,Confirmed,26.5841,0.1346,K2-133,11.2837463,3655,75.2,,,0.002621208
K2-136 Ab,Confirmed,7.975292,126.8867207,K2-136 A,11.2,4500,59.2474,,,0.002831392
K2-136 Ac,Confirmed,17.307137,126.8867207,K2-136 A,11.2,4500,59.2474,,,0.002831392
K2-136 Ad,Confirmed,25.575065,126.8867207,K2-136 A,11.2,4500,59.2474,,,0.002831392
K2-138 b,Confirmed,2.35322,0.0338,K2-138,12.21,5378,183,,,0.001116863
K2-138 c,Confirmed,3.55987,0.04454,K2-138,12.21,5378,183,,,0.001116863
K2-138 d,Confirmed,5.40478,0.05883,K2-138,12.21,5378,183,,,0.001116863
K2-138 e,Confirmed,8.26144,0.07807,K2-138,12.21,5378,183,,,0.001116863
K2-138 f,Confirmed,12.75759,0.1043,K2-138,12.21,5378,183,,,0.001116863
K2-138 g,Confirmed,41.96797,0.231,K2-138,12.21,5378,183,,,0.001116863
K2-141 b,Confirmed,0.2803244,126.8867207,K2-141 ,11.5,4599,61,,,0.00214783
K2-141 c,Confirmed,7.7485,126.8867207,K2-141 ,11.5,4599,61,,,0.00214783
K2-146 b,Confirmed,2.6446,0.027,K2-146,16.25,3385,79.31,,,2.70E-05
K2-146 c,Confirmed,4.00498,0.034,K2-146,16.25,3385,79.31,,,2.70E-05
K2-148 Ab,Confirmed,4.38395,0.0454,K2-148 A,13.627,4081,124.458,,,0.000302831
K2-148 Ac,Confirmed,6.9226,0.0616,K2-148 A,13.627,4081,124.458,,,0.000302831
K2-148 Ad,Confirmed,9.7579,0.0774,K2-148 A,13.627,4081,124.458,,,0.000302831
K2-154 b,Confirmed,3.67626,0.0405,K2-154,11.2837463,4097,129.8,,,0.002621208
K2-154 c,Confirmed,7.95486,0.0677,K2-154,11.2837463,4097,129.8,,,0.002621208
K2-155 b,Confirmed,6.342,0.0562,K2-155,12.8,4258,82,,,0.000648634
K2-155 c,Confirmed,13.85,0.0946,K2-155,12.8,4258,82,,,0.000648634
K2-155 d,Confirmed,40.718,0.1937,K2-155,12.8,4258,82,,,0.000648634
K2-158 b,Confirmed,10.06049,0.0887,K2-158,11.2837463,5503,198.2,,,0.002621208
K2-158 c,Confirmed,5.90279,0.0622,K2-158,11.2837463,5503,198.2,,,0.002621208
K2-165 b,Confirmed,2.354992,126.8867207,K2-165,11.2837463,5185,135.1,,,0.002621208
K2-165 c,Confirmed,4.382745,126.8867207,K2-165,11.2837463,5185,135.1,,,0.002621208
K2-165 d,Confirmed,14.101361,126.8867207,K2-165,11.2837463,5185,135.1,,,0.002621208
K2-168 b,Confirmed,15.8523,0.0979,K2-168,12.2,5502.7,245.56,,,0.001127197
K2-168 c,Confirmed,8.050722,0.06231,K2-168,12.2,5502.7,245.56,,,0.001127197
K2-16 b,Confirmed,7.6188,0.0667,K2-16,14.298,4761,338.19,,,0.00016323
K2-16 c,Confirmed,19.07863,0.1229,K2-16,14.298,4761,338.19,,,0.00016323
K2-16 d,Confirmed,2.71578,126.8867207,K2-16,14.298,4761,338.19,,,0.00016323
K2-170 b,Confirmed,7.576544,126.8867207,K2-170,11.2837463,5748,397.26,,,0.002621208
K2-170 c,Confirmed,12.400047,126.8867207,K2-170,11.2837463,5748,397.26,,,0.002621208
K2-172 b,Confirmed,14.316941,126.8867207,K2-172,11.2837463,5569,251.51,,,0.002621208
K2-172 c,Confirmed,29.62682,126.8867207,K2-172,11.2837463,5569,251.51,,,0.002621208
K2-183 b,Confirmed,0.469269,0.0116,K2-183,12.85,5436.47,329.041,,,0.000619441
K2-183 c,Confirmed,10.792635,0.0932,K2-183,12.85,5436.47,329.041,,,0.000619441
K2-183 d,Confirmed,22.631964,0.1527,K2-183,12.85,5436.47,329.041,,,0.000619441
K2-183 e,Confirmed,2.1529,0.0318,K2-183,12.85,5436.47,329.041,,,0.000619441
K2-187 b,Confirmed,0.77392,0.0164,K2-187,11.2837463,5484,333.51,,,0.002621208
K2-187 c,Confirmed,2.872042,0.0392,K2-187,11.2837463,5484,333.51,,,0.002621208
K2-187 d,Confirmed,7.14921,0.072,K2-187,11.2837463,5484,333.51,,,0.002621208
K2-187 e,Confirmed,13.609878,0.1106,K2-187,11.2837463,5484,333.51,,,0.002621208
K2-188 b,Confirmed,1.742169,0.0289,K2-188,11.2837463,5977,452.9,,,0.002621208
K2-188 c,Confirmed,7.810253,0.0785,K2-188,11.2837463,5977,452.9,,,0.002621208
K2-189 b,Confirmed,2.588309,0.0361,K2-189,11.2837463,5519,243.93,,,0.002621208
K2-189 c,Confirmed,6.679195,0.068,K2-189,11.2837463,5519,243.93,,,0.002621208
K2-18 b,Confirmed,32.939623,0.1429,K2-18,13.5,3457,38.07,,,0.000340408
K2-18 c,Confirmed,8.962,0.06,K2-18,13.5,3457,38.07,,,0.000340408
K2-190 b,Confirmed,10.098858,126.8867207,K2-190,11.2837463,5631,161.42,,,0.002621208
K2-190 c,Confirmed,21.574023,126.8867207,K2-190,11.2837463,5631,161.42,,,0.002621208
K2-198 b,Confirmed,17.0428683,0.09083,K2-198,11,5212.9,110.91,,,0.003404082
K2-198 c,Confirmed,3.3596055,0.03077,K2-198,11,5212.9,110.91,,,0.003404082
K2-198 d,Confirmed,7.4500177,0.05234,K2-198,11,5212.9,110.91,,,0.003404082
K2-199 b,Confirmed,3.2253993,0.0382,K2-199,11.2837463,4648,107.97,,,0.002621208
K2-199 c,Confirmed,7.3744897,0.0662,K2-199,11.2837463,4648,107.97,,,0.002621208
K2-19 b,Confirmed,7.9194,0.074,K2-19,12.806,5430,292.14,,,0.00064506
K2-19 c,Confirmed,11.90715,0.0971,K2-19,12.806,5430,292.14,,,0.00064506
K2-19 d,Confirmed,2.50856,0.0344,K2-19,12.806,5430,292.14,,,0.00064506
K2-201 b,Confirmed,1.05979,126.8867207,K2-201,11.2837463,5507,199.05,,,0.002621208
K2-201 c,Confirmed,22.779878,126.8867207,K2-201,11.2837463,5507,199.05,,,0.002621208
K2-219 b,Confirmed,3.901287,126.8867207,K2-219,11.2837463,5753,328.42,,,0.002621208
K2-219 c,Confirmed,6.66767,126.8867207,K2-219,11.2837463,5753,328.42,,,0.002621208
K2-219 d,Confirmed,11.137278,126.8867207,K2-219,11.2837463,5753,328.42,,,0.002621208
K2-21 b,Confirmed,9.00315,0.076,K2-21,12.85,4222.06,83.85,,,0.000619441
K2-21 c,Confirmed,15,0.107,K2-21,12.85,4222.06,83.85,,,0.000619441
K2-223 b,Confirmed,0.50565,0.0127,K2-223,11.2837463,5835,201.1,,,0.002621208
K2-223 c,Confirmed,4.56327,0.0549,K2-223,11.2837463,5835,201.1,,,0.002621208
K2-224 b,Confirmed,4.47904,0.0516,K2-224,11.2837463,5620,277.7,,,0.002621208
K2-224 c,Confirmed,10.09489,0.0886,K2-224,11.2837463,5620,277.7,,,0.002621208
K2-229 b,Confirmed,0.58426,0.0131,K2-229,11.2837463,5315,103.8,,,0.002621208
K2-229 c,Confirmed,8.32727,0.0769,K2-229,11.2837463,5315,103.8,,,0.002621208
K2-229 d,Confirmed,31,0.182,K2-229,11.2837463,5315,103.8,,,0.002621208
K2-233 b,Confirmed,2.46746,0.03317,K2-233,10,4950,67.64,,,0.008550667
K2-233 c,Confirmed,7.06142,0.06687,K2-233,10,4950,67.64,,,0.008550667
K2-233 d,Confirmed,24.3662,0.1527,K2-233,10,4950,67.64,,,0.008550667
K2-239 b,Confirmed,5.24,0.0441,K2-239,14.549,3420,49,,,0.000129539
K2-239 c,Confirmed,7.775,0.0576,K2-239,14.549,3420,49,,,0.000129539
K2-239 d,Confirmed,10.115,0.0685,K2-239,14.549,3420,49,,,0.000129539
K2-240 b,Confirmed,6.034,0.0513,K2-240,13.92,3810,70,,,0.000231206
K2-240 c,Confirmed,20.523,0.1159,K2-240,13.92,3810,70,,,0.000231206
K2-243 b,Confirmed,11.54182,0.1087,K2-243,11.2837463,6570,269.2,,,0.002621208
K2-243 c,Confirmed,24.94598,0.1817,K2-243,11.2837463,6570,269.2,,,0.002621208
K2-247 Ab,Confirmed,2.25021,0.0304,K2-247,11.2837463,4667,260.2,,,0.002621208
K2-247 Ac,Confirmed,6.49424,0.0615,K2-247,11.2837463,4667,260.2,,,0.002621208
K2-24 b,Confirmed,20.88257,0.1673,K2-24,11.648,5726,170.5,,,0.001874131
K2-24 c,Confirmed,42.34732,0.262,K2-24,11.648,5726,170.5,,,0.001874131
K2-254 b,Confirmed,4.09639,0.0448,K2-254,11.2837463,4629,229.4,,,0.002621208
K2-254 c,Confirmed,12.11839,0.0923,K2-254,11.2837463,4629,229.4,,,0.002621208
K2-264 b,Confirmed,5.840002,0.05023,K2-264,11.2837463,3660,187,,,0.002621208
K2-264 c,Confirmed,19.660302,0.11283,K2-264,11.2837463,3660,187,,,0.002621208
K2-266 Ab,Confirmed,0.658524,0.01306,K2-266 A,11.2837463,4362,77.5586,,,0.002621208
K2-266 Ac,Confirmed,7.814,0.0679,K2-266 A,11.2837463,4362,77.5586,,,0.002621208
K2-266 Ad,Confirmed,14.697,0.1035,K2-266 A,11.2837463,4362,77.5586,,,0.002621208
K2-266 Ae,Confirmed,19.482,0.1249,K2-266 A,11.2837463,4362,77.5586,,,0.002621208
K2-268 b,Confirmed,2.151894,0.0308,K2-268,11.2837463,5068,331.46,,,0.002621208
K2-268 c,Confirmed,9.326841,0.0819,K2-268,11.2837463,5068,331.46,,,0.002621208
K2-268 d,Confirmed,4.528598,126.8867207,K2-268,11.2837463,5068,331.46,,,0.002621208
K2-268 e,Confirmed,6.131243,126.8867207,K2-268,11.2837463,5068,331.46,,,0.002621208
K2-268 f,Confirmed,26.27057,126.8867207,K2-268,11.2837463,5068,331.46,,,0.002621208
K2-270 b,Confirmed,1.543069,0.0247,K2-270,11.2837463,4877,283.53,,,0.002621208
K2-270 c,Confirmed,4.400028,0.0497,K2-270,11.2837463,4877,283.53,,,0.002621208
K2-275 Ab,Confirmed,3.280961,0.04,K2-275 A,12.06,4783.55,123.438,,,0.001282331
K2-275 Ac,Confirmed,8.438756,0.075,K2-275 A,12.06,4783.55,123.438,,,0.001282331
K2-282 b,Confirmed,4.169836,0.0499,K2-282,14.04,5317,496.289,,,0.000207014
K2-282 c,Confirmed,0.70531,0.0152,K2-282,14.04,5317,496.289,,,0.000207014
K2-282 d,Confirmed,27.263595,0.1725,K2-282,14.04,5317,496.289,,,0.000207014
K2-285 b,Confirmed,3.471745,0.03817,K2-285,12.03,4975,155.65,,,0.001318257
K2-285 c,Confirmed,7.138048,0.0824,K2-285,12.03,4975,155.65,,,0.001318257
K2-285 d,Confirmed,10.45582,0.1178,K2-285,12.03,4975,155.65,,,0.001318257
K2-285 e,Confirmed,14.76289,0.18041,K2-285,12.03,4975,155.65,,,0.001318257
K2-290 Ab,Confirmed,9.21165,0.0923,K2-290 A,10,6302,272.909,,,0.008550667
K2-290 Ac,Confirmed,48.36685,0.305,K2-290 A,10,6302,272.909,,,0.008550667
K2-299 b,Confirmed,4.50756,126.8867207,K2-299,13.12,5759,369.888,,,0.000483059
K2-299 c,Confirmed,0.911724,0.01859,K2-299,13.12,5759,369.888,,,0.000483059
K2-299 d,Confirmed,14.647531,0.11837,K2-299,13.12,5759,369.888,,,0.000483059
K2-302 b,Confirmed,2.25372,0.0203,K2-302,11.2837463,3467,109.888,,,0.002621208
K2-302 c,Confirmed,0.623232,0.00862,K2-302,11.2837463,3467,109.888,,,0.002621208
K2-302 d,Confirmed,2.909219,0.024,K2-302,11.2837463,3467,109.888,,,0.002621208
K2-303 b,Confirmed,1.58252,126.8867207,EPIC 206317286,11.2837463,5448.139313,317.2,,,0.002621208
K2-303 c,Confirmed,17.515472,126.8867207,EPIC 206317286,11.2837463,5448.139313,317.2,,,0.002621208
K2-309 Ab,Confirmed,24.14041,0.1716,K2-309 A,10.1,4970,108.5,,,0.007798301
K2-309 Ac,Confirmed,8.24872,0.0839,K2-309 A,10.1,4970,108.5,,,0.007798301
K2-309 Ad,Confirmed,12.40214,0.1101,K2-309 A,10.1,4970,108.5,,,0.007798301
K2-309 Ae,Confirmed,46.768131,0.2667,K2-309 A,10.1,4970,108.5,,,0.007798301
K2-310 b,Confirmed,13.603,0.098,K2-310,14.8,4581,336.25,,,0.000102802
K2-310 c,Confirmed,65.55,0.28,K2-310,14.8,4581,336.25,,,0.000102802
K2-314 b,Confirmed,3.5951,0.047,EPIC 249893012,11.4,5430,324.7,,,0.002355049
K2-314 c,Confirmed,15.624,0.13,EPIC 249893012,11.4,5430,324.7,,,0.002355049
K2-314 d,Confirmed,35.747,0.22,EPIC 249893012,11.4,5430,324.7,,,0.002355049
K2-316 b,Confirmed,1.133,0.0147,K2-316,11.2837463,3436,112.84,,,0.002621208
K2-316 c,Confirmed,5.26,0.0582,K2-316,11.2837463,3436,112.84,,,0.002621208
K2-32 Ab,Confirmed,8.991828,0.08035,K2-32 A,12.31,5315,158.39,,,0.001018591
K2-32 Ac,Confirmed,20.66186,0.1399,K2-32 A,12.31,5315,158.39,,,0.001018591
K2-32 Ad,Confirmed,31.7142,0.1862,K2-32 A,12.31,5315,158.39,,,0.001018591
K2-32 Ae,Confirmed,4.34882,0.04951,K2-32 A,12.31,5315,158.39,,,0.001018591
K2-331 b,Confirmed,9.398977,0.09,K2-331,11.3,5994,211.43,,,0.00258226
K2-331 c,Confirmed,22.996591,0.163447,K2-331,11.3,5994,211.43,,,0.00258226
K2-343 b,Confirmed,2.787174,0.03057,K2-343,16.01,3804,166.169,,,3.37E-05
K2-343 c,Confirmed,7.676972,0.06,K2-343,16.01,3804,166.169,,,3.37E-05
K2-348 b,Confirmed,4.688418,0.05154,K2-348,12.56,5077,201.856,,,0.000809096
K2-348 c,Confirmed,12.550171,0.09937,K2-348,12.56,5077,201.856,,,0.000809096
K2-350 b,Confirmed,4.163873,0.0503,K2-350,13.46,5789,489.368,,,0.000353183
K2-350 c,Confirmed,19.991944,0.1432,K2-350,13.46,5789,489.368,,,0.000353183
K2-352 b,Confirmed,8.23,126.8867207,K2-352,11,5448.139313,680.241723,,,0.003404082
K2-352 c,Confirmed,14.87,126.8867207,K2-352,11,5448.139313,680.241723,,,0.003404082
K2-352 d,Confirmed,3.665912,126.8867207,K2-352,11,5448.139313,680.241723,,,0.003404082
K2-35 b,Confirmed,2.399964,0.031,K2-35,11.2837463,4402.71,254.43,,,0.002621208
K2-35 c,Confirmed,5.608352,0.055,K2-35,11.2837463,4402.71,254.43,,,0.002621208
K2-361 b,Confirmed,0.578657,0.013596,K2-361,14,5627,561.929,,,0.000214783
K2-361 c,Confirmed,11.811437,0.1015,K2-361,14,5627,561.929,,,0.000214783
K2-368 b,Confirmed,5.02629,0.052109,K2-368,13.6,4663,206.608,,,0.000310456
K2-368 c,Confirmed,20.2009,0.131675,K2-368,13.6,4663,206.608,,,0.000310456
K2-368 d,Confirmed,9.65869,0.080477,K2-368,13.6,4663,206.608,,,0.000310456
K2-36 Bb,Confirmed,1.422614,0.0223,K2-36 B,11.8,4772.39,109.749,,,0.001629296
K2-36 Bc,Confirmed,5.3410507,0.054,K2-36 B,11.8,4772.39,109.749,,,0.001629296
K2-374 b,Confirmed,4.521953,0.0494,K2-374,12.8,5786,359.439,,,0.000648634
K2-374 c,Confirmed,16.43445,0.117,K2-374,12.8,5786,359.439,,,0.000648634
K2-37 b,Confirmed,4.44117,0.0511,K2-37,12.52,5413,180.86,,,0.00083946
K2-37 c,Confirmed,6.42904,0.0654,K2-37,12.52,5413,180.86,,,0.00083946
K2-37 d,Confirmed,14.09189,0.1103,K2-37,12.52,5413,180.86,,,0.00083946
K2-381 b,Confirmed,16.0343,0.11306,K2-381,13,4473,145.701,,,0.000539511
K2-381 c,Confirmed,7.9388,0.07,K2-381,13,4473,145.701,,,0.000539511
K2-381 d,Confirmed,26.8054,0.159237,K2-381,13,4473,145.701,,,0.000539511
K2-384 b,Confirmed,2.231527,126.8867207,K2-384,11.2837463,3623,82.6603,,,0.002621208
K2-384 c,Confirmed,4.194766,126.8867207,K2-384,11.2837463,3623,82.6603,,,0.002621208
K2-384 d,Confirmed,6.679582,126.8867207,K2-384,11.2837463,3623,82.6603,,,0.002621208
K2-384  e,Confirmed,9.715043,126.8867207,K2-384,11.2837463,3623,82.6603,,,0.002621208
K2-384 f,Confirmed,13.62749,126.8867207,K2-384,11.2837463,3623,82.6603,,,0.002621208
K2-389 b,Confirmed,8.584043,0.0762,K2-389,11.71,5782,259.208,,,0.001770109
K2-389 c,Confirmed,20.851337,0.1378,K2-389,11.71,5782,259.208,,,0.001770109
K2-38 b,Confirmed,4.01593,0.04994,K2-38,11.4,5705,192.69,,,0.002355049
K2-38 c,Confirmed,10.56103,0.0964,K2-38,11.4,5705,192.69,,,0.002355049
K2-395 b,Confirmed,4.803352,0.0548,K2-395,14.67,5007,286.727,,,0.000115878
K2-395 c,Confirmed,8.491282,0.0801,K2-395,14.67,5007,286.727,,,0.000115878
K2-396 b,Confirmed,0.673862,0.0148,K2-396,13.24,5236,274.864,,,0.000432514
K2-396 c,Confirmed,25.76051,0.1681,K2-396,13.24,5236,274.864,,,0.000432514
K2-398 b,Confirmed,6.393025,0.0664,K2-398,13.15,5946,606.992,,,0.000469894
K2-398 c,Confirmed,18.787839,0.1362,K2-398,13.15,5946,606.992,,,0.000469894
K2-3 b,Confirmed,10.054626,0.0775,K2-3,12.17,3896,45,,,0.001158777
K2-3 c,Confirmed,24.646582,0.1405,K2-3,12.17,3896,45,,,0.001158777
K2-3 d,Confirmed,44.55646,0.2086,K2-3,12.17,3896,45,,,0.001158777
K2-407 b,Confirmed,4.941907,0.05445,K2-407,12.19,5563,218.376,,,0.001137627
K2-407 c,Confirmed,9.22453,0.08267,K2-407,12.19,5563,218.376,,,0.001137627
K2-413 b,Confirmed,0.8094,0.0117,K2-413,11.2837463,4116,292.52,,,0.002621208
K2-413 c,Confirmed,5.3301,0.0426,K2-413,11.2837463,4116,292.52,,,0.002621208
K2-414 b,Confirmed,4.3696,0.0487,K2-414,14.3,4343,260.036,,,0.00016293
K2-414 c,Confirmed,6.669,0.0552,K2-414,14.3,4343,260.036,,,0.00016293
K2-43 b,Confirmed,3.471149,0.0201,K2-43,15.6,3840.6,183.48,,,4.92E-05
K2-43 c,Confirmed,2.198884,0.0148,K2-43,15.6,3840.6,183.48,,,4.92E-05
K2-58 b,Confirmed,7.05254,0.0692,K2-58,11.2837463,5413,182.69,,,0.002621208
K2-58 c,Confirmed,2.53726,0.035,K2-58,11.2837463,5413,182.69,,,0.002621208
K2-58 d,Confirmed,22.8827,0.1517,K2-58,11.2837463,5413,182.69,,,0.002621208
K2-59 b,Confirmed,20.6921,0.1354,K2-59,11.2837463,5055,314.09,,,0.002621208
K2-59 c,Confirmed,11.2954,0.0905,K2-59,11.2837463,5055,314.09,,,0.002621208
K2-5 b,Confirmed,5.73594,0.0532,K2-5,14.91,4066,202.943,,,9.29E-05
K2-5 c,Confirmed,10.93241,0.0818,K2-5,14.91,4066,202.943,,,9.29E-05
K2-62 b,Confirmed,6.67202,0.0636,K2-62,11.2837463,4880,112.83,,,0.002621208
K2-62 c,Confirmed,16.1966,0.1148,K2-62,11.2837463,4880,112.83,,,0.002621208
K2-63 b,Confirmed,20.257,0.1627,K2-63,11.2837463,6771,524.41,,,0.002621208
K2-63 c,Confirmed,25.4556,0.189,K2-63,11.2837463,6771,524.41,,,0.002621208
K2-72 b,Confirmed,5.577212,0.04,K2-72,11.2837463,3360.47,66.56,,,0.002621208
K2-72 c,Confirmed,15.189034,0.078,K2-72,11.2837463,3360.47,66.56,,,0.002621208
K2-72 d,Confirmed,7.760178,0.05,K2-72,11.2837463,3360.47,66.56,,,0.002621208
K2-72 e,Confirmed,24.158868,0.106,K2-72,11.2837463,3360.47,66.56,,,0.002621208
K2-75 b,Confirmed,7.8142,0.081,K2-75,11.2837463,5995,570.86,,,0.002621208
K2-75 c,Confirmed,18.311,0.1429,K2-75,11.2837463,5995,570.86,,,0.002621208
K2-80 b,Confirmed,19.0918,0.135,K2-80,11.2837463,5441,201.96,,,0.002621208
K2-80 c,Confirmed,5.605,0.0596,K2-80,11.2837463,5441,201.96,,,0.002621208
K2-80 d,Confirmed,28.867253,126.8867207,K2-80,11.2837463,5441,201.96,,,0.002621208
K2-83 b,Confirmed,2.74697,0.03014,K2-83,11.2837463,3910,125.98,,,0.002621208
K2-83 c,Confirmed,9.99767,0.07131,K2-83,11.2837463,3910,125.98,,,0.002621208
K2-84 b,Confirmed,6.4215,0.0665,K2-84,11.2837463,5652,287.23,,,0.002621208
K2-84 c,Confirmed,27.86,0.1768,K2-84,11.2837463,5652,287.23,,,0.002621208
K2-8 b,Confirmed,10.35239,0.0856,K2-8,14.384,4846,407.93,,,0.0001508
K2-8 c,Confirmed,5.06416,0.0532,K2-8,14.384,4846,407.93,,,0.0001508
K2-90 b,Confirmed,13.733314,0.096,K2-90,11.2837463,4484,134.9,,,0.002621208
K2-90 c,Confirmed,2.900706,0.035,K2-90,11.2837463,4484,134.9,,,0.002621208
Kepler-1001 b,Confirmed,14.30511983,126.8867207,Kepler-1001,11.2837463,5491,1009,,,0.002621208
Kepler-1001 c,Confirmed,9.18186,126.8867207,Kepler-1001,11.2837463,5491,1009,,,0.002621208
Kepler-100 b,Confirmed,6.88705,126.8867207,Kepler-100,11.2837463,5825,307.34,,,0.002621208
Kepler-100 c,Confirmed,12.8159,126.8867207,Kepler-100,11.2837463,5825,307.34,,,0.002621208
Kepler-100 d,Confirmed,35.3331,126.8867207,Kepler-100,11.2837463,5825,307.34,,,0.002621208
Kepler-100 e,Confirmed,60.89,0.31,Kepler-100,11.2837463,5825,307.34,,,0.002621208
Kepler-1016 b,Confirmed,1.95452434,126.8867207,Kepler-1016,11.2837463,5821,1239,,,0.002621208
Kepler-1016 c,Confirmed,105.6551369,126.8867207,Kepler-1016,11.2837463,5821,1239,,,0.002621208
Kepler-101 b,Confirmed,3.4876812,0.0474,Kepler-101,11.2837463,5667,953.44,,,0.002621208
Kepler-101 c,Confirmed,6.02976,0.0684,Kepler-101,11.2837463,5667,953.44,,,0.002621208
Kepler-102 b,Confirmed,5.28696,0.055,Kepler-102,11.492,4909,108.13,,,0.002163715
Kepler-102 c,Confirmed,7.07142,0.067,Kepler-102,11.492,4909,108.13,,,0.002163715
Kepler-102 d,Confirmed,10.3117,126.8867207,Kepler-102,11.492,4909,108.13,,,0.002163715
Kepler-102 e,Confirmed,16.1457,0.117,Kepler-102,11.492,4909,108.13,,,0.002163715
Kepler-102 f,Confirmed,27.4536,0.165,Kepler-102,11.492,4909,108.13,,,0.002163715
Kepler-1047 b,Confirmed,56.1886887,126.8867207,Kepler-1047,11.2837463,5754,566,,,0.002621208
Kepler-1047 c,Confirmed,3.18897601,126.8867207,Kepler-1047,11.2837463,5754,566,,,0.002621208
Kepler-104 Ab,Confirmed,11.427548,0.09286,Kepler-104 A,11.2837463,5921,400.785,,,0.002621208
Kepler-104 Ac,Confirmed,23.668205,0.15088,Kepler-104 A,11.2837463,5921,400.785,,,0.002621208
Kepler-104 Ad,Confirmed,51.755394,0.2542,Kepler-104 A,11.2837463,5921,400.785,,,0.002621208
Kepler-1050 b,Confirmed,15.3787546,126.8867207,Kepler-1050,11.2837463,6010,555,,,0.002621208
Kepler-1050 c,Confirmed,21.1284569,126.8867207,Kepler-1050,11.2837463,6010,555,,,0.002621208
Kepler-105 b,Confirmed,5.4122,0.066,Kepler-105,11.2837463,5827,465.33,,,0.002621208
Kepler-105 c,Confirmed,7.1262,0.072,Kepler-105,11.2837463,5827,465.33,,,0.002621208
Kepler-1065 b,Confirmed,3.60930891,126.8867207,Kepler-1065,11.2837463,5635,1078,,,0.002621208
Kepler-1065 c,Confirmed,2.37030743,126.8867207,Kepler-1065,11.2837463,5635,1078,,,0.002621208
