planet_name,semi_major_axis,star_distance,star_temperature,mag_v,absolute_magnitude,luminosity
Kepler-1040 Ab,0.6559,482.119,5694.0,13.61,5.194228764566306,0.7150040374706278
Kepler-1058 Ab,0.3679,525.0,4644.0,15.87,7.269203482970214,0.10575930953880948
Kepler-1063 Ab,0.1176,365.0,5945.0,13.04,5.228535677717627,0.6927646663817765
Kepler-1067 c,0.0601,667.693,5461.0,14.395,5.272115884126201,0.6655085607016799
Kepler-1073 d,0.0352,809.897,5774.0,14.749,5.206851048668295,0.7067398508823094
Kepler-1079 Ab,0.1092,481.0,5758.0,12.74,4.329274618130841,1.5859524156031433
Kepler-1086 Bb,0.1198,466.084,4484.48,16.0,7.657679027613179,0.07394833312098609
Kepler-1086 Bc,0.503,466.084,4484.48,16.0,7.657679027613179,0.07394833312098609
Kepler-1087 Ab,0.0148,362.623,5267.04,12.97,5.172723267387061,0.7293075223226084
Kepler-108 Bb,0.2829,689.95,5626.0,12.66,3.465911905088351,3.512652904173465
Kepler-108 Bc,0.6972,689.95,5626.0,12.66,3.465911905088351,3.512652904173465
Kepler-1090 c,0.2274,858.77,5217.0,15.31,5.640615677385439,0.4739731379151584
Kepler-10 b,0.0172,186.5,5708.0,11.16,4.8066058192764665,1.021780646069391
Kepler-10 c,0.241,186.5,5708.0,11.16,4.8066058192764665,1.021780646069391
Kepler-10 d,0.538,186.5,5708.0,11.16,4.8066058192764665,1.021780646069391
Kepler-1130 Ab,0.0596,249.343,5327.0,12.611,5.627014097806516,0.4799481929755439
Kepler-1130 Ac,0.04235,249.343,5327.0,12.611,5.627014097806516,0.4799481929755439
Kepler-1130 Ad,0.05065,249.343,5327.0,12.611,5.627014097806516,0.4799481929755439
Kepler-114 b,0.053,261.49,4605.0,13.7,6.612724574669198,0.1936021474077535
Kepler-114 c,0.07,261.49,4605.0,13.7,6.612724574669198,0.1936021474077535
Kepler-114 d,0.09,261.49,4605.0,13.7,6.612724574669198,0.1936021474077535
Kepler-1150 Bb,0.0382,358.518,4604.0,14.75,6.977445174814509,0.13836362451125891
Kepler-1165 c,0.1969,1575.2,6019.0,14.521,3.5343214843496913,3.2981576153254144
Kepler-1197 Ab,0.0283,486.94,4552.0,15.35,6.912622742943681,0.14687602242844536
Kepler-11 b,0.091,658.59,5663.0,13.7,4.606924339406543,1.2280901956780552
Kepler-11 c,0.107,658.59,5663.0,13.7,4.606924339406543,1.2280901956780552
Kepler-11 d,0.155,658.59,5663.0,13.7,4.606924339406543,1.2280901956780552
Kepler-11 e,0.195,658.59,5663.0,13.7,4.606924339406543,1.2280901956780552
Kepler-11 f,0.25,658.59,5663.0,13.7,4.606924339406543,1.2280901956780552
Kepler-11 g,0.466,658.59,5663.0,13.7,4.606924339406543,1.2280901956780552
Kepler-1229 Ab,0.3006,265.482,3774.0,16.1,8.979824596371687,0.021881150913239823
Kepler-1248 Ab,0.0806,593.026,6149.0,12.87,4.004631327369275,2.138688179266588
Kepler-12 b,0.0553,904.4,5947.0,13.4,3.61819723163339,3.0529599518733055
Kepler-1311 d,0.6711,866.331,5719.0,13.475,3.7865807246224286,2.614373965953434
Kepler-1312 c,0.0209,299.104,5602.86,12.491,5.111888894951873,0.7713374930973369
Kepler-1322 c,0.0652,1350.32,5425.0,15.876,5.22381649913315,0.6957823381431832
Kepler-132 Ab,0.0643,296.24,5931.0,11.92,4.561781504793068,1.2802282258608642
Kepler-132 Ac,0.0659,296.24,5931.0,11.92,4.561781504793068,1.2802282258608642
Kepler-132 Ad,0.1312,296.24,5931.0,11.92,4.561781504793068,1.2802282258608642
Kepler-132 Ae,0.4393,296.24,5931.0,11.92,4.561781504793068,1.2802282258608642
Kepler-1341 Ab,0.4498,476.957,4511.0,15.35,6.957603864804698,0.1409153988047097
Kepler-1364 Ab,0.1284,1427.01,6995.0,13.21,2.4378649174344673,9.054282340749388
Kepler-136 Ab,0.1062,420.818,6187.46,11.82,3.69952846008095,2.832621948629159
Kepler-136 Ac,0.134,420.818,6187.46,11.82,3.69952846008095,2.832621948629159
Kepler-13 Ab,0.03641,415.0,7650.0,10.0,1.9097595164395376,14.726386462656448
Kepler-1445 Ab,0.0948,506.357,6173.11,12.4,3.877715909262635,2.4038847164872523
Kepler-1468 d,0.1456,1899.24,5774.53,15.111,3.718100757963793,2.7845799825753472
Kepler-1480 Ab,0.1525,500.892,4986.94,14.7,6.2012795229618956,0.28280572104522295
Kepler-1488 c,0.0658,905.825,5757.09,13.146,3.360778486645639,3.8698007579494353
Kepler-1513 Ab,0.5416,349.247,5491.0,13.07,5.3543365787395025,0.616971877231755
Kepler-1513 Ac,1.711,349.247,5491.0,13.07,5.3543365787395025,0.616971877231755
Kepler-1520 b,0.013,636.0,4677.0,16.0,6.982714421757931,0.13769375110129595
Kepler-152 b,0.124,441.09,5050.0,14.41,6.187363940240228,0.2864536918777918
Kepler-152 c,0.356,441.09,5050.0,14.41,6.187363940240228,0.2864536918777918
Kepler-1530 d,0.0865,489.876,5338.57,14.22,5.769569184866592,0.42089360390128916
Kepler-15 b,0.05714,755.38,5515.0,13.8,4.409172590292165,1.473434938942243
Kepler-161 b,0.054,434.632,4992.0,14.4,6.209391508441415,0.28070063598787287
Kepler-161 c,0.068,434.632,4992.0,14.4,6.209391508441415,0.28070063598787287
Kepler-162 b,0.069,855.641,5743.0,14.35,4.6885420669311255,1.139155924649273
Kepler-162 c,0.137,855.641,5743.0,14.35,4.6885420669311255,1.139155924649273
Kepler-163 b,0.078,689.814,5410.9,14.46,5.266339978655498,0.6690583706033781
Kepler-163 c,0.152,689.814,5410.9,14.46,5.266339978655498,0.6690583706033781
Kepler-1647 (AB)b,2.7205,1212.45,6210.0,13.78,3.3616808107288385,3.8665860140416
Kepler-1651 Ab,0.0619,66.4074,3759.27,13.86,9.748917615200702,0.010775388911480612
Kepler-1652 b,0.1654,252.0,3638.0,10.22,3.2129972960922792,4.434055058851671
Kepler-1655 b,0.103,214.58,6148.0,11.05,4.392053795224317,1.4968506901133134
Kepler-1656 b,0.1974,186.88,5731.0,11.6,5.242185872838473,0.6841095464624731
Kepler-1656 c,3.053,186.88,5731.0,11.6,5.242185872838473,0.6841095464624731
Kepler-1658 b,0.0544,806.07,6216.0,11.0,1.46813620974822,22.117982805272558
Kepler-165 b,0.072,560.885,5155.0,15.05,6.305630871839892,0.2568902676722726
Kepler-165 c,0.11,560.885,5155.0,15.05,6.305630871839892,0.2568902676722726
Kepler-1660 (AB)b,1.0,1188.54,6305.24,13.59,3.214930988118418,4.426165051880298
Kepler-1665 Ab,0.1006,338.8,5049.84,13.81,6.160282991706653,0.29368840680625485
Kepler-1669 b,0.0729,543.444,4303.0,16.473,7.797226008983319,0.06502937745579357
Kepler-1669 c,0.0223,543.444,4303.0,16.473,7.797226008983319,0.06502937745579357
Kepler-1669 d,0.0468,543.444,4303.0,16.473,7.797226008983319,0.06502937745579357
Kepler-167 Ab,0.04825,330.0,4884.0,14.28,6.687430300610561,0.18072901421995055
Kepler-167 Ac,0.0684,330.0,4884.0,14.28,6.687430300610561,0.18072901421995055
Kepler-167 Ad,0.1404,330.0,4884.0,14.28,6.687430300610561,0.18072901421995055
Kepler-167 Ae,1.883,330.0,4884.0,14.28,6.687430300610561,0.18072901421995055
Kepler-1708 b,1.64,1667.0,6157.0,16.0,4.890322000859975,0.9459565738700236
Kepler-1709 b,0.3192,273.946,5789.91,11.64,4.451675182490767,1.4168697459013355
Kepler-1710 b,0.1157,305.193,5572.0,12.729,5.306127158570007,0.6449842899967585
Kepler-1711 Ab,0.1463,590.268,5745.26,13.317,4.4617538020044964,1.4037781529826168
Kepler-1713 b,0.1469,295.293,6334.8,10.982,3.6307342399021003,3.0179101384266986
Kepler-1714 b,0.1047,409.46,6088.22,11.02,2.9589425895150043,5.603030211593993
Kepler-1715 b,0.2178,522.605,6033.33,12.456,3.865132197478772,2.4319078858878305
Kepler-1716 b,0.1916,195.439,4813.46,13.24,6.784943840887205,0.16520472472615724
Kepler-1721 b,0.0519,641.374,5168.0,15.07,6.034443247337212,0.3297787754760103
Kepler-1731 b,0.1401,169.948,4923.57,12.742,6.590419709805158,0.19762055565510414
Kepler-1732 b,0.2015,1289.41,5838.73,14.884,4.332044829737416,1.5819110805965302
Kepler-1733 b,0.0933,2080.51,6276.71,15.612,4.021150962118012,2.106394029720759
Kepler-1734 b,0.0714,1482.83,5910.67,15.598,4.742543180441061,1.0838838063940373
Kepler-1735 b,0.0621,245.303,3888.0,15.896,8.947485702191091,0.02254268897902585
Kepler-1736 b,0.2188,1430.0,5804.06,14.808,4.03131981267469,2.086757941378605
Kepler-1737 b,0.297,782.17,5043.0,15.498,6.03149422678465,0.3306757211053887
Kepler-1738 b,0.0781,1302.87,5703.0,15.649,5.0744945795308976,0.7983662478158156
Kepler-1739 b,0.0697,783.666,5703.0,14.782,5.311344975249952,0.6418920692622591
Kepler-1740 b,0.0779,1061.77,5714.58,15.454,5.323847748423727,0.6345427707617085
Kepler-1741 b,0.0296,270.739,3842.11,16.154,8.99124589763783,0.02165218060385284
Kepler-1743 b,0.0822,538.807,5624.37,12.06,3.402833853520079,3.7227721696229805
Kepler-1744 b,0.2093,1091.63,5623.54,15.566,5.375622688135351,0.6049938010271407
Kepler-1745 b,0.0408,996.105,5572.72,14.854,4.862474399663103,0.9705328509578762
Kepler-1746 b,0.9453,979.541,6270.99,13.572,3.6168869065590634,3.0566466529899614
Kepler-1747 b,0.066,1321.38,5174.0,16.196,5.590861354126213,0.49619851288384376
Kepler-1748 b,0.0615,1083.28,5376.0,16.0,5.826296374592577,0.3994674986571087
Kepler-1749 b,0.0956,268.2,4238.82,14.95,7.8077061324220995,0.06440469783829157
Kepler-1750 b,0.6785,1497.33,5474.0,15.702,4.82541236974477,1.004234303050338
Kepler-1751,0.0712,1291.47,5732.0,15.455,4.899578388745544,0.9379261501225467
Kepler-1754 b,0.0718,718.945,4553.0,16.0,6.716521661507981,0.17595083630203032
Kepler-1755 b,0.1668,982.383,6229.0,14.544,4.582595807714828,1.2559191337798448
Kepler-1757 b,0.1335,807.308,5146.0,15.817,6.281803719320555,0.2625901989764274
Kepler-1758 b,0.0919,1588.41,5995.0,15.119,4.1141869372678315,1.9334156296661327
Kepler-1759 b,0.0429,385.348,4878.0,14.532,6.60273445354969,0.19539174818628757
Kepler-1760 b,0.2084,588.95,5229.0,14.57,5.719607869407659,0.4407140055146905
Kepler-1761 b,0.0413,221.186,3802.0,15.619,8.895211826148715,0.023654581537236687
Kepler-1762 b,0.204,1663.74,6198.0,15.239,4.133572709300456,1.8992009387640314
Kepler-1763 b,0.0257,756.486,5969.97,13.364,3.9699955244498923,2.208013834729007
Kepler-1765 b,0.0917,764.456,5665.0,15.04,5.623237531684223,0.48162052561473395
Kepler-1766 b,0.4229,501.229,5788.86,12.96,4.459819048169745,1.4062818794684635
Kepler-1767 b,0.2873,820.506,5172.78,16.206,6.635591193972392,0.18956734274310183
Kepler-1768 b,0.1286,632.766,6264.0,13.565,4.558784322718491,1.2837671868794847
Kepler-1769 b,0.3987,438.412,6173.0,12.487,4.277587835318501,1.663278086864311
Kepler-1770 b,0.1261,582.942,5520.0,14.418,5.589873266796751,0.4966502898670847
Kepler-1771 b,0.3815,565.752,5661.0,13.802,5.0388695104417,0.8249966704699428
Kepler-1772 b,0.0418,871.564,5582.0,13.546,3.8445035830664835,2.478555035836314
Kepler-1773 b,0.2489,681.255,6136.0,13.085,3.9184514862228124,2.315364688002461
Kepler-1774 b,0.3096,816.592,5942.35,14.02,4.45997439547237,1.4060806828355252
Kepler-1775 b,0.3986,657.023,5910.19,13.429,4.3410971354716725,1.5687767555983372
Kepler-1776 b,0.2142,690.336,5961.17,13.68,4.484697391035576,1.374424991961568
Kepler-1777 b,0.1031,619.146,5600.06,14.101,5.142034642477679,0.7502156904677603
Kepler-1778 b,0.0956,1276.29,5875.0,15.231,4.701253167690494,1.1258971840279586
Kepler-1779 b,0.1264,908.501,5714.0,15.132,5.340372951607787,0.6249579821311838
Kepler-1780 b,0.4276,790.516,5385.22,14.907,5.417446677732933,0.5821318065066108
Kepler-1781 b,0.0574,962.63,5190.0,15.713,5.79570303912212,0.41088357839577366
Kepler-1782 b,0.0582,305.792,4867.0,13.875,6.447869403011268,0.22534723766119658
Kepler-1783 b,0.077,264.078,5111.02,13.309,6.200338889016052,0.28305083760849276
Kepler-1784 b,0.1072,883.045,5475.0,15.423,5.693085820992595,0.45161220625804754
Kepler-1785 b,0.1379,745.74,5734.0,14.245,4.882062807992002,0.9531799024901436
Kepler-1786 b,0.3659,863.909,5718.47,14.088,4.405660007971534,1.478209526488283
Kepler-1787 b,0.227,778.602,5808.0,14.564,5.107422425206879,0.7745171343196351
Kepler-1788 b,0.0343,560.445,4670.0,15.484,6.741335005162329,0.17197526919753975
Kepler-1789 b,0.3543,611.461,5495.0,14.449,5.517156188845211,0.5310525816618551
Kepler-1791 b,0.0761,602.218,5887.0,13.563,4.664231338903367,1.1649504794107735
Kepler-1792 b,0.0488,601.029,4985.0,15.566,6.671522862647507,0.18339642050412513
Kepler-1793 b,0.0787,1189.88,5300.76,15.949,5.571484176086377,0.5051336838626435
Kepler-1794 c,0.0821,561.229,4940.0,15.497,6.7512994803194655,0.1704041659155898
Kepler-1795 b,0.1002,520.76,4500.0,16.188,7.604811908359357,0.07763816043990343
Kepler-1796 b,0.1879,825.883,6103.0,14.493,4.908407366627056,0.9303300592015262
Kepler-1797 b,0.1637,1338.49,5709.57,15.421,4.7879243456241,1.0395138062126341
Kepler-1798 b,0.1082,395.196,3972.0,16.391,8.406937298998956,0.0370872883075813
Kepler-1799 b,0.1028,2254.69,5540.0,15.99,4.224565806722284,1.7465204586685208
Kepler-17 b,0.02591,800.0,5781.0,14.0,4.484550065040281,1.3746115034435429
Kepler-1800 b,0.0592,350.455,5211.68,13.194,5.470838697421744,0.5541974472910978
Kepler-1801 b,0.0915,839.332,5455.0,15.28,5.6603310942611476,0.4654441351163416
Kepler-1801 c,0.4572,839.332,5455.0,15.28,5.6603310942611476,0.4654441351163416
Kepler-1802 Bb,0.0653,427.78,4245.0,15.905,7.748897619307266,0.06798935987489801
Kepler-1802 Bc,0.1723,427.78,4245.0,15.905,7.748897619307266,0.06798935987489801
Kepler-1804 b,0.1017,434.456,4869.0,14.679,6.489271003151501,0.21691600570914216
Kepler-1805 b,0.0699,221.639,3796.0,15.536,8.807769089877524,0.025638485311484445
Kepler-1806 b,0.0813,978.066,5078.0,16.173,6.221159189923556,0.2776747081218251
Kepler-1807 b,0.0988,1299.32,6363.16,14.127,3.558419382743672,3.2257614455748977
Kepler-1808 b,0.1467,1022.01,5491.0,15.424,5.376724273826628,0.6043802868648145
Kepler-1809 b,0.0435,409.602,4922.21,14.271,6.20918965729439,0.2807528263931296
Kepler-1810 b,0.4137,1009.87,5453.7,15.4,5.378672645524476,0.6032966889346576
Kepler-1811 b,0.3462,1390.56,5733.0,15.327,4.6110513371032535,1.2234309562047738
Kepler-1812 b,0.0765,1409.19,6317.0,15.631,4.886152236765032,0.949596500123945
Kepler-1813 Ab,0.0364,809.32,5167.0,15.682,6.14139863572219,0.29884125095877573
Kepler-1814 b,0.0371,726.346,4761.0,15.814,6.508282253972329,0.21315086450355147
Kepler-1814 c,0.0133,726.346,4761.0,15.814,6.508282253972329,0.21315086450355147
Kepler-1815 b,0.0984,1006.63,5730.0,15.621,5.606650653618946,0.4890347703646979
Kepler-1816 b,0.3648,437.823,4906.0,14.734,6.527507137655981,0.20940986891503824
Kepler-1817 b,0.2348,748.569,5318.0,15.346,5.974840810017316,0.34838839178583364
Kepler-1818 b,0.055,1034.59,5908.0,14.514,4.4401586182573745,1.431978682196143
Kepler-1819 b,0.1337,1363.19,5670.0,15.489,4.816218042173658,1.0127745586311294
Kepler-181 Ab,0.0391,609.283,5153.84,14.85,5.925904696191951,0.36445014010787763
Kepler-181 Ac,0.0482,609.283,5153.84,14.85,5.925904696191951,0.36445014010787763
Kepler-1820 b,0.1964,1425.39,5563.0,15.759,4.989331461875391,0.8635100873033338
Kepler-1821 b,0.1244,799.699,5524.03,14.795,5.280367235274154,0.6604700153634964
Kepler-1822 b,0.1416,897.597,5329.0,15.8,6.0345930380466495,0.32973328156214937
Kepler-1823 b,0.1528,724.971,6198.0,13.477,4.175396827778636,1.8274321824256436
Kepler-1824 b,0.4267,1040.1,6319.0,14.976,4.890624518119704,0.9456930399419253
Kepler-1825 b,0.0187,430.254,5021.85,14.605,6.436375417089723,0.22774551500552542
Kepler-1826 b,0.0213,336.952,3890.0,16.83,9.192159807510718,0.01799434641616477
Kepler-1827 b,0.0455,686.461,5387.0,13.228,4.044920656782313,2.0607805050815386
Kepler-1828 b,0.0924,871.81,5528.0,14.985,5.28289076881517,0.6589366937467083
Kepler-1829 b,0.0559,679.921,5055.0,15.218,6.055707725124622,0.32338279471850795
Kepler-1830 b,0.3259,1056.88,6273.82,13.605,3.4848716022346267,3.4518455800353114
Kepler-1831 b,0.0655,1053.49,5774.0,15.158,5.044847912360236,0.8204664654943215
Kepler-1832 b,0.037,486.174,5278.15,14.577,6.1430413520876055,0.29838944671316786
Kepler-1833 b,0.0771,591.602,6100.88,12.645,3.784851832372551,2.6185403293011795
Kepler-1834 b,0.0496,500.395,4798.0,15.18,6.683435192367689,0.18139525525309816
Kepler-1834 c,0.015,500.395,4798.0,15.18,6.683435192367689,0.18139525525309816
Kepler-1835 b,0.0997,1404.38,5672.0,15.615,4.87757682009882,0.9571263484524483
Kepler-1836 b,0.0602,1472.62,5762.0,15.558,4.717546527816701,1.109127284032902
Kepler-1837 b,0.065,1229.18,5619.0,15.48,5.031922573840021,0.8302922237197371
Kepler-1838 b,0.1096,451.242,6031.59,12.013,3.740952422790466,2.7265849354885194
Kepler-1839 b,0.0583,1136.6,5633.0,14.935,4.656961741456442,1.1727766306749583
Kepler-1840 b,0.4644,513.107,4679.82,15.192,6.640960302472088,0.18863222132637575
Kepler-1841 b,0.1606,631.7,5315.0,14.855,5.852445615528161,0.3899615193402168
Kepler-1842 b,0.116,923.551,5578.0,14.746,4.918695585542016,0.9215560737267241
Kepler-1843 b,0.171,784.625,5281.7,13.086,3.6126892917061646,3.068486969141483
Kepler-1844 b,0.0478,1804.36,5633.0,15.995,4.713384045678739,1.1133876039665245
Kepler-1845 b,0.0885,710.724,4836.97,16.117,6.858495094438499,0.15438388381648938
Kepler-1846 b,0.1089,374.615,4895.16,14.412,6.54407418489995,0.20623877766382256
Kepler-1847 b,0.0989,1693.86,5892.0,16.027,4.882612437972405,0.9526974983244266
Kepler-1848 b,0.0563,309.696,4772.0,13.887,6.432322019537445,0.22859735033017842
Kepler-1849 b,0.2597,631.884,4687.0,15.997,6.993813206561008,0.13629336601781614
Kepler-1850 b,0.0206,250.199,4337.0,14.44,7.448572152176817,0.08965430311664734
Kepler-1851 b,0.1016,1589.81,5629.0,15.699,4.692273878027153,1.1352472244900405
Kepler-1852 b,0.0762,772.481,4941.0,15.726,6.2865609685553405,0.2614421537561667
Kepler-1853 b,0.2395,562.348,4765.0,15.229,6.4789742254777885,0.21898295393097664
Kepler-1854 b,0.2119,423.348,5026.0,14.381,6.247512438006755,0.27101605845806465
Kepler-1855 Ab,0.0115,123.11,3479.0,16.556,11.10453334344945,0.003091623947265372
Kepler-1856 b,0.0215,848.76,4864.0,15.621,5.97707547934964,0.3476720739453262
Kepler-1857 b,0.0807,853.275,6147.0,14.36,4.704554892609689,1.1224785302287745
Kepler-1858 b,0.3575,833.055,5058.9,15.959,6.355631623170266,0.24532813128074882
Kepler-1859 b,0.0394,1331.25,5845.23,15.178,4.5567018960859365,1.2862317969133952
Kepler-1859 c,0.0473,1331.25,5845.23,15.178,4.5567018960859365,1.2862317969133952
Kepler-1860 b,0.1021,438.703,5491.41,13.569,5.358146978659219,0.6148104045509986
Kepler-1861 b,0.2408,829.985,5783.31,13.709,4.1136487819515235,1.9343741827650278
Kepler-1862 b,0.1199,1232.19,5391.0,15.847,5.393611600511463,0.5950526036607791
Kepler-1863 b,0.2555,865.546,5828.35,13.64,3.9535492315755274,2.2417145330985764
Kepler-1864 b,0.0488,298.894,5758.53,12.123,4.7454140145166335,1.0810216559364136
Kepler-1865 b,0.0344,922.255,5147.0,15.468,5.643744907849122,0.47260905345052945
Kepler-1866 b,0.1047,976.737,5786.0,14.418,4.469111801799926,1.3942969561716188
Kepler-1867 b,0.0872,680.583,5603.03,13.549,4.384594515830786,1.5071698358557288
Kepler-1868 b,0.6266,274.18,4548.13,14.157,6.9668211395346,0.13972417184002858
Kepler-1869 b,0.0791,113.025,5770.0,10.276,5.010127421468342,0.8471279897812233
Kepler-1869 c,0.028,113.025,5770.0,10.276,5.010127421468342,0.8471279897812233
Kepler-1870 b,0.0453,407.216,5378.0,13.566,5.516875831951809,0.5311897268315057
Kepler-1871 b,0.0308,854.623,5318.1,14.82,5.161127117161913,0.7371385994302448
Kepler-1872 b,0.0465,840.182,4897.0,15.96,6.338133134963787,0.2493140455900393
Kepler-1873 b,0.0128,820.957,5154.0,15.88,6.308397948579307,0.256236397935761
Kepler-1874 Ab,0.2633,408.0,4701.0,15.31,7.2566991845506,0.10698436817546038
Kepler-1875 Ab,0.2039,1660.45,6100.0,15.201,4.0998709874132935,1.9590774470215429
Kepler-1876 b,0.0758,259.9,6104.0,10.9,3.825968602494937,2.521230539128691
Kepler-1877 Ab,0.0351,285.312,5459.59,12.36,5.08339980935947,0.791844813086662
Kepler-1878 Ab,0.0521,1494.3,5744.0,15.58,4.70781101773977,1.1191172575395578
Kepler-1879 b,0.0953,627.171,5854.91,12.82,3.8330701568409253,2.5047935557027645
Kepler-1880 b,0.054,611.041,4483.0,16.08,7.14964824112468,0.11807031001228394
Kepler-1881 Ab,0.5368,1057.21,5156.0,15.898,5.777193687953815,0.4179482631759253
Kepler-1882 Ab,0.1151,443.371,5579.42,12.516,4.28216358307944,1.6562830856596713
Kepler-1883 b,0.4438,1377.61,5667.0,15.64,4.944368566788571,0.9000208558156828
Kepler-1884 b,0.0845,1443.09,6031.0,15.43,4.6335329138862775,1.1983587035107452
Kepler-1885 b,0.036,818.482,5280.0,14.85,5.284954335607374,0.6576854980128769
Kepler-1886 Ab,0.16,1059.51,5581.0,15.627,5.501474699606311,0.5387783304339712
Kepler-1887 b,0.1421,1366.18,5443.0,15.95,5.272460383738375,0.6652974310818915
Kepler-1888 Ab,0.0956,402.947,5426.1,12.1,4.073760366332149,2.006761929876041
Kepler-1889 b,0.2082,1395.13,6036.0,15.715,4.991926611944255,0.8614485716093796
Kepler-1890 b,0.0563,529.596,5981.61,12.916,4.296276518752734,1.634893218908445
Kepler-1891 b,0.0473,596.24,5484.37,14.412,5.534894458889031,0.5224469720104217
Kepler-1892 b,0.0633,851.595,5353.0,15.592,5.9408344855743085,0.359472941781988
Kepler-1893 b,0.0497,1050.72,5720.0,15.15,5.042565005282405,0.8221934220449542
Kepler-1894 Ab,0.0385,935.191,5467.0,15.452,5.597498406735065,0.49317452766397474
Kepler-1894 Ac,0.0576,935.191,5467.0,15.452,5.597498406735065,0.49317452766397474
Kepler-1895 b,0.0615,984.187,4903.0,15.787,5.821611879021132,0.40119475660157855
Kepler-1896 b,0.2529,1732.91,5932.0,15.84,4.64611996057452,1.1845462324766576
Kepler-1897 Ab,0.1556,983.174,4962.0,16.01,6.0468480743561415,0.326032407000075
Kepler-1898 b,0.0522,360.921,5575.0,13.387,5.5999392400379,0.492067071965083
Kepler-1899 b,0.0457,711.509,4732.81,16.136,6.875098010395908,0.1520410274717491
Kepler-18 b,0.0447,438.51,5345.0,14.0,5.7901024915889145,0.41300851287242646
Kepler-18 c,0.0752,438.51,5345.0,14.0,5.7901024915889145,0.41300851287242646
Kepler-18 d,0.1172,438.51,5345.0,14.0,5.7901024915889145,0.41300851287242646
Kepler-1901 b,0.0453,1028.37,5662.0,15.097,5.036253006239312,0.8269872187622515
Kepler-1902 b,0.0385,344.337,3875.0,16.11,8.425081542990212,0.03647265535214739
Kepler-1903 b,0.1321,1775.44,6069.0,15.456,4.209469999265252,1.7709732456666047
Kepler-1904 b,0.0436,270.854,3833.0,16.367,9.203323731617047,0.01781027016509439
Kepler-1905 b,0.0451,1051.53,5609.94,15.086,4.976891662208322,0.8734606311360313
Kepler-1906 b,0.0738,1360.63,5723.0,15.32,4.651299788401504,1.1789084610200502
Kepler-1907 b,0.0565,292.111,5007.0,13.989,6.661260442633935,0.18513810874969197
Kepler-1907 c,0.1076,292.111,5007.0,13.989,6.661260442633935,0.18513810874969197
Kepler-1909 Ab,0.0306,763.662,4962.52,15.933,6.518494097274468,0.21115548203300694
Kepler-1910 b,0.0536,389.48,4234.0,16.09,8.137574193328671,0.047530274521907834
Kepler-1911 b,0.0636,269.912,5687.0,12.245,5.0888890337210935,0.7878515368287857
Kepler-1912 b,0.0646,297.017,5641.52,12.36,4.99609346393747,0.8581488294473191
Kepler-1913 b,0.1209,876.3,6005.0,14.81,5.096735941533941,0.7821780483062006
Kepler-1914 Ab,0.1954,1621.56,5664.0,15.91,4.860334885936162,0.97244723458107
Kepler-1916 Ab,0.2053,2055.82,5852.0,15.78,4.2150745661584015,1.7618550416289593
Kepler-1917 Ab,0.103,909.037,5229.22,15.474,5.681092197923141,0.45662861227701185
Kepler-1918 b,0.2524,1030.11,5376.0,15.53,5.46558198403609,0.5568871622996469
Kepler-1919 b,0.2107,1177.53,5257.0,16.16,5.805140097562264,0.4073277150346781
Kepler-1920 b,0.2043,885.913,5873.66,14.39,4.653044626880277,1.1770154110681543
Kepler-1921 b,0.1557,928.989,6156.49,13.1,3.2599471419132993,4.246402366695614
Kepler-1921 c,0.0454,928.989,6156.49,13.1,3.2599471419132993,4.246402366695614
Kepler-1923 Ab,0.2846,355.256004,5500.42,14.45,6.697292867747921,0.17909474909839357
Kepler-1925 b,0.2588,1771.31,5731.0,15.38,4.138527127681259,1.890554271089319
Kepler-1926 b,0.2197,667.405,4991.0,15.8,6.678052720318961,0.18229674403223667
Kepler-1927 Ab,0.3859,1091.0,6002.51,13.31,3.120876247058291,4.826691050820377
Kepler-1928 b,0.194,326.362,5720.0,12.68,5.111502070532222,0.7716123529895624
Kepler-1929 Ab,0.2987,508.201,5686.6,11.79,3.259822423562696,4.246890178298283
Kepler-1930 b,0.1025,275.694,4957.62,13.47,6.267863427273928,0.265983458729647
Kepler-1931 b,0.2356,620.091,6205.12,12.67,3.707722859784374,2.811323714797685
Kepler-1932 Ab,0.014228,713.733,5120.0,15.28,6.012321114179636,0.3365670175655732
Kepler-1933 Ab,0.0561,328.007,5742.17,12.81,5.230584439537122,0.6914586663332384
Kepler-1934 b,0.0245,428.514,5859.78,12.87,4.710174923273067,1.1166833241147818
Kepler-1935 Ab,0.0463,904.702,5598.0,14.52,4.737472247996461,1.0889579273302132
Kepler-1936 b,0.5548,871.096,6397.79,13.39,3.6896699025000927,2.8584594716636538
Kepler-1937 Ab,0.0943,905.069,6169.0,14.16,4.376591550510188,1.5183202342564286
Kepler-1938 b,0.0938,421.152,4582.0,15.246,7.123805662777432,0.12091431918321455
Kepler-1939 Ab,0.0334,189.833,4525.59,13.62,7.22814144447147,0.10983567471227189
Kepler-1940 b,0.0525,798.595,5264.0,15.674,6.162367066245643,0.2931252115566614
Kepler-1941 b,0.2054,1494.39,6283.0,14.943,4.070680236349318,2.012463004811242
Kepler-1942 b,0.0516,842.492,5630.0,14.91,5.282171071703598,0.6593736249688766
Kepler-1943 Ab,0.0571,1004.55,5732.29,13.87,3.860142210040694,2.443110532415323
Kepler-1944 Ab,0.0918,1076.48,5374.0,15.58,5.419970172771098,0.5807803724384347
Kepler-1945 Ab,0.0597,301.85,4991.0,13.746,6.347044099052541,0.24727622406349914
