planet_name,semi_major_axis,star_distance,star_temperature,mag_v,absolute_magnitude,luminosity
HD 175679 b,3.36,168.0,6844.0,6.1,-0.02654640862931501,87.6230898153348
HD 17674 b,1.42,44.5,5904.0,7.56,4.318199945095341,1.6022121543479926
HD 176986 b,0.06296,26.4,4931.0,8.45,6.341980365650844,0.24843218195275527
HD 176986 c,0.11878,26.4,4931.0,8.45,6.341980365650844,0.24843218195275527
HD 177830 Ab,1.2218,59.0,4948.0,7.18,3.325739941789278,3.9967227564306533
HD 177830 Ac,0.5137,59.0,4948.0,7.18,3.325739941789278,3.9967227564306533
HD 178911 Bb,0.32,46.73,5650.0,7.98,4.632021094878434,1.20002850450269
HD 179079 b,0.1214,63.69,5724.0,7.95,3.9296437555716937,2.291619440113919
HD 179949 b,0.045,27.0,6260.0,6.25,4.093181179205063,1.9711856474353486
HD 180314 b,1.4,132.0,4917.0,6.61,1.0071303439707497,33.817995531176614
HD 180902 b,1.4,110.0,4961.0,7.78,2.573036574208875,7.994390720891911
HD 181234 Ab,7.427,47.84,5386.0,8.59,5.191044145098228,0.7171043252212161
HD 181342 b,1.592,110.6,4945.0,7.55,2.3312243651566016,9.988729536112004
HD 181433 b,0.0801,26.15,4962.0,8.38,6.292641533983536,0.25998206346541664
HD 181433 c,1.819,26.15,4962.0,8.38,6.292641533983536,0.25998206346541664
HD 181433 d,6.6,26.15,4962.0,8.38,6.292641533983536,0.25998206346541664
HD 18143 Ab,0.088,22.5243,5078.0,7.68,5.916743484732547,0.3675383032824959
HD 18143 Ac,17.53,22.5243,5078.0,7.68,5.916743484732547,0.3675383032824959
HD 181720 b,1.78,56.0,5781.0,7.86,4.119059864968999,1.9247576481967934
HD 183263 b,1.51,53.0,5888.0,7.86,4.238620651996055,1.724057472507906
HD 183263 c,4.25,53.0,5888.0,7.86,4.238620651996055,1.724057472507906
HD 183579 b,0.1334,57.06,5788.0,8.7,4.918341163394711,0.9218569508614647
HD 184010 b,0.937,61.37,4971.0,5.9,1.9602193835803412,14.057634472273767
HD 184010 c,1.332,61.37,4971.0,5.9,1.9602193835803412,14.057634472273767
HD 184010 d,1.922,61.37,4971.0,5.9,1.9602193835803412,14.057634472273767
HD 18438 b,2.1,225.0,3860.0,5.6,-1.1609125905568138,249.09501493873486
HD 185269 Ab,0.077,47.0,5980.0,6.67,3.309510710321412,4.056913200456501
HD 187085 b,2.05,44.98,6075.0,7.22,3.954902744501932,2.2389216823931313
HD 187123 b,0.0426,50.0,5714.0,7.86,4.365149978319907,1.5344050129119848
HD 187123 c,4.89,50.0,5714.0,7.86,4.365149978319907,1.5344050129119848
HD 18742 b,1.82,135.0,4940.0,7.81,2.1583311575249686,11.712983648102696
HD 18757 Ab,22.0,23.57,5736.59,6.64,4.778202087378381,1.0488639652345655
HD 188015 Ab,1.19,52.6,5520.0,8.22,4.615071279231305,1.218909574155391
HD 188641 b,12.027,64.3399,5897.32,7.35,3.307598092168842,4.064066102029584
HD 188769 (AB)b,25000.0,45.8728,6597.0,6.82,3.512223752202905,3.365972001267554
HD 189310 b,0.109,31.9754,5103.0,6.07,3.545920069788968,3.2631119378151587
HD 189733 Ab,0.031,19.3,4875.0,7.67,6.242213454961131,0.2723419972067383
HD 190228 b,2.0,66.11,5176.0,7.3,3.198664214195177,4.4929782302849235
HD 190406  b,16.6,17.7134,5940.0,5.8,4.558490350595015,1.2841148246020875
HD 190622 b,0.1236,88.74,6088.0,8.9,4.159402878097321,1.854551289821315
HD 190622 c,0.921,88.74,6088.0,8.9,4.159402878097321,1.854551289821315
HD 190647 b,2.07,54.2,5628.0,7.78,4.110003567308065,1.9408795006050348
HD 190984 b,5.5,103.0,5988.0,8.76,3.695813876474139,2.8423296758005114
HD 191939 b,0.078,53.608,5427.0,9.0,5.353851975360708,0.6172473155833823
HD 191939 c,0.17,53.608,5427.0,9.0,5.353851975360708,0.6172473155833823
HD 191939 d,0.207,53.608,5427.0,9.0,5.353851975360708,0.6172473155833823
HD 191939 e,0.397,53.608,5427.0,9.0,5.353851975360708,0.6172473155833823
HD 191939 f,4.8,53.608,5427.0,9.0,5.353851975360708,0.6172473155833823
HD 191939 g,0.812,53.608,5427.0,9.0,5.353851975360708,0.6172473155833823
HD 192263 b,0.15312,19.9,4965.0,7.79,6.295734617951467,0.2592424712923815
HD 192699 b,1.063,67.0,5041.0,6.44,2.3096259864958677,10.18942332010648
HD 194490 b,11.116,80.2349,5861.32,8.97,4.448183421638685,1.421433777451398
HD 195019 Ab,0.1388,37.36,5787.0,6.91,4.047965662209721,2.0550090325955153
HD 196050 Ab,2.47,50.6742,5893.05,7.49,3.966065494213547,2.216020646244175
HD 19615 b,1.1,265.155,3987.0,6.56,-0.5574991048862534,142.88927804882178
HD 196885 Ab,2.54,33.0,6340.0,6.4,3.8074303006105623,2.5646486701627556
HD 197037 Ab,2.07,33.0,6150.0,6.81,4.217430300610562,1.7580364683840455
HD 199509 Ab,0.426,24.3056,5796.02,6.995,5.066468268036095,0.8042900440290036
HD 200964 b,1.601,68.4,5164.0,6.64,2.4647194913994186,8.833080806227958
HD 200964 c,1.95,68.4,5164.0,6.64,2.4647194913994186,8.833080806227958
HD 202206 (AB) c,2.41,45.54,5750.0,8.08,4.788034868604379,1.0394079938468384
HD 202432 b,1.2,161.0,4549.0,7.0,0.9658706198407518,35.12786475755121
HD 202696 Ab,1.587,188.5,5040.0,8.23,1.853443227290942,15.510389680115633
HD 202696 Ac,2.36,188.5,5040.0,8.23,1.853443227290942,15.510389680115633
HD 202772 Ab,0.0519,147.2,6230.0,8.32,2.480460949992599,8.705939002945101
HD 20329 b,0.018,63.38,5596.0,8.7,4.69023882572859,1.1373770733090816
HD 20367 b,1.25,27.0,6128.0,6.41,4.253181179205063,1.701090927402852
HD 203771 b,2.006,55.8372,4963.0,9.98,6.245381839374161,0.2715484100268078
HD 2039 b,2.23,89.8,5947.0,9.01,4.243618316663479,1.7161398392366414
HD 204313 b,3.167,47.37,5767.0,7.99,4.612483076360217,1.2218187048079416
HD 204313 c,0.2099,47.37,5767.0,7.99,4.612483076360217,1.2218187048079416
HD 204313 d,3.93,47.37,5767.0,7.99,4.612483076360217,1.2218187048079416
HD 204313 e,7.457,47.37,5767.0,7.99,4.612483076360217,1.2218187048079416
HD 204941 Ab,2.56,28.7165,5016.12,8.45,6.159342467572509,0.2939429260041523
HD 205158 b,0.177,86.6159,6133.55,7.84,3.152011888156606,4.6902419284579135
HD 205158 c,13.171,86.6159,6133.55,7.84,3.152011888156606,4.6902419284579135
HD 205739 b,0.896,90.3,6176.0,8.56,3.7815612484324728,2.6264884820316303
HD 206610 b,1.68,194.0,4874.0,8.34,1.9009913503488693,14.845795020905186
HD 206893 b,9.6,38.34,6486.0,6.67,3.751739457289781,2.6996298224196256
HD 206893 c,3.53,38.34,6486.0,6.67,3.751739457289781,2.6996298224196256
HD 207496 Ab,0.0629,23.6382,4819.0,8.0,6.131927985787717,0.3014593828243259
HD 20782 b,1.381,36.02,5578.0,7.38,4.597281457582427,1.239045962804687
HD 207832 Ab,0.57,54.4,5710.0,8.7986,5.1206055015091,0.7651697622879744
HD 207832 Ac,2.112,54.4,5710.0,8.7986,5.1206055015091,0.7651697622879744
HD 207897 b,0.1164,28.25,5071.0,8.4,6.144907739222713,0.2978769540558473
HD 208487 b,0.51,45.0,5929.0,7.48,4.2139374311232825,1.763701269661062
HD 208487 c,1.8,45.0,5929.0,7.48,4.2139374311232825,1.763701269661062
HD 208527 b,2.1,320.2,4035.0,6.4,-1.1271066379164054,241.45858718126175
HD 20868 b,0.947,48.9,4795.0,9.92,6.473455704381898,0.2200988220471902
HD 208897 b,1.05,64.68,4860.0,6.51,2.4561499438281817,8.903074806402392
HD 209262 b,6.16,49.4051,5768.06,8.02,4.551141086603062,1.2928363825280997
HD 209458 b,0.04747,47.0,6092.0,7.65,4.289510710321412,1.6451129303583305
HD 210277 b,1.1,21.29,5532.0,6.63,4.9891216928083875,0.8636769374129649
HD 210702 Ab,1.148,56.0,4951.0,5.93,2.189059864968998,11.386127797590376
HD 210797 b,15.564,64.1465,5283.0,10.04,6.004135174399613,0.3391141644884245
HD 211403 b,0.768,83.29,6273.0,8.5,3.897035689575958,2.3614878974311546
HD 211810 b,2.656,61.0,5652.0,8.59,4.663350824946164,1.1658956180178301
HD 212301 Ab,0.036,54.2304,6273.13,7.77,4.098785961120521,1.9610362221038455
HD 212771 b,1.22,131.0,5121.0,7.6,2.0136435217211766,13.382664526689672
HD 213240 Ab,2.03,40.75,5975.0,6.8,3.7493619346200235,2.705547893200298
HD 213885 Ab,0.02012,57.97,5978.0,8.0,4.183983498146141,1.8130367227340987
HD 213885 Ac,0.056798,57.97,5978.0,8.0,4.183983498146141,1.8130367227340987
HD 214823 Ab,3.23,101.7,5933.0,8.078,3.0413952353862754,5.193282000232138
HD 215152 b,0.057635,21.5,4935.0,6.45,4.787807700421973,1.0396254915475904
HD 215152 c,0.067399,21.5,4935.0,6.45,4.787807700421973,1.0396254915475904
HD 215152 d,0.08799,21.5,4935.0,6.45,4.787807700421973,1.0396254915475904
HD 215152 e,0.15417,21.5,4935.0,6.45,4.787807700421973,1.0396254915475904
HD 21520 b,0.1726,79.0,5871.0,9.2,4.711864543547792,1.1149468954651658
HD 215456 Ab,0.652,39.6064,5794.01,6.63,3.641173153692697,2.9890331974576374
HD 215456 Ac,3.394,39.6064,5794.01,6.63,3.641173153692697,2.9890331974576374
HD 215497 b,0.047,44.0,5113.0,8.97,5.752736617569063,0.4274697163124589
HD 215497 c,1.282,44.0,5113.0,8.97,5.752736617569063,0.4274697163124589
HD 216770 b,0.46,38.0,5248.0,8.1,5.201082016915949,0.7105050895240153
HD 217107 b,0.0746,19.72,5666.0,6.16,4.685465446974038,1.142388496415357
HD 217107 c,5.94,19.72,5666.0,6.16,4.685465446974038,1.142388496415357
HD 217786 Ab,2.446,54.8,5966.0,7.8,4.106097207578155,1.9478751493227011
HD 217786 Ac,0.038,54.8,5966.0,7.8,4.106097207578155,1.9478751493227011
HD 217958 Ab,3.758,61.7957,5930.64,8.05,4.095208719316737,1.967508024338982
HD 218566 b,0.6873,29.94,4820.0,8.63,6.248741019964832,0.27070955939945607
HD 219077 b,7.03,29.35,5362.0,6.12,3.7819594720818346,2.625525321702809
HD 219134 b,0.037,6.55,4699.0,5.57,6.488793500041085,0.21701142561588588
HD 219134 c,0.062,6.55,4699.0,5.57,6.488793500041085,0.21701142561588588
HD 219134 d,0.225,6.55,4699.0,5.57,6.488793500041085,0.21701142561588588
HD 219134 e,2.56,6.55,4699.0,5.57,6.488793500041085,0.21701142561588588
HD 219134 f,0.139,6.55,4699.0,5.57,6.488793500041085,0.21701142561588588
HD 219134 g,0.3753,6.55,4699.0,5.57,6.488793500041085,0.21701142561588588
HD 219134 h,3.064,6.55,4699.0,5.57,6.488793500041085,0.21701142561588588
HD 219828 b,0.045,81.1,5891.0,8.04,3.4948957289442184,3.420122868360212
HD 219828 c,5.96,81.1,5891.0,8.04,3.4948957289442184,3.420122868360212
HD 220074 b,1.6,290.2,3935.0,6.4,-0.9134870405085866,198.332924694558
HD 220197 b,2.729,64.5,5683.0,9.0,4.952201426823661,0.8935511730001552
HD 220842 Ab,0.74,64.6498,5921.14,7.99,3.937164071553724,2.2758014583130493
HD 221287 b,1.25,52.9,6304.0,7.82,4.202721639824071,1.7820149536639205
HD 221356 Ab,317.0,25.9454,5987.0,6.49,4.419698147016469,1.4592198916364783
HD 221416 b,0.1228,95.075,5080.0,8.15,3.259668329581901,4.24749296436405
HD 221420 b,10.15,31.8,5830.0,5.8,3.2878644000778356,4.138607495453766
HD 222076 b,1.83,83.5,4806.0,7.48,2.87156762258199,6.072575890071281
HD 222155 b,5.1,49.1,5765.0,7.1,3.644592539385158,2.979634432022359
HD 222237 b,10.8,11.4469,4751.57,7.1,6.806560555781499,0.16194807036231357
HD 222582 Ab,1.35,42.0,5662.0,7.7,4.583753548010498,1.2545806380844722
HD 224538 b,2.375,79.0608,6288.0,8.06,3.570193977170673,3.1909677072314784
HD 224693 b,0.233,94.0,6037.0,8.23,3.364360732001508,3.857053893674103
HD 22496 b,0.051,13.602,4385.0,8.0,7.331986147449195,0.0998172362763053
HD 22532 b,1.9,161.2,5067.0,7.8,1.7631748126546425,16.855051154901716
HD 22781 b,1.167,31.79,5027.0,8.77,6.258547360426135,0.26827552648152847
HD 22946 b,0.05727,62.87,6210.0,8.3,4.3077826982490635,1.617658785367184
HD 22946 c,0.1017,62.87,6210.0,8.3,4.3077826982490635,1.617658785367184
HD 22946 d,0.2958,62.87,6210.0,8.3,4.3077826982490635,1.617658785367184
HD 23079 b,1.596,34.8,5848.0,7.1,4.392103780267095,1.4967817797986407
HD 23127 b,2.4,89.1,5927.0,8.58,3.8306114798156266,2.510472151132132
HD 231701 b,0.53,108.4,6208.0,8.97,3.7948535889881594,2.594529209562257
HD 233832 Ab,4.438,58.8,4981.0,10.0,6.153113369619307,0.2956341855796021
HD 234344 b,2700.0,30.9195,4699.0,9.46,7.00883768841874,0.1344203199035382
HD 23514 b,360.0,138.155,6246.3,9.43,3.7281669640480644,2.7588825634168477
HD 23596 Ab,2.694,52.0,5888.0,7.24,3.6599832818260047,2.937694886260544
HD 238090 Ab,0.0932,14.24,3933.0,10.0,9.232450053495812,0.017338837587864517
HD 238914 b,5.7,590.0,4769.0,12.0,3.1457399417892784,4.71741434439396
HD 240210 b,1.33,143.0,4290.0,8.33,2.5533198126746903,8.140893530648471
HD 240237 b,1.9,1500.0,4361.0,8.19,-2.6904562952784072,1019.0195547831486
HD 24040 b,4.92,46.51,5853.0,7.52,4.1822683024424165,1.8159031375850307
HD 24040 c,1.3,46.51,5853.0,7.52,4.1822683024424165,1.8159031375850307
HD 24064 b,1.29,264.4,4052.5,6.75,-0.3613072540680129,119.26771575770135
HD 25015 b,6.248,37.45,5160.0,8.9,6.032740889822573,0.3302962508287364
HD 25171 Ab,3.02,55.0,6160.0,7.79,4.088186552528781,1.9802744265535062
HD 25723 b,1.49,117.9,4766.0,5.6,0.2424309745245541,68.39551282181802
HD 25723 c,4.35,117.9,4766.0,5.6,0.2424309745245541,68.39551282181802
HD 25912 b,0.242,49.1661,5920.58,8.19,4.731671199311263,1.0947917606611897
HD 25912 c,17.848,49.1661,5920.58,8.19,4.731671199311263,1.0947917606611897
HD 260655 b,0.02933,9.9976,3803.0,9.8,9.800521215926697,0.010275229095171118
HD 260655 c,0.04749,9.9976,3803.0,9.8,9.800521215926697,0.010275229095171118
HD 26161 Ab,10.087,40.9128,6033.0,6.88,3.8207039856739735,2.5334853991480077
HD 2638 Ab,0.044,53.71,5192.0,9.44,5.789724238122501,0.4131524236278736
HD 2685 b,0.0568,197.98,6801.0,9.59,3.1068934004183255,4.889254451390101
HD 27894 b,0.125,42.37,4875.0,9.36,6.224707679995053,0.27676867078727013
HD 27894 c,0.198,42.37,4875.0,9.36,6.224707679995053,0.27676867078727013
HD 27894 d,5.362,42.37,4875.0,9.36,6.224707679995053,0.27676867078727013
HD 27969 b,1.552,68.06,5966.0,7.65,3.4855402762010463,3.4497203412834754
HD 28109 b,0.1357,140.087,6120.0,9.4,3.668010825720364,2.91605472281183
HD 28109 c,0.308,140.087,6120.0,9.4,3.668010825720364,2.91605472281183
HD 28109 d,0.411,140.087,6120.0,9.4,3.668010825720364,2.91605472281183
HD 28185 b,1.034,39.38,5615.0,7.81,4.833621440989503,0.9966700860868443
HD 28185 c,8.5,39.38,5615.0,7.81,4.833621440989503,0.9966700860868443
HD 28192 Ab,0.118,49.8063,5919.87,8.07,4.583578599234862,1.2547828096892968
HD 28254 Ab,2.15,56.2,5664.0,7.71,3.9613184221546947,2.2257307767485957
HD 283869 b,0.4,47.51,4655.0,10.6,7.216074847903974,0.11106316891441236
HD 284149 b,400.0,108.2,6040.0,9.63,4.458863696147249,1.4075198279530332
HD 285507 b,0.0729,41.3,4503.0,10.5,7.420249741717996,0.09202378737178277
HD 28678 b,1.24,227.0,5076.0,8.54,1.7598707140343866,16.906422358825914
HD 29021 b,2.28,30.6,5560.0,7.76,5.331392867592099,0.6301484218783845
HD 290327 b,3.43,54.9,5552.0,8.96,5.262138277749541,0.6716525824252185
HD 2952 b,1.2,115.2,4844.0,5.93,0.6227376045640334,48.184233879762076
HD 29587 b,2.597,27.5166,5688.5,7.28,5.082026146597685,0.7928472813746055
HD 29985 b,13.39,31.2707,4678.0,10.03,7.554311984457751,0.08133457584987756
HD 30177 Ab,3.604,54.7,5580.0,8.41,4.720063368332845,1.1065591984387382
HD 30177 Ac,10.258,54.7,5580.0,8.41,4.720063368332845,1.1065591984387382
HD 30246 b,2.009,49.0546,5763.03,8.28,4.8266013062574675,1.0031352171636798
HD 30562 b,2.3,26.5,5861.0,5.77,3.65377063031596,2.954552747829761
HD 30669 b,2.69,57.0,5400.0,9.11,5.330625721637542,0.6305938216298942
HD 30774 b,0.06,41.6887,5782.41,7.9,4.799908237444697,1.028103186072615
HD 30856 Ab,2.0,118.1,4982.0,8.07,2.7087505119324256,7.055045114001258
HD 31221 b,0.0618,124.0,7712.0,8.0,2.532891574188824,8.29551533179261
HD 31253 b,1.26,53.82,5960.0,7.13,3.475281532861321,3.482470024103096
HD 3167 b,0.0186,47.36,5528.0,8.94,5.5629415314256825,0.5091237858883918
HD 3167 c,0.1841,47.36,5528.0,8.94,5.5629415314256825,0.5091237858883918
HD 3167 d,0.0763,47.36,5528.0,8.94,5.5629415314256825,0.5091237858883918
HD 3167 e,0.3885,47.36,5528.0,8.94,5.5629415314256825,0.5091237858883918
HD 32518 b,0.59,117.4,4580.0,6.44,1.0916595154420223,31.285002485950262
HD 330075 b,0.039,50.2,6295.0,9.36,5.856481414274903,0.3885146809451009
HD 33142 b,1.075,126.0,4978.0,7.96,2.458147274412185,8.886711681336376
HD 33142 c,1.96,126.0,4978.0,7.96,2.458147274412185,8.886711681336376
HD 33142 d,0.452,126.0,4978.0,7.96,2.458147274412185,8.886711681336376
HD 332231 b,0.1436,80.597,6089.0,8.56,4.028405616513847,2.0923664773064203
HD 33283 Ab,0.168,86.0,5995.0,8.05,3.3775077437821626,3.8106310553266667
HD 33564 b,1.1,20.98,6250.0,5.08,3.4709725807123046,3.4963183352753373
HD 33632 Ab,24.1,26.39,6074.0,6.47,4.362803048899751,1.5377253730262923
HD 33636 b,3.27,29.6317,5960.0,7.06,4.701217159501481,1.1259345247657142
HD 340935 b,2.22,84.8,5698.0,9.32,4.678020738716432,1.1502485766089217
HD 34445 b,2.075,46.5,5836.0,7.31,3.9727352355502292,2.202449228820017
HD 34445 c,0.7181,46.5,5836.0,7.31,3.9727352355502292,2.202449228820017
HD 34445 d,0.4817,46.5,5836.0,7.31,3.9727352355502292,2.202449228820017
HD 34445 e,0.2687,46.5,5836.0,7.31,3.9727352355502292,2.202449228820017
HD 34445 f,1.543,46.5,5836.0,7.31,3.9727352355502292,2.202449228820017
HD 34445 g,6.36,46.5,5836.0,7.31,3.9727352355502292,2.202449228820017
HD 35759 b,0.389,72.5,6060.0,7.74,3.438309967145031,3.6030974902918045
HD 360 b,0.98,111.542,4741.0,5.98,0.7428078633617599,43.13967358023634
HD 36384 b,1.3,196.0,3940.0,6.2,-0.2612803567823798,108.77075491062898
HD 37124 b,0.53364,33.0,5610.0,7.68,5.087430300610562,0.7889107605216649
HD 37124 c,1.71,33.0,5610.0,7.68,5.087430300610562,0.7889107605216649
HD 37124 d,2.807,33.0,5610.0,7.68,5.087430300610562,0.7889107605216649
HD 37605 b,0.2837,44.0,5448.0,8.66,5.442736617569063,0.5687289726197525
HD 37605 c,3.814,44.0,5448.0,8.66,5.442736617569063,0.5687289726197525
HD 3765 b,2.108,17.926,5076.27,7.36,6.0925830395649285,0.3125840286633921
HD 38283 b,1.02,37.7,5945.0,6.7,3.8182932489710364,2.53911692526147
HD 38529 Ab,0.131,39.28,5697.0,5.94,2.96914260442544,5.550638685995615
HD 38529 Ac,3.695,39.28,5697.0,5.94,2.96914260442544,5.550638685995615
HD 38677 b,0.1462,62.0,6196.0,8.0,4.03804155250873,2.073878832948152
HD 38677 c,0.0733,62.0,6196.0,8.0,4.03804155250873,2.073878832948152
HD 38677 d,0.0422,62.0,6196.0,8.0,4.03804155250873,2.073878832948152
HD 38677 e,0.0651,62.0,6196.0,8.0,4.03804155250873,2.073878832948152
HD 38801 b,1.66,99.4,5207.0,8.26,3.2730680780134325,4.195394154832596
HD 39194 b,0.056,26.4131,5205.0,8.08,5.970903121968953,0.34965420154336013
HD 39194 c,0.103,26.4131,5205.0,8.08,5.970903121968953,0.34965420154336013
HD 39194 d,0.185,26.4131,5205.0,8.08,5.970903121968953,0.34965420154336013
HD 39392 b,1.08,94.2,5951.0,8.38,3.509745486035614,3.3736638347659818
HD 40307 b,0.0475,12.8,4977.0,7.17,6.633950151760658,0.1898540820324559
HD 40307 c,0.0812,12.8,4977.0,7.17,6.633950151760658,0.1898540820324559
HD 40307 d,0.134,12.8,4977.0,7.17,6.633950151760658,0.1898540820324559
HD 40307 e,0.1886,12.8,4977.0,7.17,6.633950151760658,0.1898540820324559
HD 40307 f,0.2485,12.8,4977.0,7.17,6.633950151760658,0.1898540820324559
HD 40307 g,0.6,12.8,4977.0,7.17,6.633950151760658,0.1898540820324559
HD 40781 b,3300.0,64.0826,5953.51,8.41,4.376299380472243,1.5187288670080643
HD 40956 b,1.4,118.0,4869.0,6.6,1.2405899634693718,27.274953233897445
HD 40979 Ab,0.846,33.3,6205.0,6.74,4.127778832468401,1.909362844116233
HD 41004 Ab,1.64,42.5,5035.0,8.65,5.508055349748442,0.5355226697328344
HD 41004 Bb,0.0177,43.03,5035.0,12.33,9.161143269587223,0.018515808999999987
HD 4113 Ab,1.28,41.8727,5655.45,7.88,4.770345171983402,1.0564815843221904
HD 4113 Ac,50.438,41.8727,5655.45,7.88,4.770345171983402,1.0564815843221904
HD 42012 b,1.67,37.1,5405.0,8.44,5.59313045192477,0.4951625824017155
HD 4203 b,1.164,77.5,5701.0,8.68,4.233491487468449,1.7322214215654177
HD 4208 b,1.65,33.9,5571.0,7.79,5.139001508984589,0.7523144375998532
HD 42618 b,0.554,23.5,5727.0,6.84,4.984660688641318,0.8672328586932049
HD 42936 Ab,0.0662,48.9,5138.0,9.1,5.653455704381898,0.4684008971734262
HD 4308 b,0.118,21.9,5597.0,6.54,4.8377794257994085,0.9928604922936717
HD 4313 b,1.19,137.0,5035.0,7.83,2.1463971642179676,11.842438398548731
HD 43197 b,0.92,54.9,5508.0,8.95,5.252138277749539,0.677867307253511
HD 43197 c,8.54,54.9,5508.0,8.95,5.252138277749539,0.677867307253511
HD 43691 Ab,0.238,85.6,6093.0,8.02,3.357631176614234,3.8810347322339784
HD 44219 b,1.19,50.43,5752.0,7.69,4.176555159204333,1.8254836028675292
HD 44385 b,1.4,214.0,4400.0,6.6,-0.05206886674595523,89.70725066788042
HD 45350 b,1.92,49.0,5754.0,7.88,4.429019599857432,1.446745566164532
HD 45364 b,0.6813,32.6,5434.0,8.08,5.513911999660305,0.5326417444097199
HD 45364 c,0.8972,32.6,5434.0,8.08,5.513911999660305,0.5326417444097199
HD 45652 b,0.23,36.0,5312.0,8.1,5.318487496163563,0.6376832382431609
HD 457 b,15.369,55.0375,6114.04,7.73,4.026706507662089,2.0956434626721263
HD 46375 Ab,0.041,29.5529,5264.378,7.84,5.486999478786566,0.5460095118689781
HD 46588 c,1420.0,21.3,6200.0,5.4,3.758101982806311,2.683855978090709
HD 47186 b,0.05,37.84,5675.0,7.8,4.910244361351224,0.9287573323732087
HD 47186 c,2.395,37.84,5675.0,7.8,4.910244361351224,0.9287573323732087
HD 4732 Ab,1.19,56.5,4959.0,5.9,2.1397577609028087,11.915078162233877
HD 4732 Ac,4.6,56.5,4959.0,5.9,2.1397577609028087,11.915078162233877
HD 47366 b,1.214,80.0,4866.0,6.11,1.5945500650402833,19.687019614340517
HD 47366 c,1.853,80.0,4866.0,6.11,1.5945500650402833,19.687019614340517
HD 47536 b,1.61,121.36,4380.0,5.25,-0.170377838893371,100.03480630412608
HD 4760 b,1.14,537.873,4076.0,7.49,-1.1633987211739178,249.66604895433454
HD 49197 b,44.0,41.6335,6243.16,7.32,4.222785388901121,1.7493867968069914
HD 49674 b,0.058,40.7,5482.0,8.1,5.0520279538739,0.8150585704609667
HD 50499 b,3.93,47.26,6099.0,7.21,3.83753141351825,2.494522552078564
HD 50499 c,9.02,47.26,6099.0,7.21,3.83753141351825,2.494522552078564
HD 50554 b,2.41,31.03,5902.0,6.86,4.401091122079172,1.48444308565742
HD 52265 b,0.52,28.0,6159.0,6.3,4.064209843288904,2.024491989457524
HD 5278 Ab,0.12,56.12,6203.0,8.0,4.254411688218388,1.6991641039270082
HD 5278 Ac,0.2416,56.12,6203.0,8.0,4.254411688218388,1.6991641039270082
HD 5319 b,1.75,100.0,5052.0,8.05,3.0500000000000007,5.152286445817562
HD 5319 c,2.071,100.0,5052.0,8.05,3.0500000000000007,5.152286445817562
HD 5583 b,0.53,221.0,4830.0,7.6,0.8780386315744462,38.08768242806649
HD 5608 Ab,1.911,58.2,4877.0,5.99,2.1653850767505567,11.637132234443728
HD 56414 b,0.229,267.74,8500.0,9.2,2.0614337047386417,12.806383943430262
HD 564 b,1.2,54.0,5902.0,8.29,4.628031200885156,1.2044465158033126
HD 56957 b,6.426,61.4925,5743.0,7.56,3.615889250979884,3.059456619212089
HD 5891 b,0.76,251.0,4907.0,8.25,1.2516313925948097,26.998985333559087
HD 59686 Ab,1.086,96.8,4658.0,5.45,0.5206232134580313,52.93595038865234
HD 60292 b,1.5,318.5,4348.0,6.9,-0.6155471833568456,150.7366549087891
HD 60532 b,0.77,25.7,6095.0,4.45,2.4003343833435276,9.372733025004283
HD 60532 c,1.58,25.7,6095.0,4.45,2.4003343833435276,9.372733025004283
HD 60584 b,16.58,30.5196,6564.0,5.77,3.347105813436892,3.918841284378675
HD 62364 b,6.15,52.963,6255.0,7.3,3.680137114957984,2.883667308870325
HD 62549 b,11.842,49.3305,5930.46,77.2,73.73442241314739,2.743033014745392e-28
HD 63433 b,0.0719,22.42,5640.0,7.0,5.246821958705228,0.6811946313304876
HD 63433 c,0.1458,22.42,5640.0,7.0,5.246821958705228,0.6811946313304876
HD 63433 d,0.0503,22.42,5640.0,7.0,5.246821958705228,0.6811946313304876
HD 63454 b,0.036,35.8,4841.0,9.37,6.600584866780627,0.1957789762880245
HD 63765 b,0.949,32.6,5432.0,8.1,5.533911999660305,0.522919936940819
HD 63935 b,0.083,48.8,5534.0,8.58,5.137900889986447,0.7530774511031383
HD 63935 c,0.148,48.8,5534.0,8.58,5.137900889986447,0.7530774511031383
HD 64121 b,1.51,130.0,5966.0,7.4,1.8302832384658156,15.844797917047387
HD 6434 b,0.14,40.32,5835.0,7.72,4.692397382812655,1.135118095066028
HD 65216 Ab,1.301,35.1205,5623.44,7.98,5.252196549009742,0.6778309272174524
HD 65216 Ac,5.75,35.1205,5623.44,7.98,5.252196549009742,0.6778309272174524
HD 66141 b,1.2,80.9,4305.0,4.39,-0.14974260806136197,98.15152308244295
HD 66428 b,3.395,55.0,5752.0,8.25,4.548186552528781,1.296359274202254
HD 66428 c,23.0,55.0,5752.0,8.25,4.548186552528781,1.296359274202254
HD 67087 b,1.08,88.8,6330.0,8.05,3.3079351711069958,4.062804563130763
HD 67087 c,3.86,88.8,6330.0,8.05,3.3079351711069958,4.062804563130763
HD 6718 b,3.56,55.9,5745.0,8.45,4.712940960567883,1.113842066241663
HD 68402 b,2.18,78.0,5950.0,9.11,4.649526986547597,1.1808349679274472
HD 68638 b,0.66,33.28,5430.0,7.48,4.869083411906569,0.9646430401500121
