planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,referenced_planet,harmonic_ratio,luminosity,habitable_zone_status,HZ_distance_recent_venus,HZ_distance_runaway_greenhouse,HZ_distance_maximum_greenhouse,HZ_distance_early_mars,stellar_flux_recent_venus,stellar_flux_runaway_greenhouse,stellar_flux_maximum_greenhouse,stellar_flux_early_mars
Exocomet KIC 3542116 1,Candidate,103229.8144,1.0,KIC 3542116,11.57451405,6925.0,227.7,,,0.002005369,Not in HZ,0.03152004556421165,0.039824322759410266,0.0688444176829638,0.07261262554701414,2.0184622146177147,1.2644378830942433,0.4231134543702765,0.3803382609112319
Exocomet KIC 3542116 2,Candidate,103229.8144,1.0,KIC 3542116,11.57451405,6925.0,227.7,,,0.002005369,Not in HZ,0.03152004556421165,0.039824322759410266,0.0688444176829638,0.07261262554701414,2.0184622146177147,1.2644378830942433,0.4231134543702765,0.3803382609112319
Exocomet KIC 3542116 3,Candidate,103229.8144,1.0,KIC 3542116,11.57451405,6925.0,227.7,,,0.002005369,Not in HZ,0.03152004556421165,0.039824322759410266,0.0688444176829638,0.07261262554701414,2.0184622146177147,1.2644378830942433,0.4231134543702765,0.3803382609112319
Exocomet KIC 3542116 4,Candidate,103229.8144,0.6,KIC 3542116,11.57451405,6925.0,227.7,,,0.002005369,Not in HZ,0.03152004556421165,0.039824322759410266,0.0688444176829638,0.07261262554701414,2.0184622146177147,1.2644378830942433,0.4231134543702765,0.3803382609112319
Exocomet KIC 3542116 5,Candidate,103229.8144,0.6,KIC 3542116,11.57451405,6925.0,227.7,,,0.002005369,Not in HZ,0.03152004556421165,0.039824322759410266,0.0688444176829638,0.07261262554701414,2.0184622146177147,1.2644378830942433,0.4231134543702765,0.3803382609112319
Exocomet KIC 3542116 6,Candidate,103229.8144,5.5,KIC 3542116,11.57451405,6925.0,227.7,,,0.002005369,Not in HZ,0.03152004556421165,0.039824322759410266,0.0688444176829638,0.07261262554701414,2.0184622146177147,1.2644378830942433,0.4231134543702765,0.3803382609112319
Exocomet KIC 3542116 7,Candidate,103229.8144,5.5,KIC 3542116,11.57451405,6925.0,227.7,,,0.002005369,Not in HZ,0.03152004556421165,0.039824322759410266,0.0688444176829638,0.07261262554701414,2.0184622146177147,1.2644378830942433,0.4231134543702765,0.3803382609112319
Exocomet KIC 3542116 8,Candidate,103229.8144,0.6,KIC 3542116,11.57451405,6925.0,227.7,,,0.002005369,Not in HZ,0.03152004556421165,0.039824322759410266,0.0688444176829638,0.07261262554701414,2.0184622146177147,1.2644378830942433,0.4231134543702765,0.3803382609112319
GJ 620 b,Candidate,7.652,0.063,GJ 620,10.0,5988.457018,16.54,,,0.008550667,Not in HZ,0.06870379931898768,0.08678216803428586,0.15224442499609525,0.16057988278213564,1.811500611831698,1.1353741500670544,0.3689072555916748,0.3316024421512944
GJ 620 c,Candidate,27.219,0.148,GJ 620,10.0,5988.457018,16.54,,,0.008550667,Conservative HZ,0.06870379931898768,0.08678216803428586,0.15224442499609525,0.16057988278213564,1.811500611831698,1.1353741500670544,0.3689072555916748,0.3316024421512944
GJ 667 Cd,Candidate,91.61,0.276,GJ 667 C,10.22,3600.0,6.84,,,0.006982324,Not in HZ,0.06848326539762592,0.08645427218330641,0.1671073294897777,0.1762446632739761,1.4887818903012806,0.9341725020334398,0.2500397175748,0.22478537245166405
GJ 667 Ch,Candidate,16.946,0.0893,GJ 667 C,10.22,3600.0,6.84,,,0.006982324,Conservative HZ,0.06848326539762592,0.08645427218330641,0.1671073294897777,0.1762446632739761,1.4887818903012806,0.9341725020334398,0.2500397175748,0.22478537245166405
GJ 739 b,Candidate,45.323,0.21,GJ 739,11.0,5988.457018,14.15,,,0.003404082,Not in HZ,0.043349167756376136,0.05475584753200969,0.09605974028433106,0.10131905871322315,1.8115006118316985,1.1353741500670544,0.36890725559167475,0.3316024421512945
