planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,referenced_planet,harmonic_ratio,habitable_zone_status,HZ_distance_recent_venus,HZ_distance_runaway_greenhouse,HZ_distance_maximum_greenhouse,HZ_distance_early_mars,predicted_habitable_zone_status_Random Forest,predicted_habitable_zone_status_Decision Tree,predicted_habitable_zone_status_K-Neighbors,predicted_habitable_zone_status_SVM,HZ_distance_HZ_distance_recent_venus_Random Forest_prediction,HZ_distance_HZ_distance_recent_venus_Decision Tree_prediction,HZ_distance_HZ_distance_recent_venus_K-Neighbors_prediction,HZ_distance_HZ_distance_recent_venus_SVM_prediction,HZ_distance_HZ_distance_recent_venus_Linear Regression_prediction,HZ_distance_HZ_distance_recent_venus_Polynomial Regression_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Random Forest_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Decision Tree_prediction,HZ_distance_HZ_distance_runaway_greenhouse_K-Neighbors_prediction,HZ_distance_HZ_distance_runaway_greenhouse_SVM_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Linear Regression_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Polynomial Regression_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Random Forest_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Decision Tree_prediction,HZ_distance_HZ_distance_maximum_greenhouse_K-Neighbors_prediction,HZ_distance_HZ_distance_maximum_greenhouse_SVM_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Linear Regression_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Polynomial Regression_prediction,HZ_distance_HZ_distance_early_mars_Random Forest_prediction,HZ_distance_HZ_distance_early_mars_Decision Tree_prediction,HZ_distance_HZ_distance_early_mars_K-Neighbors_prediction,HZ_distance_HZ_distance_early_mars_SVM_prediction,HZ_distance_HZ_distance_early_mars_Linear Regression_prediction,HZ_distance_HZ_distance_early_mars_Polynomial Regression_prediction
KOI-1338.02,Candidate,42.0370662,0.2285,Kepler-822,9.885491525,5928.0,956.0,86.83987195,,,Not in HZ,4.216079849735335,3.3378531339520903,1.8999422518893023,1.8013186204639209,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.184460862106508,4.257404447508608,4.411424315616355,4.341858241710891,4.018082536694317,4.236657509769853,3.3158286447186707,3.3707359269534263,3.4925026307568827,3.4272289105436515,3.1814961403887128,3.354126206111653,1.8850194431465115,1.8874503088006984,1.9881358132613063,1.9235446384528272,1.7852059186814915,1.9149299019492827,1.7862703839705594,1.7894745156943022,1.8849342017553141,1.8215585768375762,1.6925464270539363,1.8155219312006508
KOI-1338.03,Candidate,21.0112068,0.1439,Kepler-822,9.885491525,5928.0,956.0,86.83987195,,,Not in HZ,4.216079849735335,3.3378531339520903,1.8999422518893023,1.8013186204639209,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.187412911280245,4.257404447508608,4.410454767339826,4.344059755055588,4.018089109741361,4.236630876809315,3.3157085557634547,3.3707359269534263,3.4917389459328674,3.429065220682945,3.181501331044558,3.354105119246097,1.8851110427353006,1.8874503088006984,1.9875274325148755,1.9246641299329703,1.7852104802555298,1.9149115558748564,1.7862703839705594,1.7894745156943022,1.8843573776018707,1.822637114235663,1.6925507504761006,1.8155045484813237
KOI-1522.02,Candidate,12.654896,0.1,Kepler-879,9.885491525,5644.0,802.672,61.21806764,,,Not in HZ,4.144340791508012,3.2813488731320337,1.8538222299130245,1.757592307526726,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155030256579363,4.155030256579352,4.334886900011569,4.32026997441452,4.036276585856337,4.1727650620253085,3.289780542917567,3.2897805429175686,3.43221897765224,3.4140484491230323,3.1959654972422937,3.3037876802930777,1.8602346048007592,1.86023460480076,1.938944672472704,1.9051331608801778,1.7876090929918445,1.8674065509818152,1.7636716895518805,1.763671689551884,1.8382961471542028,1.8048859226317215,1.694828496670345,1.7704744147414964
KOI-1574.03,Candidate,5.83392471,0.063,Kepler-87,15.0,5600.0,1277.88,1.396304527,,,Not in HZ,5.091827456522776,4.031592139284628,2.27474720275067,2.15666783789228,Not in HZ,Not in HZ,Not in HZ,Not in HZ,5.083428068701446,5.091827456522776,4.679722642309363,4.316438639473946,4.962051815274769,4.95645239076718,4.022910234912746,4.031592139284628,3.7052938275295544,3.4119740067952957,3.9293110527536013,3.9246191330842173,2.2687430242669753,2.2537346688307545,2.090809924877498,1.902668396033067,2.1667469025071164,2.1926887922003555,2.15138972556886,2.1367474922573466,1.9822784995702492,1.802698528021319,2.0543118719702647,2.0788843727375252
KOI-1574.04,Candidate,8.9771991,0.0836,Kepler-87,15.0,5600.0,1277.88,1.396304527,,,Not in HZ,5.091827456522776,4.031592139284628,2.27474720275067,2.15666783789228,Not in HZ,Not in HZ,Not in HZ,Not in HZ,5.0830356570284145,5.091827456522776,4.671812540328382,4.3161109501331065,4.962050629584807,4.956468686598883,4.022619858936981,4.031592139284628,3.6990335781914085,3.411700579318603,3.929310116338895,3.924632026255934,2.2687430242669753,2.2537346688307545,2.0871281694074098,1.9025017387261731,2.1667460791050113,2.1926998247253575,2.151390006389,2.1367474922573466,1.9787878783526391,1.8025379019227268,2.054311091569252,2.0788948272719607
KOI-1613.02,Candidate,94.093962,0.405,Kepler-907 A,9.885491525,6106.0,352.0,11.77304264,,,Conservative HZ,4.262375401699018,3.374320241889944,1.9283990440940628,1.8283002309814564,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.199983737621607,4.257404447508608,4.40039831586307,4.350233738488451,4.000827313335478,4.234886534213952,3.325930197687833,3.3707359269534263,3.4835785041581877,3.431794011285457,3.167805269952334,3.3526647293412495,1.9373311869645216,1.9398968666694132,1.9911509987182978,1.9334084443887065,1.77971602798727,1.9216261697878876,1.8386590919165438,1.8392022614430896,1.8877949901283277,1.8304317582201763,1.6873403412338224,1.8218643941174255
KOI-1613.03,Candidate,20.605501,0.1459,Kepler-907 A,9.885491525,6106.0,352.0,11.77304264,,,Not in HZ,4.262375401699018,3.374320241889944,1.9283990440940628,1.8283002309814564,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.202936922495282,4.257404447508608,4.458820615511046,4.357941585556109,4.000849352895444,4.2346527263036755,3.3260373385526383,3.3707359269534263,3.529836805821146,3.438221139777949,3.16782267391405,3.352479715456731,1.9374712201129558,1.9398968666694132,2.0172671344631814,1.9373266353472811,1.7797313204838574,1.9214659419703324,1.8387918603322213,1.8392022614430896,1.912555377601184,1.8342057358686241,1.6873548353940806,1.8217125644303707
KOI-205.02,Candidate,4.8126,0.052,Kepler-492,9.885491525,5527.0,642.0,39.16277396,,,Not in HZ,4.116016633333167,3.2590414889952752,1.834790063280078,1.739548958879157,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.140337711887987,4.136620180657087,4.305520021029984,4.310530218829092,4.043033703784861,4.14457138910165,3.271746845046088,3.2752809371376768,3.40909038499836,3.4079968377996064,3.2013433149535206,3.2815723244076995,1.8189655814329322,1.7842474871943568,1.9192059163346655,1.897214584061754,1.7880965277175873,1.8467030623889045,1.730716687827874,1.6808806329810304,1.8195829266435246,1.797703007645778,1.6952922697755755,1.7508493546688397
KOI-205 c,Candidate,4.8126,0.052,Kepler-492,9.885491525,5527.0,642.0,39.16277396,,,Not in HZ,4.116016633333167,3.2590414889952752,1.834790063280078,1.739548958879157,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.140337711887987,4.136620180657087,4.305520021029984,4.310530218829092,4.043033703784861,4.14457138910165,3.271746845046088,3.2752809371376768,3.40909038499836,3.4079968377996064,3.2013433149535206,3.2815723244076995,1.8189655814329322,1.7842474871943568,1.9192059163346655,1.897214584061754,1.7880965277175873,1.8467030623889045,1.730716687827874,1.6808806329810304,1.8195829266435246,1.797703007645778,1.6952922697755755,1.7508493546688397
KOI-2433.04,Candidate,27.90426394,16.13423714,Kepler-385,9.885491525,6326.0,1493.94,212.0653438,,,Not in HZ,4.3198580708598895,3.4196025386421898,1.962563446208532,1.8606955275777428,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.290881957951832,4.301007640418529,4.509348172736701,4.378182125690427,3.9979219077762895,4.377039332773931,3.3974712904799884,3.4046558975531087,3.569640010525024,3.450346131073221,3.1654336299061967,3.46479481898965,1.9458750555699527,1.954830972553707,2.047357185937817,1.951313016666557,1.7854646198407336,2.0074011773872256,1.8471334063667957,1.8392022614430896,1.941087189713004,1.8467962752820943,1.6927856139129749,1.9031852578821202
KOI-2433.06,Candidate,6.0632531,16.13423714,Kepler-385,9.885491525,6326.0,1493.94,212.0653438,,,Not in HZ,4.3198580708598895,3.4196025386421898,1.962563446208532,1.8606955275777428,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.29256957169628,4.301007640418529,4.507105501136396,4.380484053950074,3.9979264918993964,4.376985945382294,3.3986442875531497,3.4046558975531087,3.567873325024402,3.45226584700461,3.165437248941995,3.46475253892645,1.9478164893349108,1.954830972553707,2.046027455856353,1.9524842262004134,1.7854677950048057,2.007361669204544,1.8481247994822587,1.8392022614430896,1.9398263106120652,1.8479241398827293,1.692788623447523,1.9031478259948158
KOI-2433.07,Candidate,86.43086179,16.13423714,Kepler-385,9.885491525,6326.0,1493.94,212.0653438,,,Not in HZ,4.3198580708598895,3.4196025386421898,1.962563446208532,1.8606955275777428,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.290881957951832,4.301007640418529,4.510660724174793,4.372019923865022,3.997909623860881,4.377182377125428,3.3974712904799884,3.4046558975531087,3.5706739873999163,3.4452080209307834,3.1654239321017172,3.464908102768943,1.9458750555699527,1.954830972553707,2.0481346224065287,1.9481797005803712,1.7854561114638958,2.007507035948591,1.8471334063667957,1.8392022614430896,1.9418243734801959,1.8437790991893601,1.6927775493678174,1.903285553196553
KOI-2433.08,Candidate,3.37375965,16.13423714,Kepler-385,9.885491525,6326.0,1493.94,212.0653438,,,Not in HZ,4.3198580708598895,3.4196025386421898,1.962563446208532,1.8606955275777428,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.29256957169628,4.301007640418529,4.507105501136396,4.3807675990537955,3.997927056386506,4.376979371055733,3.3986442875531497,3.4046558975531087,3.567873325024402,3.4525023251631053,3.1654376945886336,3.4647473323989137,1.9478164893349108,1.954830972553707,2.046027455856353,1.9526285203300522,1.7854681859932557,2.0073568040402616,1.8481247994822587,1.8392022614430896,1.9398263106120652,1.848063096403233,1.6927889940404186,1.9031432165121553
KOI-353.01,Candidate,152.1059397,0.6113,Kepler-1717,9.885491525,6591.89,1008.79,96.6952024,,,Conservative HZ,4.387869760645569,3.473183249959544,2.0015513236098856,1.8976676216129984,Conservative HZ,Conservative HZ,Not in HZ,Not in HZ,4.274326299543116,4.301007640418529,4.586418956736949,4.383880106093594,3.9723323914548043,4.369636818559378,3.387479506196637,3.3691624188528047,3.630357138802394,3.45147359335908,3.1451295068746576,3.4588726396827676,1.945607109911682,1.954830972553707,2.091703645439238,1.9624438604317738,1.777396768480739,2.016184941011116,1.8470086140549018,1.8392022614430896,1.9831404220031434,1.856608641262961,1.6851347410988344,1.911500631485862
KOI-353.03,Candidate,11.1622285,0.1071,Kepler-1717,9.885491525,6591.89,1008.79,96.6952024,,,Not in HZ,4.387869760645569,3.473183249959544,2.0015513236098856,1.8976676216129984,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.274513812181388,4.301007640418529,4.3220494898568536,4.398740259745407,3.9723748468391284,4.369165837018562,3.387479506196637,3.3691624188528047,3.4210864698845187,3.4638553032234984,3.145163032669549,3.4584999778319734,1.945607109911682,1.954830972553707,1.9714473482564352,1.9699967504582805,1.7774262273483235,2.0158675220918747,1.8470086140549018,1.8392022614430896,1.869125989817476,1.8638795218936417,1.6851626620704225,1.9111998451409842
KOI-416.03,Candidate,9.74765878,0.0834,Kepler-152,14.41,5050.0,441.09,0.286453692,,,Not in HZ,4.843309171681369,3.835452943283882,2.1235417878548195,2.0133238702326435,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.841864778082635,4.843309171681369,3.9010112114303466,4.266244982098618,4.893493793677555,4.862666110893888,3.833314635036258,3.8234077406769775,3.0892418925160237,3.3792465956832074,3.8751087544600766,3.8506529366983537,2.116910853377769,2.0908320720249822,1.7102558873031555,1.8619029720210827,2.12952967345762,2.1211018363979233,2.0046828090165523,2.0133238702326435,1.6214887592872926,1.765501276282699,2.019030135179996,2.0110355825827164
KOI-416.04,Candidate,31.5322987,0.182,Kepler-152,14.41,5050.0,441.09,0.286453692,,,Not in HZ,4.843309171681369,3.835452943283882,2.1235417878548195,2.0133238702326435,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.843309171681369,4.843309171681369,4.314983614001621,4.26398908217859,4.893486703924146,4.862733553343361,3.835259093051795,3.835452943283882,3.417068090207091,3.377362753351974,3.87510315564403,3.8507063109416313,2.123541787854825,2.1235417878548195,1.891887966582652,1.8607561049098482,2.1295247525348424,2.1211482883610784,2.013323870232646,2.0133238702326435,1.793693552785402,1.7643953183484125,2.019025471187543,2.011079598758584
KOI-4246.02,Candidate,8.75630628,0.0844,Kepler-1576,9.885491525,5674.51,460.91,20.18532059,,,Not in HZ,4.151863297071167,3.28727357969267,1.85879120964058,1.7623032213657832,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155030256579363,4.155030256579352,4.268463596787381,4.3227991224079965,4.031517000324836,4.165200120556351,3.289780542917567,3.2897805429175686,3.3795906330255034,3.415918568181604,3.1921955648193974,3.297804801438244,1.8602346048007592,1.86023460480076,1.9111065800480567,1.9077012028126263,1.7854415075576469,1.8645171038172368,1.7635558249974417,1.763671689551884,1.8119029455799178,1.8072603873171027,1.6927735704183253,1.7677337730475942
KOI-4246.03,Candidate,5.55842,0.0614,Kepler-1576,9.885491525,5674.51,460.91,20.18532059,,,Not in HZ,4.151863297071167,3.28727357969267,1.85879120964058,1.7623032213657832,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155734353391408,4.155030256579352,3.9504314089019004,4.323132744771947,4.031518258754032,4.165195993253598,3.290058688292366,3.2897805429175686,3.127786804406612,3.4161969081477808,3.1921965586999796,3.2978015332620494,1.8606087451597193,1.86023460480076,1.76867790967428,1.9078708809153286,1.785442381591608,1.8645141828459444,1.7635558249974417,1.763671689551884,1.67686760779171,1.8074239132671077,1.6927743988043127,1.7677310055078492
KOI-4302.01,Candidate,5.53312006,0.0622,KOI-4302,9.885491525,6065.0,978.703,91.013377,,,Not in HZ,4.251665059074528,3.3658834793852543,1.9218955672649656,1.8221337657940244,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.204068497315074,4.257404447508608,4.447728534123198,4.35716830543051,4.008797440280862,4.265098375283553,3.328722094265721,3.3707359269534263,3.5210993547639617,3.437735918749134,3.1741146575736057,3.3765300618842513,1.9393112806580735,1.9398968666694132,2.010525980184717,1.93496958181989,1.783700786458566,1.936447834365004,1.8401609684321585,1.8392022614430896,1.906163560956618,1.8320581891642211,1.6911177643332553,1.8359186560575775
KOI-4302.02,Candidate,3.422508,0.0463,KOI-4302,9.885491525,6065.0,978.703,91.013377,,,Not in HZ,4.251665059074528,3.3658834793852543,1.9218955672649656,1.8221337657940244,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.2044670019504276,4.257404447508608,4.445271301010967,4.357389551422485,4.008798289228712,4.2650963474527925,3.3295316481060797,3.3707359269534263,3.5191637538799476,3.4379204083997816,3.1741153280609895,3.376528457319619,1.9390968195839957,1.9398968666694132,2.0090287200404733,1.9350821299784045,1.78370137612979,1.936446603620039,1.8402156757237578,1.8392022614430896,1.9047438976145687,1.8321666126875122,1.6911183232069416,1.8359174897908628
KOI-4524.02,Candidate,4.5262415,0.0523,Kepler-1962,9.885491525,5766.0,866.826,71.39490966,,,Not in HZ,4.174717463222522,3.305273890556888,1.8736856380997065,1.7764243433008082,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.223003562416539,4.257404447508608,4.368452607200002,4.331808139477543,4.028414619209396,4.199383342476324,3.3364875064088744,3.3707359269534263,3.4586557454358795,3.421600352257969,3.189713285994636,3.324757778627217,1.8805693715799845,1.8789416227487592,1.9608801737846686,1.9142152594479787,1.7865453788529093,1.88739232796866,1.784260845780673,1.7894745156943022,1.8590927027753346,1.8131772947519877,1.6938184431157928,1.7894188730239784
KOI-4524.03,Candidate,3.33928642,0.0427,Kepler-1962,9.885491525,5766.0,866.826,71.39490966,,,Not in HZ,4.174717463222522,3.305273890556888,1.8736856380997065,1.7764243433008082,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.223895683269934,4.257404447508608,4.367712351259369,4.33193208193743,4.028415113442528,4.199382973864467,3.3364875064088744,3.3707359269534263,3.458072694386671,3.421703740496671,3.189713676338962,3.324757486469828,1.8805693715799845,1.8789416227487592,1.9604039442337915,1.9142783004971,1.7865457221783179,1.8873921212171476,1.7843155530722725,1.7894745156943022,1.8586411909890483,1.8132380450973467,1.6938187685090753,1.789418677172709
KOI-456.04,Candidate,378.417,16.13423714,Kepler-160,9.885491525,5471.0,962.92,88.10160173,,,Not in HZ,4.102782718617646,3.248619163217705,1.8257084272890065,1.7309393720664912,Not in HZ,Not in HZ,Conservative HZ,Not in HZ,4.135563886234734,4.136620180657087,3.988002641688044,4.268000299148864,4.04959193806682,4.14355684724005,3.2711837187014816,3.2752809371376768,3.157747803099054,3.3732227541581103,3.2065426822558063,3.280784574782559,1.8191998758625547,1.784247487194357,1.7738847297138094,1.8735927376679755,1.7905850870232163,1.8431444323398187,1.7308221069044634,1.6808806329810302,1.6818059354845265,1.7751255128613646,1.6976518359938924,1.74747876469646
KOI-521.02,Candidate,10.8206034,0.0958,Kepler-1989 A,14.29,5953.0,1252.13,2.578094557,,,Not in HZ,5.076810376611966,4.019258768840527,2.289164960544356,2.170337498550837,Not in HZ,Not in HZ,Not in HZ,Not in HZ,5.06361753744626,5.11357692805643,4.580731571603808,4.346203357296979,4.808858693187244,4.886337872585357,4.016421681817117,4.036862961078604,3.626518753001502,3.430994886408478,3.8078962581562257,3.8688401207648635,2.2639613355025525,2.2154208837388123,2.065458248111895,1.9273783677158616,2.1095095389218765,2.186285258180255,2.138216463283545,2.100421310577472,1.958243096681803,1.8251903252083732,2.0000380194326297,2.0727956745252127
KOI-750.02,Candidate,5.04414507,0.0468,Kepler-662,9.885491525,4897.0,641.0,39.04086657,,,Not in HZ,3.982532239907675,3.153929239498607,1.7355137810569528,1.645441025743834,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.001837224146753,4.011613661163984,4.29631634286985,4.252772034364458,4.087009091107872,4.026434058659093,3.167545382738758,3.176931942033461,3.402416749097513,3.370311522014709,3.236296367475255,3.1885365606326177,1.721929604924442,1.7134728941180168,1.8731754105572178,1.850291764739397,1.7958882998475878,1.7533970156311538,1.633873271826853,1.5980663696198514,1.775957546897701,1.7548840794028489,1.702686970269737,1.6624079924753516
KOI-750.03,Candidate,14.5168147,0.0946,Kepler-662,9.885491525,4897.0,641.0,39.04086657,,,Not in HZ,3.982532239907675,3.153929239498607,1.7355137810569528,1.645441025743834,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.00191723520868,4.011613661163984,4.29631634286985,4.251792967429467,4.087005882494042,4.026420760828606,3.167393673159944,3.176931942033461,3.402416749097513,3.3694937549774786,3.23629383356247,3.188526054519187,1.7222257385186643,1.7134728941180168,1.8731754105572178,1.8497939671644184,1.7958860724524945,1.7533887046945997,1.6337414389785576,1.5980663696198514,1.775957546897701,1.754403951371696,1.7026848591785422,1.662400114654345
KOI-972.01,Candidate,13.11896676,0.1376,KOI-972,9.4,7800.0,227.0,7.656877771,,,Not in HZ,4.484536886551711,3.548959762060508,2.061044181535156,1.954148426582737,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.253171638262024,4.256456719087153,4.979026758368379,4.482273454540342,3.794370622513771,4.416036768875966,3.3678710010903243,3.3691624188528047,3.9403891997848914,3.515101238974178,3.003946364937192,3.4948688568279493,1.922921487502486,1.9416610169812256,2.28722824832071,2.0440492432743538,1.7224021474929623,2.0991618372410654,1.8154518578396728,1.84088578904605,2.168573217028197,1.9309954412783639,1.6329793696356254,1.9901371982841685
KOI-972.02,Candidate,7.821931,0.0975,KOI-972,9.4,7800.0,227.0,7.656877771,,,Not in HZ,4.484536886551711,3.548959762060508,2.061044181535156,1.954148426582737,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.254136590088683,4.256456719087153,4.979026758368379,4.482839852295216,3.794372758123462,4.415992824483534,3.3678710010903243,3.3691624188528047,3.9403891997848914,3.515572424969597,3.003948051614186,3.494834094881618,1.923371994995502,1.9416610169812256,2.28722824832071,2.044337531386061,1.7224036308780535,2.0991323849364605,1.8161052912801066,1.84088578904605,2.168573217028197,1.9312726497654737,1.6329807755457617,1.9901092878992586
LkCa 15 b,Candidate,40000.0,15.7,LkCa 15,12.03,4306.39,160.0,0.337473725,,,Not in HZ,4.296180316521508,3.4027835161537023,1.8232719410321685,1.7286784063160272,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.300882040143122,4.292059428214062,3.3847596412757865,3.4614636260368976,4.505462582962181,4.384076659019561,3.4053632302096988,3.3995132507022765,2.680094849529463,2.752132059639746,3.5679036603735867,3.47220783214435,1.825052260614881,1.8287675859032768,1.5029851176339182,1.586354323515491,1.9552537255580713,1.8708119121030804,1.729577850593604,1.7278148262357171,1.424971309445097,1.5073139449147335,1.8537993636736583,1.7737527350096873
LkCa 15 c,Candidate,3286.203561,18.6,LkCa 15,12.03,4306.39,160.0,0.337473725,,,Not in HZ,4.296180316521508,3.4027835161537023,1.8232719410321685,1.7286784063160272,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.297731107311317,4.292059428214062,3.7894087842119974,3.875321519916161,4.513094253035176,4.390327527796644,3.40261235130826,3.3995132507022765,3.0012169403534363,3.06695169953123,3.5739285997769876,3.4771102312701636,1.824284358750194,1.8287675859032768,1.627065236385906,1.646681469909662,1.9605394524312438,1.8726923329315373,1.7286659414429721,1.7278148262357171,1.5426378989964724,1.5610699970177342,1.8588093723573837,1.7755410353958707
LkCa 15 d,Candidate,3286.203561,24.7,LkCa 15,12.03,4306.39,160.0,0.337473725,,,Not in HZ,4.296180316521508,3.4027835161537023,1.8232719410321685,1.7286784063160272,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.297731107311317,4.292059428214062,3.7894087842119974,3.875544411938157,4.512938507428684,4.390473512941274,3.40261235130826,3.3995132507022765,3.0012169403534363,3.067173268374964,3.573805540575731,3.477225581829413,1.824284358750194,1.8287675859032768,1.627065236385906,1.6468053152797375,1.9604309421111967,1.8727830916176145,1.7286659414429721,1.7278148262357171,1.5426378989964724,1.5611858878226146,1.8587065369109022,1.7756270487308892
LoTr 5 Ab,Candidate,129.8,0.518,LoTr 5 A,8.88,5410.0,498.798,59.68282984,,,Conservative HZ,3.875118670425618,3.0684102165562543,1.7210242786911096,1.6316899855508442,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,3.887770762976226,3.848198001497783,4.107473772990054,4.287375703523329,3.870326200443023,3.9140723043071324,3.0826062937704006,3.047096589405491,3.2523882396858483,3.390480113566993,3.064556814333468,3.099130688393573,1.7404135132089826,1.7457274966400862,1.8245846123811766,1.8819910022684518,1.7154708138926318,1.7385983368168185,1.6490127685543103,1.6551109476072092,1.7298746589339284,1.7834655627650409,1.6264327022457479,1.648359129404
LoTr 5 Ac,Candidate,5.96675,0.0665,LoTr 5 A,8.88,5410.0,498.798,59.68282984,,,Not in HZ,3.875118670425618,3.0684102165562543,1.7210242786911096,1.6316899855508442,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.888031236830065,3.848198001497783,4.277942461998311,4.300246934288897,3.870363719040623,3.9141448289413656,3.0826062937704006,3.047096589405491,3.387372039501782,3.4012220329196383,3.0645864417895656,3.0991879057092673,1.7421635269981868,1.7457274966400862,1.9001358966423196,1.8885308019762865,1.7154968478476615,1.7386397977773407,1.6500348619686023,1.6551109476072092,1.8015042929726892,1.7897692225092565,1.6264573770877542,1.648398442912049
MWC 480 b,Candidate,3286.203561,78.0,MWC 480,7.62,8460.0,161.8,20.04273732,,,Not in HZ,4.004266526037346,3.1690035913784147,1.8377042168893056,1.7424633354018992,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.744289996129366,3.7490852356284816,3.632430672685223,4.186454875293146,3.423950174420094,4.307712768816151,2.964013571350535,2.9678401051015686,2.874682378373594,3.261781108238083,2.7104067700174834,3.408402630305125,1.8305088892726997,1.899901895362961,1.6686210688095198,1.9132986632098807,1.5802437888155398,2.0980664741767194,1.7355500427247745,1.8013368158211194,1.582068775953482,1.8036482110319842,1.4981843807789934,1.9890850650842293
MWC 480 c,Candidate,3286.203561,245.0,MWC 480,7.62,8460.0,161.8,20.04273732,,,Not in HZ,4.004266526037346,3.1690035913784147,1.8377042168893056,1.7424633354018992,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.744289996129366,3.7490852356284816,3.632430672685223,4.192482100484917,3.419686319291544,4.324091265444025,2.964013571350535,2.9678401051015686,2.874682378373594,3.2677771562616225,2.7070377722125887,3.4213397876941105,1.8305088892726997,1.899901895362961,1.6686210688095198,1.9166469743168597,1.5772730964470287,2.107574387826059,1.7355500427247745,1.8013368158211194,1.582068775953482,1.8067811174374881,1.4953690497031848,1.9980985825880118
ome2 Sco b,Candidate,4405.192718,5.265,ome2 Sco,4.33,5313.0,91.9469,133.9905541,,,Not in HZ,2.691470484167191,2.13123237419159,1.1914638306906575,1.1296188882251776,Not in HZ,Not in HZ,Not in HZ,Not in HZ,2.649830586918904,2.6566527274870566,4.128592219135191,3.865673210217392,3.0565728700038357,2.7234108307662392,2.0955792054583275,2.103732631503273,3.2692430700605106,3.0428702264717744,2.4199736007032016,2.156451969088156,1.1645402750872622,1.1713710313078072,1.825552339956155,1.6720519862682914,1.380080765434053,1.1992175188614316,1.104265706336061,1.1105706906650934,1.7307947741830323,1.5820522778789834,1.3084306115059856,1.1369855237104805
ome2 Sco c,Candidate,421.9248873,1.101,ome2 Sco,4.33,5313.0,91.9469,133.9905541,,,Not in HZ,2.691470484167191,2.13123237419159,1.1914638306906575,1.1296188882251776,Not in HZ,Not in HZ,Conservative HZ,Not in HZ,2.685362981701075,2.685692894908083,3.980032881625945,4.249367611080581,3.057515217809998,2.7409945076604707,2.1286642624725625,2.1271396801926685,3.1515665946214746,3.3599009736671097,2.420717627625362,2.1703536618588033,1.1664492015151113,1.1713710313078072,1.7625107057244154,1.8592007434658795,1.380733909576025,1.2104835406450314,1.1072467014257987,1.1105706906650934,1.6710244142187274,1.7618427146355322,1.3090496750623821,1.1476629092839397
psi UMa b,Candidate,463.6,1.44,psi UMa,3.01,4537.0,45.02477,108.368486,,,Not in HZ,2.1654181642396746,1.7150340958110597,0.9289843959901768,0.880779652348132,Not in HZ,Not in HZ,Not in HZ,Not in HZ,2.186586909014864,2.1865869090148657,2.666957046702452,4.171867793339376,2.8709019714011226,1.9903452280035956,1.7316811053042587,1.7316811053042558,2.112261274607027,3.3083874997777585,2.273047345199072,1.5769525383807848,0.9582497503609576,0.9499064456777501,1.1436829760822402,1.7982032813473714,1.2908232551545835,0.8136729730718075,0.909816311957933,0.9006082082294236,1.0843379976771808,1.7060316766894665,1.2238091630868586,0.7714677681691093
