planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,referenced_planet,harmonic_ratio,habitable_zone_status,HZ_distance_recent_venus,HZ_distance_runaway_greenhouse,HZ_distance_maximum_greenhouse,HZ_distance_early_mars,predicted_habitable_zone_status_Random Forest,predicted_habitable_zone_status_Decision Tree,predicted_habitable_zone_status_K-Neighbors,predicted_habitable_zone_status_SVM,HZ_distance_HZ_distance_recent_venus_Random Forest_prediction,HZ_distance_HZ_distance_recent_venus_Decision Tree_prediction,HZ_distance_HZ_distance_recent_venus_K-Neighbors_prediction,HZ_distance_HZ_distance_recent_venus_SVM_prediction,HZ_distance_HZ_distance_recent_venus_Linear Regression_prediction,HZ_distance_HZ_distance_recent_venus_Polynomial Regression_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Random Forest_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Decision Tree_prediction,HZ_distance_HZ_distance_runaway_greenhouse_K-Neighbors_prediction,HZ_distance_HZ_distance_runaway_greenhouse_SVM_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Linear Regression_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Polynomial Regression_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Random Forest_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Decision Tree_prediction,HZ_distance_HZ_distance_maximum_greenhouse_K-Neighbors_prediction,HZ_distance_HZ_distance_maximum_greenhouse_SVM_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Linear Regression_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Polynomial Regression_prediction,HZ_distance_HZ_distance_early_mars_Random Forest_prediction,HZ_distance_HZ_distance_early_mars_Decision Tree_prediction,HZ_distance_HZ_distance_early_mars_K-Neighbors_prediction,HZ_distance_HZ_distance_early_mars_SVM_prediction,HZ_distance_HZ_distance_early_mars_Linear Regression_prediction,HZ_distance_HZ_distance_early_mars_Polynomial Regression_prediction
GJ 739 j,Aschwaden Prediction,113.3075,0.3868233073572406,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 b,5 banding 2,Conservative HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.92869525229207,4.313164163716026,4.232760490400166,4.380250537423278,3.4711058167264666,3.5043275811507617,3.9023358561362,3.4076233856482925,3.351602022283778,3.4680993100438133,1.9697714119702088,1.9807790510707575,2.206631648664189,1.9031308083507372,1.8685432170411211,1.95896036179156,1.866348095547324,1.8779586926128207,2.0920876141619744,1.8028034601148,1.7715667803055593,1.8572751080695187
GJ 739 k,Aschwaden Prediction,135.969,0.4368176028408998,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 b,3 banding 1,Conservative HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.775092033151749,4.310802660359314,4.232754457610161,4.380307999673255,3.4711058167264666,3.5043275811507617,3.780716643148947,3.4056535754702497,3.3515972587267697,3.4681447884532064,1.9697714119702088,1.9807790510707575,2.137992003155714,1.9019318460057848,1.8685390332700411,1.9590001547623488,1.866348095547324,1.8779586926128207,2.027010974943784,1.8016482423799487,1.771562814896166,1.857312814104994
GJ 739 l,Aschwaden Prediction,277.46,1.090544522702153,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 c,2 banding 1,Conservative HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Not in HZ,Not in HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.751056906702489,4.296102544709269,4.2327080696262795,4.380638627683544,3.4711058167264666,3.5043275811507617,3.7616760177617534,3.393398086854575,3.3515606257444333,3.468406461573517,1.9697714119702088,1.9807790510707575,2.1277612582898513,1.894479010758683,1.8685068349685316,1.9592278826890648,1.866348095547324,1.8779586926128207,2.0173112705999805,1.7944679747039651,1.7715322977469343,1.8575285991692714
GJ 739 m,Aschwaden Prediction,208.095,0.900224668910756,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 c,3 banding 2,Conservative HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.637895367311379,4.303307028634634,4.232727487630101,4.3804639752584285,3.4711058167264666,3.5043275811507617,3.6720832826298695,3.399404280144754,3.3515759589065035,3.46826823519942,1.9697714119702088,1.9807790510707575,2.076906042495417,1.8981297033536433,1.868520304510925,1.9591071755634206,1.866348095547324,1.8779586926128207,1.9690959059310065,1.7979848986070694,1.77154506420959,1.8574142222115917
GJ 739 n,Aschwaden Prediction,231.21666666666667,0.965730401770503,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 c,5 banding 3,Conservative HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.8754304494553855,4.3009041296808235,4.232720962218488,4.3805219047921495,3.4711058167264666,3.5043275811507617,3.860161779081858,3.3974008548372803,3.351570806178147,3.468314082871146,1.9697714119702088,1.9807790510707575,2.1828467119433945,1.8969116376706503,1.8685157779161456,1.9591472111991717,1.866348095547324,1.8779586926128207,2.069537324793545,1.796811425346694,1.7715407738965345,1.857452158268949
GJ 739 o,Aschwaden Prediction,173.4125,0.7971928821729949,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 c,5 banding 4,Conservative HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.637895367311379,4.306913964955538,4.232737397616862,4.380377717837522,3.4711058167264666,3.5043275811507617,3.6720832826298695,3.4024119271859883,3.3515837842916016,3.4681999675360444,1.9697714119702088,1.9807790510707575,2.076906042495417,1.8999589682615592,1.8685271793113074,1.9590475663454998,1.866348095547324,1.8779586926128207,1.9690959059310065,1.799747270986891,1.771551580146856,1.8573577390944025
GJ 739 p,Aschwaden Prediction,184.97333333333333,0.8322412315171202,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 c,4 banding 3,Conservative HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.8754304494553855,4.305711311010386,4.232734076302632,4.380406378130983,3.4711058167264666,3.5043275811507617,3.860161779081858,3.4014090466829185,3.3515811616191784,3.4682226504976654,1.9697714119702088,1.9807790510707575,2.1828467119433945,1.8993489261554393,1.868524875180543,1.959067371673898,1.866348095547324,1.8779586926128207,2.069537324793545,1.7991595268032803,1.7715493962924576,1.8573765057629275
GJ 739 q,Aschwaden Prediction,346.825,1.2654648197829728,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 c,5 banding 2,Not in HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Not in HZ,Not in HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,3.6197820840202084,4.288910881912198,4.232689044804966,4.380815521425058,3.4711058167264666,3.5043275811507617,2.865964220895971,3.387404310106888,3.3515456032474695,3.4685464609623056,1.9697714119702088,1.9807790510707575,1.6220442616093513,1.890838926288216,1.8684936393623395,1.9593501414757535,1.866348095547324,1.8779586926128207,1.537845502538342,1.7909616274764073,1.7715197908941624,1.85764444653827
GJ 739 r,Aschwaden Prediction,416.19,1.4290175864366583,GJ 739,11.0,5688.237937,14.15,25.31588459192905,GJ 739 c,3 banding 1,Not in HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.384833020880356,4.42614417383065,3.2592097916761356,4.281732305639351,4.232670310220197,4.3809942065739005,3.4711058167264666,3.5043275811507617,2.5804782598348845,3.381423191068027,3.3515308100749674,3.4686878773792937,1.9697714119702088,1.9807790510707575,1.4606100380530176,1.8872095855186402,1.8684806459683378,1.959473632580249,1.866348095547324,1.8779586926128207,1.3847911584658976,1.787465984434259,1.7715074756782867,1.8577614617097327
GM Aur f,Aschwaden Prediction,17.49,0.1301668862613923,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur b,2 banding 1,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,5.026805152568193,4.191660704213936,4.555250318994975,4.421148251258534,3.4237675594525148,3.424521240715351,3.9814764797949778,3.3297238632033705,3.6073186593644335,3.501545045785873,1.8246687027455457,1.822361852647425,2.13299772333914,1.8019401109553737,1.9783253742983369,1.8836956733423893,1.7306327689964538,1.7338942205732588,2.02233553750392,1.710659229197685,1.8756727446797519,1.7859753784784909
GM Aur g,Aschwaden Prediction,13.1175,0.1074503971625647,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur b,3 banding 2,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,5.026805152568193,4.192108849412148,4.555251816720565,4.4211547020326805,3.4237675594525148,3.424521240715351,3.9814764797949778,3.33009845698827,3.607319842158003,3.5015501417876544,1.8246687027455457,1.822361852647425,2.13299772333914,1.8021678808988797,1.9783264140499708,1.8836996682029956,1.7306327689964538,1.7338942205732588,2.02233553750392,1.7108790537004688,1.8756737301395767,1.7859791652524946
GM Aur h,Aschwaden Prediction,14.574999999999998,0.1152691309245724,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur b,5 banding 3,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,5.026805152568193,4.1919594706828756,4.555251311183242,4.421152518161746,3.4237675594525148,3.424521240715351,3.9814764797949778,3.329973595582894,3.6073194429192506,3.5015484165286983,1.8246687027455457,1.822361852647425,2.13299772333914,1.802091957623364,1.9783260630799504,1.883698313105143,1.7306327689964538,1.7338942205732588,2.02233553750392,1.7108057786234587,1.8756733974962128,1.7859778807460964
GM Aur i,Aschwaden Prediction,10.93125,0.0951525710890619,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur b,5 banding 4,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,5.026805152568193,4.192332907947708,4.555252589572818,4.421158055285303,3.4237675594525148,3.424521240715351,3.9814764797949778,3.3302857392122815,3.6073204525095663,3.501552790945186,1.8246687027455457,1.822361852647425,2.13299772333914,1.8022817635566866,1.9783269506396062,1.883701754957754,1.7306327689964538,1.7338942205732588,2.02233553750392,1.7109889647294385,1.875674238709208,1.7859811432870392
GM Aur j,Aschwaden Prediction,11.659999999999998,0.0993359257414903,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur b,4 banding 3,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,5.026805152568193,4.1922582233401755,4.555252329808683,4.421156926118982,3.4237675594525148,3.424521240715351,3.9814764797949778,3.330223313416898,3.6073202473628596,3.5015518988617016,1.8246687027455457,1.822361852647425,2.13299772333914,1.8022438031363006,1.9783267702807432,1.8837010513965162,1.7306327689964538,1.7338942205732588,2.02233553750392,1.7109523280855834,1.8756740677685662,1.785980476383505
GM Aur k,Aschwaden Prediction,21.8625,0.1510452914442558,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur b,5 banding 2,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,5.026805152568193,4.191212545922183,4.555248868199467,4.421142051788186,3.4237675594525148,3.424521240715351,3.9814764797949778,3.32934925456159,3.607317513651706,3.501540148594101,1.8246687027455457,1.822361852647425,2.13299772333914,1.8017123484031927,1.9783243672436004,1.8836918539636875,1.7306327689964538,1.7338942205732588,2.02233553750392,1.7104394141265153,1.8756717902068418,1.7859717579984897
GM Aur l,Aschwaden Prediction,26.235,0.1705668734902561,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur b,3 banding 1,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,4.96423409409041,4.190764392148747,4.555247452046457,4.421136038884117,3.4237675594525148,3.424521240715351,3.931928844179464,3.3289746485638823,3.60731639531104,3.5015353989968716,1.8246687027455457,1.822361852647425,2.104857484933005,1.801484603026706,1.978323384324817,1.883688164794258,1.7306327689964538,1.7338942205732588,1.9956566084900937,1.7102196176424127,1.8756708586076227,1.7859682609103449
GM Aur m,Aschwaden Prediction,6572.407122,3.9685026299204975,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur c,2 banding 1,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,4.370870530848885,3.5945577456083564,4.55377653280402,4.416273894884028,3.4237675594525148,3.424521240715351,3.4613149485089734,2.8373001877164685,3.6061550823073736,3.497699380180488,1.8246687027455457,1.822361852647425,1.9076896932379466,1.516477144128014,1.977304166551018,1.8810137928454842,1.7306327689964538,1.7338942205732588,1.8086877360505689,1.4363751875427266,1.8747048164428288,1.7834323610383414
GM Aur n,Aschwaden Prediction,4929.3053415,3.2759267427611203,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur c,3 banding 2,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,3.7147761484796704,3.7280729148953142,4.554139079811141,4.417363214358969,3.4237675594525148,3.424521240715351,2.9422411478356834,2.94605927999159,3.606441314566813,3.4985585847608123,1.8246687027455457,1.822361852647425,1.5709954323167685,1.5766661683623198,1.9775553544522149,1.8815995798445067,1.7306327689964538,1.7338942205732588,1.4895027893211084,1.4939571681144312,1.8749428997074242,1.7839878586643914
GM Aur o,Aschwaden Prediction,5477.005935,3.514302772090621,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur c,5 banding 3,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,3.7841774305115132,3.6822245994105085,4.554018038874003,4.416993419227429,3.4237675594525148,3.424521240715351,2.9969662254684635,2.908607890386371,3.6063457521603426,3.4982668954367986,1.8246687027455457,1.822361852647425,1.6306147594310811,1.5557100140596563,1.9774714914279619,1.8814000057103852,1.7306327689964538,1.7338942205732588,1.5460032358708653,1.4738885442839171,1.874863411888863,1.783798606243058
GM Aur p,Aschwaden Prediction,4107.75445125,2.900993021007987,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur c,5 banding 4,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,3.7807249725577643,3.799256130714265,4.55432108470062,4.417931662494947,3.4237675594525148,3.424521240715351,2.994343704067896,3.004403778123722,3.6065850085861353,3.4990069934692327,1.8246687027455457,1.822361852647425,1.6222119242854984,1.6097433576580407,1.9776814579704456,1.8819078248856065,1.7306327689964538,1.7338942205732588,1.538037728756262,1.5256715904490057,1.8750624242579823,1.7842801570057456
GM Aur q,Aschwaden Prediction,4381.604748,3.0285343213869,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur c,4 banding 3,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,3.7807249725577643,3.7752137550579232,4.554260350955403,4.4177402596596425,3.4237675594525148,3.424521240715351,2.9943437040678966,2.984671703523676,3.606537058866725,3.4988560058836757,1.8246687027455457,1.822361852647425,1.6222119242854984,1.598500732511945,1.9776393778652523,1.881803835245512,1.7306327689964538,1.7338942205732588,1.538037728756262,1.514887219692231,1.8750225395267563,1.7841815477846192
GM Aur r,Aschwaden Prediction,8215.5089025,4.605039373300483,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur c,5 banding 2,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,4.362143781507086,3.473637274236899,4.553415416592052,4.415239943374039,3.4237675594525148,3.424521240715351,3.454385496151704,2.739687026813272,3.6058699805614225,3.496883946966938,1.8246687027455457,1.822361852647425,1.9049248222290243,1.4644468065090623,1.9770539755064487,1.8804636453021328,1.7306327689964538,1.7338942205732588,1.80606614502031,1.386768875962634,1.874467677901245,1.7829106410891904
GM Aur s,Aschwaden Prediction,9858.610683,5.20020955762976,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur c,3 banding 1,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,4.0949594456730996,3.3660823157512123,4.553055356553825,4.414254598755174,3.4237675594525148,3.424521240715351,3.2424835300806967,2.6537448110050654,3.6055857133295226,3.4961069394343474,1.8246687027455457,1.822361852647425,1.8174483461805484,1.4206987971162792,1.976804520314103,1.879944717983125,1.7306327689964538,1.7338942205732588,1.7231105128249662,1.3452344328557264,1.8742312367282792,1.7824185105459072
GM Aur t,Aschwaden Prediction,6572.407122,28.57321893542759,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur d,2 banding 1,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.316263298028479,4.292059428214062,4.370870530848885,3.595447389875088,4.553148323547698,4.418886284635455,3.4276780063910217,3.424521240715351,3.4613149485089734,2.838184512251,3.6056587156293896,3.4997621894974333,1.8260139067292755,1.8287675859032768,1.9076896932379466,1.516971510210111,1.976866483659053,1.8824586180778842,1.73051056098679,1.7338942205732588,1.8086877360505689,1.436837808350931,1.8742900234941682,1.7848020685988701
GM Aur u,Aschwaden Prediction,4929.3053415,23.586672547880067,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur d,3 banding 2,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.317280277100122,4.292059428214062,3.7147761484796704,3.7288121430515075,4.553620504495777,4.418302062312569,3.4276780063910217,3.424521240715351,2.9422411478356834,2.94679409403666,3.606031572901943,3.4992989026648864,1.8260139067292755,1.8287675859032768,1.5709954323167685,1.5770769495099513,1.9771940551853762,1.8820193022500171,1.73051056098679,1.7338942205732588,1.4895027893211084,1.4943415697236007,1.8746004956724662,1.7843859351144977
GM Aur v,Aschwaden Prediction,5477.005935,25.302979959052475,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur d,5 banding 3,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.316263298028479,4.292059428214062,3.7841774305115132,3.683016116654042,4.553461728916111,4.418435997523295,3.4276780063910217,3.424521240715351,2.9969662254684635,2.909394679493685,3.605906195240496,3.4994052622240943,1.8260139067292755,1.8287675859032768,1.6306147594310811,1.5561498519872177,1.9770839018648525,1.8821266712992992,1.73051056098679,1.7338942205732588,1.5460032358708653,1.4743001372660143,1.8744960924877536,1.7844876175817235
GM Aur w,Aschwaden Prediction,4107.75445125,20.887149751257507,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur d,5 banding 4,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.317280277100122,4.292059428214062,3.7807249725577643,3.7999122534940715,4.5538618609484205,4.4182239134282035,3.4276780063910217,3.424521240715351,2.994343704067896,3.0050559845460834,3.606222162343365,3.4992364069372517,1.8260139067292755,1.8287675859032768,1.6222119242854984,1.6101079574266448,1.9773615098354909,1.8819372591310572,1.73051056098679,1.7338942205732588,1.538037728756262,1.5260127756827222,1.8747592087730898,1.7843082944129574
GM Aur x,Aschwaden Prediction,4381.604748,21.805447113985675,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur d,4 banding 3,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.317280277100122,4.292059428214062,3.7807249725577643,3.775898252169288,4.553780937566726,4.418232976129481,3.4276780063910217,3.424521240715351,2.9943437040678966,2.985352114492995,3.606158260196181,3.4992438096612153,1.8260139067292755,1.8287675859032768,1.6222119242854984,1.5988810998080247,1.9773053633051494,1.881953663237065,1.73051056098679,1.7338942205732588,1.538037728756262,1.5152431600946743,1.874705993262728,1.7843238027483288
GM Aur y,Aschwaden Prediction,8215.5089025,33.156283487763474,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur d,5 banding 2,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.316263298028479,4.292059428214062,4.362143781507086,3.4746601233835905,4.552686444324722,4.419982978610254,3.4276780063910217,3.424521240715351,3.454385496151704,2.7407037467945905,3.6052939980539453,3.5006306022850717,1.8260139067292755,1.8287675859032768,1.9049248222290243,1.4650151907535593,1.9765460895004467,1.8832267565367276,1.73051056098679,1.7338942205732588,1.80606614502031,1.387300764151746,1.8739863533215537,1.785529848792927
GM Aur z,Aschwaden Prediction,9858.610683,37.441508814934274,GM Aur,12.24,4287.0,155.0,25.31588459192905,GM Aur d,3 banding 1,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.316263298028479,4.292059428214062,4.0949594456730996,3.3672236925942594,4.552232169552692,4.421543459067782,3.4276780063910217,3.424521240715351,3.2424835300806967,2.6548793299328763,3.6049352889796733,3.501865647785772,1.8260139067292755,1.8287675859032768,1.8174483461805484,1.4213330392151944,1.976230993477848,1.8842918952909256,1.73051056098679,1.7338942205732588,1.7231105128249662,1.345827952526982,1.8736877042029887,1.786539116477829
GY 91 d,Aschwaden Prediction,6572.407122,11.111807363777396,GY 91,9.885491525,3300.0,137.0,25.31588459192905,GY 11 d,2 banding 1,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,3.8519106320746572,3.5019927687687797,4.195961937229301,3.6728621316730674,3.0343667795421436,3.0283230364079237,3.051099731598822,2.77599365329426,3.322908610212246,2.9099534798273066,1.5517242290397997,1.549940309342442,1.5924371663929884,1.4410692343667373,1.8139025802534956,1.4791842467707355,1.4712988541461158,1.469606734172489,1.5098677610513147,1.3671920720080468,1.7197853678651223,1.402496784991988
GY 91 e,Aschwaden Prediction,4929.3053415,9.172594879731138,GY 91,9.885491525,3300.0,137.0,25.31588459192905,GY 11 d,3 banding 2,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.082435636839376,3.632271944863997,4.1963563134450865,3.681291239852646,3.0343667795421436,3.0283230364079237,3.233880001537469,2.882366958656763,3.323219991669041,2.9166184390912875,1.5517242290397997,1.549940309342442,1.6618125536116175,1.4993043271506434,1.814175944045858,1.4846688830421395,1.4712988541461158,1.469606734172489,1.5756714403611827,1.4230112884269865,1.7200444672659538,1.4076947014778938
GY 91 f,Aschwaden Prediction,5477.005935,9.84004776185374,GY 91,9.885491525,3300.0,137.0,25.31588459192905,GY 11 d,5 banding 3,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.152255060244603,3.5874797547280757,4.1962243172891505,3.678458340172365,3.0343667795421436,3.0283230364079237,3.2891679940148784,2.845696503405502,3.3231157732208034,2.91437844836555,1.5517242290397997,1.549940309342442,1.6938799490016916,1.478979734550137,1.8140844483549459,1.4828258049380216,1.4712988541461158,1.469606734172489,1.6060729379867662,1.4035122352710752,1.7199577459539936,1.4059479730652735
GY 91 g,Aschwaden Prediction,4107.75445125,8.122780458822364,GY 91,9.885491525,3300.0,137.0,25.31588459192905,GY 11 d,5 banding 4,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.09368219084313,3.7019155801385555,4.1965555494335485,3.6855878311557797,3.0343667795421436,3.0283230364079237,3.242765167610096,2.9395685665939713,3.323377300488328,2.9200157710713004,1.5517242290397997,1.549940309342442,1.6712143725586965,1.5314725636363553,1.8143140527314099,1.4874638138998315,1.4712988541461158,1.469606734172489,1.584580190908138,1.4539063517064104,1.7201753691374988,1.4103435245175584
GY 91 h,Aschwaden Prediction,4381.604748,8.479896099883318,GY 91,9.885491525,3300.0,137.0,25.31588459192905,GY 11 d,4 banding 3,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.082435636839376,3.678380317477548,4.196488954180967,3.684149067901666,3.0343667795421436,3.0283230364079237,3.233880001537469,2.9202135613827798,3.3233247194189195,2.918878136332874,1.5517242290397997,1.549940309342442,1.6618125536116175,1.520527727939728,1.8142678888253672,1.4865279541935026,1.4712988541461158,1.469606734172489,1.5756714403611827,1.4433903664851822,1.720131614180072,1.4094565876259324
GY 91 i,Aschwaden Prediction,8215.5089025,12.894110245241352,GY 91,9.885491525,3300.0,137.0,25.31588459192905,GY 11 d,5 banding 2,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.349475715956887,3.3844978361999924,4.195571567239943,3.6646270392995497,3.0343667795421436,3.0283230364079237,3.444439659961696,2.680885836963556,3.3226003941932163,2.903441892611635,1.5517242290397997,1.549940309342442,1.8934742918706085,1.3911627030304987,1.8136320076596897,1.4738238205588488,1.4712988541461158,1.469606734172489,1.795212192461453,1.3195036505046494,1.719528913688723,1.397416591397524
GY 91 j,Aschwaden Prediction,9858.610683,14.560586761363329,GY 91,9.885491525,3300.0,137.0,25.31588459192905,GY 11 d,3 banding 1,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.077489798159639,3.28053297304813,4.195184154537064,3.6565654739696827,3.0343667795421436,3.0283230364079237,3.2289202221370927,2.5975508689953024,3.3222945148135308,2.897067479303571,1.5517242290397997,1.549940309342442,1.78254804548463,1.3496933232578359,1.813363495452109,1.4685743247724088,1.4712988541461158,1.469606734172489,1.6900407341999142,1.2800287531229173,1.7192744121444543,1.39244153479755
