planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,harmonic_ratio,habitable_zone_status
Kepler-320 i,Aschwaden Prediction,20.928885,7.594468663,Kepler-320,10.81796395,6435,846.74,,5 banding 2,Not in HZ
Kepler-320 j,Aschwaden Prediction,25.114662,8.576002359,Kepler-320,10.81796395,6435,846.74,,3 banding 1,Not in HZ
Kepler-321 d,Aschwaden Prediction,9.830758,4.589069872,Kepler-321,10.81796395,5740,388.83,,2 banding 1,Not in HZ
Kepler-321 e,Aschwaden Prediction,7.3730685,3.788193715,Kepler-321,10.81796395,5740,388.83,,3 banding 2,Not in HZ
Kepler-321 f,Aschwaden Prediction,8.192298333,4.063845354,Kepler-321,10.81796395,5740,388.83,,5 banding 3,Not in HZ
Kepler-321 g,Aschwaden Prediction,6.14422375,3.354630427,Kepler-321,10.81796395,5740,388.83,,5 banding 4,Not in HZ
Kepler-321 h,Aschwaden Prediction,6.553838667,3.502115762,Kepler-321,10.81796395,5740,388.83,,4 banding 3,Not in HZ
Kepler-321 i,Aschwaden Prediction,12.2884475,5.325143869,Kepler-321,10.81796395,5740,388.83,,5 banding 2,Not in HZ
Kepler-321 j,Aschwaden Prediction,14.746137,6.013382688,Kepler-321,10.81796395,5740,388.83,,3 banding 1,Not in HZ
Kepler-322 d,Aschwaden Prediction,3.307776,2.220022594,Kepler-322,10.81796395,5388,405.16,,2 banding 1,Not in HZ
Kepler-322 e,Aschwaden Prediction,2.480832,1.832588274,Kepler-322,10.81796395,5388,405.16,,3 banding 2,Not in HZ
Kepler-322 f,Aschwaden Prediction,2.75648,1.965938361,Kepler-322,10.81796395,5388,405.16,,5 banding 3,Not in HZ
Kepler-322 g,Aschwaden Prediction,2.06736,1.622846361,Kepler-322,10.81796395,5388,405.16,,5 banding 4,Not in HZ
Kepler-322 h,Aschwaden Prediction,2.205184,1.694194322,Kepler-322,10.81796395,5388,405.16,,4 banding 3,Not in HZ
Kepler-322 i,Aschwaden Prediction,4.13472,2.576108021,Kepler-322,10.81796395,5388,405.16,,5 banding 2,Not in HZ
Kepler-322 j,Aschwaden Prediction,4.961664,2.909052555,Kepler-322,10.81796395,5388,405.16,,3 banding 1,Not in HZ
Kepler-323 d,Aschwaden Prediction,3.356654,2.241838817,Kepler-323,10.81796395,5987,460.8,,2 banding 1,Not in HZ
Kepler-323 e,Aschwaden Prediction,2.5174905,1.85059717,Kepler-323,10.81796395,5987,460.8,,3 banding 2,Not in HZ
Kepler-323 f,Aschwaden Prediction,2.797211667,1.985257692,Kepler-323,10.81796395,5987,460.8,,5 banding 3,Not in HZ
Kepler-323 g,Aschwaden Prediction,2.09790875,1.638794117,Kepler-323,10.81796395,5987,460.8,,5 banding 4,Not in HZ
Kepler-323 h,Aschwaden Prediction,2.237769333,1.710843216,Kepler-323,10.81796395,5987,460.8,,4 banding 3,Not in HZ
Kepler-323 i,Aschwaden Prediction,4.1958175,2.601423505,Kepler-323,10.81796395,5987,460.8,,5 banding 2,Not in HZ
Kepler-323 j,Aschwaden Prediction,5.034981,2.937639894,Kepler-323,10.81796395,5987,460.8,,3 banding 1,Not in HZ
Kepler-324 f,Aschwaden Prediction,8.77063,4.252919804,Kepler-324,10.81796395,5194,508.94,,2 banding 1,Not in HZ
Kepler-324 g,Aschwaden Prediction,6.5779725,3.510707947,Kepler-324,10.81796395,5194,508.94,,3 banding 2,Not in HZ
Kepler-324 h,Aschwaden Prediction,7.308858333,3.766168061,Kepler-324,10.81796395,5194,508.94,,5 banding 3,Not in HZ
Kepler-324 i,Aschwaden Prediction,5.48164375,3.108903236,Kepler-324,10.81796395,5194,508.94,,5 banding 4,Not in HZ
Kepler-324 j,Aschwaden Prediction,5.847086667,3.245585248,Kepler-324,10.81796395,5194,508.94,,4 banding 3,Not in HZ
Kepler-324 k,Aschwaden Prediction,10.9632875,4.935076268,Kepler-324,10.81796395,5194,508.94,,5 banding 2,Not in HZ
Kepler-324 l,Aschwaden Prediction,13.155945,5.572901488,Kepler-324,10.81796395,5194,508.94,,3 banding 1,Not in HZ
Kepler-324 m,Aschwaden Prediction,27.95879936,9.211824987,Kepler-324,10.81796395,5194,508.94,,2 banding 1,Not in HZ
Kepler-324 n,Aschwaden Prediction,20.96909952,7.604193984,Kepler-324,10.81796395,5194,508.94,,3 banding 2,Not in HZ
Kepler-324 o,Aschwaden Prediction,23.29899947,8.157520633,Kepler-324,10.81796395,5194,508.94,,5 banding 3,Not in HZ
Kepler-324 p,Aschwaden Prediction,17.4742496,6.733884916,Kepler-324,10.81796395,5194,508.94,,5 banding 4,Not in HZ
Kepler-324 q,Aschwaden Prediction,18.63919957,7.029938175,Kepler-324,10.81796395,5194,508.94,,4 banding 3,Not in HZ
Kepler-324 r,Aschwaden Prediction,34.9484992,10.689376,Kepler-324,10.81796395,5194,508.94,,5 banding 2,Not in HZ
Kepler-324 s,Aschwaden Prediction,41.93819904,12.07090553,Kepler-324,10.81796395,5194,508.94,,3 banding 1,Not in HZ
Kepler-324 t,Aschwaden Prediction,68.338,16.7150691,Kepler-324,10.81796395,5194,508.94,,2 banding 1,Not in HZ
Kepler-324 u,Aschwaden Prediction,51.2535,13.79798553,Kepler-324,10.81796395,5194,508.94,,3 banding 2,Not in HZ
Kepler-324 v,Aschwaden Prediction,56.94833333,14.80200951,Kepler-324,10.81796395,5194,508.94,,5 banding 3,Not in HZ
Kepler-324 w,Aschwaden Prediction,42.71125,12.21878964,Kepler-324,10.81796395,5194,508.94,,5 banding 4,Not in HZ
Kepler-324 x,Aschwaden Prediction,45.55866667,12.75598511,Kepler-324,10.81796395,5194,508.94,,4 banding 3,Not in HZ
Kepler-324 y,Aschwaden Prediction,85.4225,19.39611952,Kepler-324,10.81796395,5194,508.94,,5 banding 2,Not in HZ
Kepler-324 z,Aschwaden Prediction,102.507,21.90293675,Kepler-324,10.81796395,5194,508.94,,3 banding 1,Not in HZ
Kepler-325 e,Aschwaden Prediction,9.088878,4.355187422,Kepler-325,10.81796395,5752,843.12,,2 banding 1,Not in HZ
Kepler-325 f,Aschwaden Prediction,6.8166585,3.595128006,Kepler-325,10.81796395,5752,843.12,,3 banding 2,Not in HZ
Kepler-325 g,Aschwaden Prediction,7.574065,3.856731029,Kepler-325,10.81796395,5752,843.12,,5 banding 3,Not in HZ
Kepler-325 h,Aschwaden Prediction,5.68054875,3.183661319,Kepler-325,10.81796395,5752,843.12,,5 banding 4,Not in HZ
Kepler-325 i,Aschwaden Prediction,6.059252,3.323630047,Kepler-325,10.81796395,5752,843.12,,4 banding 3,Not in HZ
Kepler-325 j,Aschwaden Prediction,11.3610975,5.053747327,Kepler-325,10.81796395,5752,843.12,,5 banding 2,Not in HZ
Kepler-325 k,Aschwaden Prediction,13.633317,5.706909979,Kepler-325,10.81796395,5752,843.12,,3 banding 1,Not in HZ
Kepler-325 l,Aschwaden Prediction,25.524344,8.669014434,Kepler-325,10.81796395,5752,843.12,,2 banding 1,Not in HZ
Kepler-325 m,Aschwaden Prediction,19.143258,7.156113746,Kepler-325,10.81796395,5752,843.12,,3 banding 2,Not in HZ
Kepler-325 n,Aschwaden Prediction,21.27028667,7.676835396,Kepler-325,10.81796395,5752,843.12,,5 banding 3,Not in HZ
Kepler-325 o,Aschwaden Prediction,15.952715,6.337087995,Kepler-325,10.81796395,5752,843.12,,5 banding 4,Not in HZ
Kepler-325 p,Aschwaden Prediction,17.01622933,6.615696195,Kepler-325,10.81796395,5752,843.12,,4 banding 3,Not in HZ
Kepler-325 q,Aschwaden Prediction,31.90543,10.05950015,Kepler-325,10.81796395,5752,843.12,,5 banding 2,Not in HZ
Kepler-325 r,Aschwaden Prediction,38.286516,11.35962249,Kepler-325,10.81796395,5752,843.12,,3 banding 1,Not in HZ
Kepler-326 e,Aschwaden Prediction,4.496658,2.724331207,Kepler-326,10.81796395,5105,494.3,,2 banding 1,Not in HZ
Kepler-326 f,Aschwaden Prediction,3.3724935,2.248885862,Kepler-326,10.81796395,5105,494.3,,3 banding 2,Not in HZ
Kepler-326 g,Aschwaden Prediction,3.747215,2.412528252,Kepler-326,10.81796395,5105,494.3,,5 banding 3,Not in HZ
Kepler-326 h,Aschwaden Prediction,2.81041125,1.991498194,Kepler-326,10.81796395,5105,494.3,,5 banding 4,Not in HZ
Kepler-326 i,Aschwaden Prediction,2.997772,2.079053823,Kepler-326,10.81796395,5105,494.3,,4 banding 3,Not in HZ
Kepler-326 j,Aschwaden Prediction,5.6208225,3.161306328,Kepler-326,10.81796395,5105,494.3,,5 banding 2,Not in HZ
Kepler-326 k,Aschwaden Prediction,6.744987,3.569883783,Kepler-326,10.81796395,5105,494.3,,3 banding 1,Not in HZ
Kepler-326 l,Aschwaden Prediction,9.160716,4.378106074,Kepler-326,10.81796395,5105,494.3,,2 banding 1,Not in HZ
Kepler-326 m,Aschwaden Prediction,6.870537,3.614046936,Kepler-326,10.81796395,5105,494.3,,3 banding 2,Not in HZ
Kepler-326 n,Aschwaden Prediction,7.63393,3.877026614,Kepler-326,10.81796395,5105,494.3,,5 banding 3,Not in HZ
Kepler-326 o,Aschwaden Prediction,5.7254475,3.200414955,Kepler-326,10.81796395,5105,494.3,,5 banding 4,Not in HZ
Kepler-326 p,Aschwaden Prediction,6.107144,3.341120252,Kepler-326,10.81796395,5105,494.3,,4 banding 3,Not in HZ
Kepler-326 q,Aschwaden Prediction,11.450895,5.080342067,Kepler-326,10.81796395,5105,494.3,,5 banding 2,Not in HZ
Kepler-326 r,Aschwaden Prediction,13.741074,5.736941908,Kepler-326,10.81796395,5105,494.3,,3 banding 1,Not in HZ
Kepler-327 e,Aschwaden Prediction,5.09915,2.962546609,Kepler-327,10.81796395,3799,243.68,,2 banding 1,Not in HZ
Kepler-327 f,Aschwaden Prediction,3.8243625,2.445528344,Kepler-327,10.81796395,3799,243.68,,3 banding 2,Not in HZ
Kepler-327 g,Aschwaden Prediction,4.249291667,2.623479618,Kepler-327,10.81796395,3799,243.68,,5 banding 3,Not in HZ
Kepler-327 h,Aschwaden Prediction,3.18696875,2.165634709,Kepler-327,10.81796395,3799,243.68,,5 banding 4,Not in HZ
Kepler-327 i,Aschwaden Prediction,3.399433333,2.260846199,Kepler-327,10.81796395,3799,243.68,,4 banding 3,Not in HZ
Kepler-327 j,Aschwaden Prediction,6.3739375,3.437730815,Kepler-327,10.81796395,3799,243.68,,5 banding 2,Not in HZ
Kepler-327 k,Aschwaden Prediction,7.648725,3.882034266,Kepler-327,10.81796395,3799,243.68,,3 banding 1,Not in HZ
Kepler-327 l,Aschwaden Prediction,10.424666,4.772084218,Kepler-327,10.81796395,3799,243.68,,2 banding 1,Not in HZ
Kepler-327 m,Aschwaden Prediction,7.8184995,3.939268729,Kepler-327,10.81796395,3799,243.68,,3 banding 2,Not in HZ
Kepler-327 n,Aschwaden Prediction,8.687221667,4.22591349,Kepler-327,10.81796395,3799,243.68,,5 banding 3,Not in HZ
Kepler-327 o,Aschwaden Prediction,6.51541625,3.488414726,Kepler-327,10.81796395,3799,243.68,,5 banding 4,Not in HZ
Kepler-327 p,Aschwaden Prediction,6.949777333,3.641781848,Kepler-327,10.81796395,3799,243.68,,4 banding 3,Not in HZ
Kepler-327 q,Aschwaden Prediction,13.0308325,5.537513205,Kepler-327,10.81796395,3799,243.68,,5 banding 2,Not in HZ
Kepler-327 r,Aschwaden Prediction,15.636999,6.253199324,Kepler-327,10.81796395,3799,243.68,,3 banding 1,Not in HZ
Kepler-328 d,Aschwaden Prediction,69.842,16.95942453,Kepler-328,10.81796395,5914,2354.42,,2 banding 1,Not in HZ
Kepler-328 e,Aschwaden Prediction,52.3815,13.99969649,Kepler-328,10.81796395,5914,2354.42,,3 banding 2,Not in HZ
Kepler-328 f,Aschwaden Prediction,58.20166667,15.01839817,Kepler-328,10.81796395,5914,2354.42,,5 banding 3,Not in HZ
Kepler-328 g,Aschwaden Prediction,43.65125,12.39741454,Kepler-328,10.81796395,5914,2354.42,,5 banding 4,Not in HZ
Kepler-328 h,Aschwaden Prediction,46.56133333,12.9424632,Kepler-328,10.81796395,5914,2354.42,,4 banding 3,Not in HZ
Kepler-328 i,Aschwaden Prediction,87.3025,19.67966888,Kepler-328,10.81796395,5914,2354.42,,5 banding 2,Not in HZ
Kepler-328 j,Aschwaden Prediction,104.763,22.22313294,Kepler-328,10.81796395,5914,2354.42,,3 banding 1,Not in HZ
Kepler-329 d,Aschwaden Prediction,14.832794,6.036918463,Kepler-329,10.81796395,4257,445.2,,2 banding 1,Not in HZ
Kepler-329 e,Aschwaden Prediction,11.1245955,4.983366393,Kepler-329,10.81796395,4257,445.2,,3 banding 2,Not in HZ
Kepler-329 f,Aschwaden Prediction,12.36066167,5.345985947,Kepler-329,10.81796395,4257,445.2,,5 banding 3,Not in HZ
Kepler-329 g,Aschwaden Prediction,9.27049625,4.413014168,Kepler-329,10.81796395,4257,445.2,,5 banding 4,Not in HZ
Kepler-329 h,Aschwaden Prediction,9.888529333,4.607031031,Kepler-329,10.81796395,4257,445.2,,4 banding 3,Not in HZ
Kepler-329 i,Aschwaden Prediction,18.5409925,7.005223332,Kepler-329,10.81796395,4257,445.2,,5 banding 2,Not in HZ
Kepler-329 j,Aschwaden Prediction,22.249191,7.910601055,Kepler-329,10.81796395,4257,445.2,,3 banding 1,Not in HZ
Kepler-33 g,Aschwaden Prediction,11.33586,5.046260303,Kepler-33,14,5904,1252.84,,2 banding 1,Not in HZ
Kepler-33 h,Aschwaden Prediction,8.501895,4.1655961,Kepler-33,14,5904,1252.84,,3 banding 2,Not in HZ
Kepler-33 i,Aschwaden Prediction,9.44655,4.468709794,Kepler-33,14,5904,1252.84,,5 banding 3,Not in HZ
Kepler-33 j,Aschwaden Prediction,7.0849125,3.688838659,Kepler-33,14,5904,1252.84,,5 banding 4,Not in HZ
Kepler-33 k,Aschwaden Prediction,7.55724,3.85101736,Kepler-33,14,5904,1252.84,,4 banding 3,Not in HZ
Kepler-33 l,Aschwaden Prediction,14.169825,5.855666368,Kepler-33,14,5904,1252.84,,5 banding 2,Not in HZ
Kepler-33 m,Aschwaden Prediction,17.00379,6.612471631,Kepler-33,14,5904,1252.84,,3 banding 1,Not in HZ
Kepler-33 n,Aschwaden Prediction,26.35124,8.855247506,Kepler-33,14,5904,1252.84,,2 banding 1,Not in HZ
Kepler-33 o,Aschwaden Prediction,19.76343,7.309845759,Kepler-33,14,5904,1252.84,,3 banding 2,Not in HZ
Kepler-33 p,Aschwaden Prediction,21.95936667,7.84175387,Kepler-33,14,5904,1252.84,,5 banding 3,Not in HZ
Kepler-33 q,Aschwaden Prediction,16.469525,6.473225196,Kepler-33,14,5904,1252.84,,5 banding 4,Not in HZ
Kepler-33 r,Aschwaden Prediction,17.56749333,6.757818627,Kepler-33,14,5904,1252.84,,4 banding 3,Not in HZ
Kepler-33 s,Aschwaden Prediction,32.93905,10.27560449,Kepler-33,14,5904,1252.84,,5 banding 2,Not in HZ
Kepler-33 t,Aschwaden Prediction,39.52686,11.60365685,Kepler-33,14,5904,1252.84,,3 banding 1,Not in HZ
Kepler-33 u,Aschwaden Prediction,43.55192,12.37860022,Kepler-33,14,5904,1252.84,,2 banding 1,Not in HZ
Kepler-33 v,Aschwaden Prediction,32.66394,10.21830934,Kepler-33,14,5904,1252.84,,3 banding 2,Not in HZ
Kepler-33 w,Aschwaden Prediction,36.29326667,10.96185467,Kepler-33,14,5904,1252.84,,5 banding 3,Not in HZ
Kepler-33 x,Aschwaden Prediction,27.21995,9.048811655,Kepler-33,14,5904,1252.84,,5 banding 4,Not in HZ
Kepler-33 y,Aschwaden Prediction,29.03461333,9.446639984,Kepler-33,14,5904,1252.84,,4 banding 3,Not in HZ
Kepler-33 z,Aschwaden Prediction,54.4399,14.36409314,Kepler-33,14,5904,1252.84,,5 banding 2,Not in HZ
Kepler-33 aa,Aschwaden Prediction,65.32788,16.220555,Kepler-33,14,5904,1252.84,,3 banding 1,Not in HZ
Kepler-33 ba,Aschwaden Prediction,63.5688,15.92805239,Kepler-33,14,5904,1252.84,,2 banding 1,Not in HZ
Kepler-33 ca,Aschwaden Prediction,47.6766,13.14831755,Kepler-33,14,5904,1252.84,,3 banding 2,Not in HZ
Kepler-33 da,Aschwaden Prediction,52.974,14.1050678,Kepler-33,14,5904,1252.84,,5 banding 3,Not in HZ
Kepler-33 ea,Aschwaden Prediction,39.7305,11.64347693,Kepler-33,14,5904,1252.84,,5 banding 4,Not in HZ
Kepler-33 fa,Aschwaden Prediction,42.3792,12.15537895,Kepler-33,14,5904,1252.84,,4 banding 3,Not in HZ
Kepler-33 ga,Aschwaden Prediction,79.461,18.48286753,Kepler-33,14,5904,1252.84,,5 banding 2,Not in HZ
Kepler-33 ha,Aschwaden Prediction,95.3532,20.87165311,Kepler-33,14,5904,1252.84,,3 banding 1,Not in HZ
Kepler-330 d,Aschwaden Prediction,16.51956,6.486329158,Kepler-330,10.81796395,5117,732.46,,2 banding 1,Not in HZ
Kepler-330 e,Aschwaden Prediction,12.38967,5.354346748,Kepler-330,10.81796395,5117,732.46,,3 banding 2,Not in HZ
Kepler-330 f,Aschwaden Prediction,13.7663,5.743961052,Kepler-330,10.81796395,5117,732.46,,5 banding 3,Not in HZ
Kepler-330 g,Aschwaden Prediction,10.324725,4.741535378,Kepler-330,10.81796395,5117,732.46,,5 banding 4,Not in HZ
Kepler-330 h,Aschwaden Prediction,11.01304,4.949995579,Kepler-330,10.81796395,5117,732.46,,4 banding 3,Not in HZ
Kepler-330 i,Aschwaden Prediction,20.64945,7.526718248,Kepler-330,10.81796395,5117,732.46,,5 banding 2,Not in HZ
Kepler-330 j,Aschwaden Prediction,24.77934,8.49949566,Kepler-330,10.81796395,5117,732.46,,3 banding 1,Not in HZ
Kepler-331 e,Aschwaden Prediction,16.914992,6.589430238,Kepler-331,10.81796395,4347,589.63,,2 banding 1,Not in HZ
Kepler-331 f,Aschwaden Prediction,12.686244,5.439454814,Kepler-331,10.81796395,4347,589.63,,3 banding 2,Not in HZ
Kepler-331 g,Aschwaden Prediction,14.09582667,5.83526209,Kepler-331,10.81796395,4347,589.63,,5 banding 3,Not in HZ
Kepler-331 h,Aschwaden Prediction,10.57187,4.816902725,Kepler-331,10.81796395,4347,589.63,,5 banding 4,Not in HZ
Kepler-331 i,Aschwaden Prediction,11.27666133,5.028676429,Kepler-331,10.81796395,4347,589.63,,4 banding 3,Not in HZ
Kepler-331 j,Aschwaden Prediction,21.14374,7.646356453,Kepler-331,10.81796395,4347,589.63,,5 banding 2,Not in HZ
Kepler-331 k,Aschwaden Prediction,25.372488,8.634596294,Kepler-331,10.81796395,4347,589.63,,3 banding 1,Not in HZ
Kepler-331 l,Aschwaden Prediction,34.56222,10.61046508,Kepler-331,10.81796395,4347,589.63,,2 banding 1,Not in HZ
Kepler-331 m,Aschwaden Prediction,25.921665,8.758745939,Kepler-331,10.81796395,4347,589.63,,3 banding 2,Not in HZ
Kepler-331 n,Aschwaden Prediction,28.80185,9.396084696,Kepler-331,10.81796395,4347,589.63,,5 banding 3,Not in HZ
Kepler-331 o,Aschwaden Prediction,21.6013875,7.756297023,Kepler-331,10.81796395,4347,589.63,,5 banding 4,Not in HZ
Kepler-331 p,Aschwaden Prediction,23.04148,8.097300328,Kepler-331,10.81796395,4347,589.63,,4 banding 3,Not in HZ
Kepler-331 q,Aschwaden Prediction,43.202775,12.31235405,Kepler-331,10.81796395,4347,589.63,,5 banding 2,Not in HZ
Kepler-331 r,Aschwaden Prediction,51.84333,13.90364252,Kepler-331,10.81796395,4347,589.63,,3 banding 1,Not in HZ
Kepler-332 e,Aschwaden Prediction,15.252648,6.150307527,Kepler-332,10.81796395,4955,347.65,,2 banding 1,Not in HZ
Kepler-332 f,Aschwaden Prediction,11.439486,5.076967003,Kepler-332,10.81796395,4955,347.65,,3 banding 2,Not in HZ
Kepler-332 g,Aschwaden Prediction,12.71054,5.446397497,Kepler-332,10.81796395,4955,347.65,,5 banding 3,Not in HZ
Kepler-332 h,Aschwaden Prediction,9.532905,4.495902076,Kepler-332,10.81796395,4955,347.65,,5 banding 4,Not in HZ
Kepler-332 i,Aschwaden Prediction,10.168432,4.693563081,Kepler-332,10.81796395,4955,347.65,,4 banding 3,Not in HZ
Kepler-332 j,Aschwaden Prediction,19.06581,7.136799685,Kepler-332,10.81796395,4955,347.65,,5 banding 2,Not in HZ
Kepler-332 k,Aschwaden Prediction,22.878972,8.059182761,Kepler-332,10.81796395,4955,347.65,,3 banding 1,Not in HZ
Kepler-332 l,Aschwaden Prediction,31.991244,10.07752967,Kepler-332,10.81796395,4955,347.65,,2 banding 1,Not in HZ
Kepler-332 m,Aschwaden Prediction,23.993433,8.318817455,Kepler-332,10.81796395,4955,347.65,,3 banding 2,Not in HZ
Kepler-332 n,Aschwaden Prediction,26.65937,8.924144384,Kepler-332,10.81796395,4955,347.65,,5 banding 3,Not in HZ
