planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,referenced_planet,harmonic_ratio,luminosity,habitable_zone_status,HZ_distance_recent_venus,HZ_distance_runaway_greenhouse,HZ_distance_maximum_greenhouse,HZ_distance_early_mars,stellar_flux_recent_venus,stellar_flux_runaway_greenhouse,stellar_flux_maximum_greenhouse,stellar_flux_early_mars,predicted_habitable_zone_status_Random Forest,predicted_habitable_zone_status_Decision Tree,predicted_habitable_zone_status_K-Neighbors,predicted_habitable_zone_status_SVM,HZ_distance_recent_venus_Random Forest_prediction,HZ_distance_recent_venus_Decision Tree_prediction,HZ_distance_recent_venus_K-Neighbors_prediction,HZ_distance_recent_venus_SVM_prediction,HZ_distance_recent_venus_Linear Regression_prediction,HZ_distance_recent_venus_Polynomial Regression_prediction,HZ_distance_runaway_greenhouse_Random Forest_prediction,HZ_distance_runaway_greenhouse_Decision Tree_prediction,HZ_distance_runaway_greenhouse_K-Neighbors_prediction,HZ_distance_runaway_greenhouse_SVM_prediction,HZ_distance_runaway_greenhouse_Linear Regression_prediction,HZ_distance_runaway_greenhouse_Polynomial Regression_prediction,HZ_distance_maximum_greenhouse_Random Forest_prediction,HZ_distance_maximum_greenhouse_Decision Tree_prediction,HZ_distance_maximum_greenhouse_K-Neighbors_prediction,HZ_distance_maximum_greenhouse_SVM_prediction,HZ_distance_maximum_greenhouse_Linear Regression_prediction,HZ_distance_maximum_greenhouse_Polynomial Regression_prediction,HZ_distance_early_mars_Random Forest_prediction,HZ_distance_early_mars_Decision Tree_prediction,HZ_distance_early_mars_K-Neighbors_prediction,HZ_distance_early_mars_SVM_prediction,HZ_distance_early_mars_Linear Regression_prediction,HZ_distance_early_mars_Polynomial Regression_prediction,stellar_flux_recent_venus_Random Forest_prediction,stellar_flux_recent_venus_Decision Tree_prediction,stellar_flux_recent_venus_K-Neighbors_prediction,stellar_flux_recent_venus_SVM_prediction,stellar_flux_recent_venus_Linear Regression_prediction,stellar_flux_recent_venus_Polynomial Regression_prediction,stellar_flux_runaway_greenhouse_Random Forest_prediction,stellar_flux_runaway_greenhouse_Decision Tree_prediction,stellar_flux_runaway_greenhouse_K-Neighbors_prediction,stellar_flux_runaway_greenhouse_SVM_prediction,stellar_flux_runaway_greenhouse_Linear Regression_prediction,stellar_flux_runaway_greenhouse_Polynomial Regression_prediction,stellar_flux_maximum_greenhouse_Random Forest_prediction,stellar_flux_maximum_greenhouse_Decision Tree_prediction,stellar_flux_maximum_greenhouse_K-Neighbors_prediction,stellar_flux_maximum_greenhouse_SVM_prediction,stellar_flux_maximum_greenhouse_Linear Regression_prediction,stellar_flux_maximum_greenhouse_Polynomial Regression_prediction,stellar_flux_early_mars_Random Forest_prediction,stellar_flux_early_mars_Decision Tree_prediction,stellar_flux_early_mars_K-Neighbors_prediction,stellar_flux_early_mars_SVM_prediction,stellar_flux_early_mars_Linear Regression_prediction,stellar_flux_early_mars_Polynomial Regression_prediction
2MASS J18471756+4248402 c,Aschwaden Prediction,3.626238825,0.045338826,2MASS J18471756+4248402,11.57451405,5770.0,24949.97293,K04136.01,3 to 2,0.002005369,Conservative HZ,0.0337181925847661,0.0425877274824319,0.0751188239260554,0.0792316666561879,1.7638665462890302,1.10566958828869,0.355383072092425,0.319445455468989,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.06131505699999999,0.1309751374890109,0.048536542724697374,0.03396744251832906,0.048673798921729926,0.048605718746579846,0.077443918,0.1402819623531515,0.06130122107876723,0.04290450229849885,0.08736077290462052,0.08732092022316434,0.136600293,0.1733977003897671,0.1088867726001772,0.07514263114937991,0.0921331229451198,0.09210078170148327,0.144079318,0.17754463226045036,0.11484797372496325,0.07925715678741274,1.7484177770495861,1.7468788796935122,1.7638665459999998,1.8586414734833538,2.3713681261941802e+33,3.2413795562748106e+31,1.0621164510251924,1.0571510183961244,1.105669588,1.1999983040296707,1.4821050788713453e+33,2.0258622213837992e+31,0.34271666993079314,0.3603012216384712,0.355383072,0.44978937340364444,4.541593420255813e+32,6.207820663511605e+30,0.2975097950193946,0.2945769476539455,0.319445455,0.4136738492749834,4.0757889668962544e+32,5.571121112436142e+30
2MASS J18471756+4248402 b,Aschwaden Prediction,4.02915425,0.04863795,2MASS J18471756+4248402,11.57451405,5770.0,24949.97293,K04136.01,5 to 3,0.002005369,Conservative HZ,0.0337181925847661,0.0425877274824319,0.0751188239260554,0.0792316666561879,1.7638665462890302,1.10566958828869,0.355383072092425,0.319445455468989,Conservative HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0665826598,0.13097378547419503,0.04853754402958815,0.033967435795751455,0.048673798921729926,0.048605718746579846,0.0840971582,0.14027319636426627,0.061302486372176834,0.04290449384961181,0.08736077290462052,0.08732092022316434,0.14833568260000002,0.17338270823263424,0.1088888849193772,0.07514259268446466,0.0921331229451198,0.09210078170148327,0.1564572338,0.17752946683779203,0.11485020173682992,0.07925711623995135,1.7484177770495861,1.7468788796935122,1.7638665459999998,1.8583483099499474,2.371350879059896e+33,3.2417398844727374e+31,1.0621164510251924,1.0571510183961244,1.105669588,1.1997039193160246,1.4820942994124177e+33,2.0260874265222608e+31,0.34271666993079314,0.3603012216384712,0.355383072,0.4494953508826023,4.541560388913819e+32,6.208510756388123e+30,0.2975097950193946,0.2945769476539455,0.319445455,0.4133790377509783,4.075759323384201e+32,5.571740426527337e+30
2MASS J18471756+4248402 c,Aschwaden Prediction,3.021865688,0.040149743,2MASS J18471756+4248402,11.57451405,5770.0,24949.97293,K04136.01,5 to 4,0.002005369,Not in HZ,0.0337181925847661,0.0425877274824319,0.0751188239260554,0.0792316666561879,1.7638665462890302,1.10566958828869,0.355383072092425,0.319445455468989,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.06131505699999999,0.130977184517583,0.048535046345566324,0.033967453067948794,0.048673798921729926,0.048605718746579846,0.077443918,0.1402952161612031,0.06129933018323941,0.04290451556169783,0.08736077290462052,0.08732092022316434,0.136600293,0.17342064061594853,0.10888361685638959,0.07514268940052937,0.0921331229451198,0.09210078170148327,0.144079318,0.17756784985401775,0.11484464513919324,0.07925721819312992,1.7484177770495861,1.7468788796935122,1.7638665459999998,1.8590822176483135,2.3713951422823447e+33,3.2408556129744594e+31,1.0621164510251924,1.0571510183961244,1.105669588,1.200440889263632,1.482121963926448e+33,2.0255347567984248e+31,0.34271666993079314,0.3603012216384712,0.355383072,0.45023142077426037,4.541645160888959e+32,6.206817218481255e+30,0.2975097950193946,0.2945769476539455,0.319445455,0.4141170809579018,4.075835400797787e+32,5.57022058488542e+30
2MASS J18471756+4248402 b,Aschwaden Prediction,3.2233234,0.041914915,2MASS J18471756+4248402,11.57451405,5770.0,24949.97293,K04136.01,4 to 3,0.002005369,Not in HZ,0.0337181925847661,0.0425877274824319,0.0751188239260554,0.0792316666561879,1.7638665462890302,1.10566958828869,0.355383072092425,0.319445455468989,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.06131505699999999,0.13097649951733303,0.04853554431538065,0.03396744948267283,0.048673798921729926,0.048605718746579846,0.077443918,0.14029078392161387,0.06129995944211131,0.04290451105357851,0.08736077290462052,0.08732092022316434,0.136600293,0.17341293328567353,0.10888466689155729,0.07514266990176433,0.0921331229451198,0.09210078170148327,0.144079318,0.1775600477593402,0.11484575268548958,0.07925719763830474,1.7484177770495861,1.7468788796935122,1.7638665459999998,1.8589351677309738,2.3713859678840337e+33,3.241027818323921e+31,1.0621164510251924,1.0571510183961244,1.105669588,1.2002932243991409,1.4821162299275038e+33,2.0256423851493323e+31,0.34271666993079314,0.3603012216384712,0.355383072,0.4500839344681693,4.541627590277895e+32,6.207147022491187e+30,0.2975097950193946,0.2945769476539455,0.319445455,0.413969199774749,4.075819632300687e+32,5.570516562830096e+30
2MASS J18471756+4248402 c,Aschwaden Prediction,6.043731375,0.063733745,2MASS J18471756+4248402,11.57451405,5770.0,24949.97293,K04136.01,5 to 2,0.002005369,Conservative HZ,0.0337181925847661,0.0425877274824319,0.0751188239260554,0.0792316666561879,1.7638665462890302,1.10566958828869,0.355383072092425,0.319445455468989,Conservative HZ,Conservative HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.08238546819999999,0.13096715890041466,0.04854258303576703,0.03396740489502703,0.048673798921729926,0.048605718746579846,0.10405687879999999,0.14023015608154177,0.06130885385964524,0.04290445504007945,0.08736077290462052,0.08732092022316434,0.18354185139999998,0.17331131466670313,0.10889952067098285,0.0751424035863002,0.0921331229451198,0.09210078170148327,0.1935909812,0.17745734979427108,0.11486142001047839,0.07925691690820069,1.7484177770495861,1.7468788796935122,1.7638665459999998,1.8568901747855766,2.3712713129434242e+33,3.2436378718557386e+31,1.0621164510251924,1.0571510183961244,1.105669588,1.1982397499251878,1.48204457058962e+33,2.0272736687120376e+31,0.34271666993079314,0.3603012216384712,0.355383072,0.4480330349215813,4.541408005592534e+32,6.212145741318184e+30,0.2975097950193946,0.2945769476539455,0.319445455,0.4119127834636709,4.0756225691215154e+32,5.575002592351094e+30
2MASS J18471756+4248402 b,Aschwaden Prediction,7.25247765,0.0719709,2MASS J18471756+4248402,11.57451405,5770.0,24949.97293,K04136.01,3 to 1,0.002005369,Conservative HZ,0.0337181925847661,0.0425877274824319,0.0751188239260554,0.0792316666561879,1.7638665462890302,1.10566958828869,0.355383072092425,0.319445455468989,Conservative HZ,Conservative HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.08238546819999999,0.13096327943603414,0.04854562547433472,0.033967387944187744,0.048673798921729926,0.048605718746579846,0.10405687879999999,0.1402049368338404,0.061312698390812104,0.04290443376754716,0.08736077290462052,0.08732092022316434,0.18354185139999998,0.17327130501641108,0.10890594557843147,0.07514229201967493,0.0921331229451198,0.09210078170148327,0.1935909812,0.17741702202395004,0.11486819680962834,0.07925679930648788,1.7484177770495861,1.7468788796935122,1.7638665459999998,1.8560212623236962,2.3712274817497032e+33,3.244833111933315e+31,1.0621164510251924,1.0571510183961244,1.105669588,1.1973672726944473,1.482017176093546e+33,2.0280206938055156e+31,0.34271666993079314,0.3603012216384712,0.355383072,0.4471617031541002,4.541324061029567e+32,6.214434839599548e+30,0.2975097950193946,0.2945769476539455,0.319445455,0.41103909419070295,4.075547234257302e+32,5.577056911240445e+30
2MASS J18474936+4415415 b,Aschwaden Prediction,21.722991,0.155882783,2MASS J18474936+4415415,11.57451405,6328.0,24949.97293,K04435.01,2 to 1,0.002005369,Not in HZ,0.0325892609263239,0.0411688381805471,0.071730746378532,0.0756578038154138,1.888188178135548,1.1831970415608082,0.389747732755262,0.3503376690716422,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.07890157280000001,0.13336537155527722,0.04648061001922521,0.03285797894411702,0.048673798921729926,0.048605718746579846,0.0996734774,0.1419411477080859,0.05870961369603289,0.04151122323431067,0.08736077290462052,0.08732092022316434,0.1736702278,0.17363945975994388,0.10291586317187029,0.07041459021928165,0.0921331229451198,0.09210078170148327,0.18317818840000002,0.17761164505477767,0.10855107130475805,0.07427183273153815,1.8579692110749366,1.8620609730121676,1.8878699214,1.9756374881353227,4.589074937937455e+33,5.9411843509224714e+32,1.0710678586529603,1.0571510183961244,1.182998573,1.2701384466995145,2.868171836210876e+33,3.7132402196733636e+32,0.35228593483437,0.38103816603167884,0.38966328419999996,0.47690998891121517,8.788897983817716e+32,1.1378428958289315e+32,0.2993741209969165,0.2945769476539455,0.3502617476,0.43748663627057294,7.887472549579996e+32,1.0211410603099852e+32
2MASS J18474936+4415415 c,Aschwaden Prediction,16.29224325,0.128678402,2MASS J18474936+4415415,11.57451405,6328.0,24949.97293,K04435.01,3 to 2,0.002005369,Not in HZ,0.0325892609263239,0.0411688381805471,0.071730746378532,0.0756578038154138,1.888188178135548,1.1831970415608082,0.389747732755262,0.3503376690716422,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0650221222,0.13325778276394834,0.04646671322189305,0.032858004112736094,0.048673798921729926,0.048605718746579846,0.0821400706,0.14189933741019628,0.058692053392110644,0.04151125417066759,0.08736077290462052,0.08732092022316434,0.1431205552,0.17401696949238976,0.10288647748268465,0.07041513050135739,0.0921331229451198,0.09210078170148327,0.1509560066,0.17802578701716143,0.10852007618308401,0.07427240210016794,1.8579692110749366,1.8620609730121676,1.8878244556000001,1.979060934615482,4.5892251536354613e+33,5.9404465567643106e+32,1.0710678586529603,1.0571510183961244,1.18297022,1.2736628109437347,2.86826572102213e+33,3.712779098302299e+32,0.35228593483437,0.38103816603167884,0.3896512188,0.4805068013359861,8.789185673703621e+32,1.1377015950678796e+32,0.2993741209969165,0.2945769476539455,0.3502509004,0.44110112443378835,7.88773073281095e+32,1.0210142519387858e+32
2MASS J18474936+4415415 b,Aschwaden Prediction,18.1024925,0.138041813,2MASS J18474936+4415415,11.57451405,6328.0,24949.97293,K04435.01,5 to 3,0.002005369,Not in HZ,0.0325892609263239,0.0411688381805471,0.071730746378532,0.0756578038154138,1.888188178135548,1.1831970415608082,0.389747732755262,0.3503376690716422,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.07890157280000001,0.13329350675760798,0.04647133863586134,0.03285799541579337,0.048673798921729926,0.048605718746579846,0.0996734774,0.1419122771486454,0.058697898173759866,0.04151124346776125,0.08736077290462052,0.08732092022316434,0.1736702278,0.17388738729767206,0.10289625706976946,0.07041495068106007,0.0921331229451198,0.09210078170148327,0.18317818840000002,0.17788364673951995,0.10853039139150633,0.07427221259830907,1.8579692110749366,1.8620609730121676,1.8878699214,1.977910256191588,4.589173674836791e+33,5.940688984630275e+32,1.0710678586529603,1.0571510183961244,1.182998573,1.2724781752936831,2.8682335467729605e+33,3.712930615725923e+32,0.35228593483437,0.38103816603167884,0.38966328419999996,0.47929775547543274,8.789087082611537e+32,1.1377480243348927e+32,0.2993741209969165,0.2945769476539455,0.3502617476,0.4398861586824845,7.88764225362574e+32,1.0210559192283227e+32
2MASS J18474936+4415415 c,Aschwaden Prediction,13.57686938,0.113951006,2MASS J18474936+4415415,11.57451405,6328.0,24949.97293,K04435.01,5 to 4,0.002005369,Not in HZ,0.0325892609263239,0.0411688381805471,0.071730746378532,0.0756578038154138,1.888188178135548,1.1831970415608082,0.389747732755262,0.3503376690716422,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0650221222,0.13320449457819883,0.04645979093265795,0.03285801786623127,0.048673798921729926,0.048605718746579846,0.0821400706,0.1418818305039048,0.0586833062131471,0.04151127112520381,0.08736077290462052,0.08732092022316434,0.1431205552,0.1742184014496676,0.10287184424578177,0.07041539959360366,0.0921331229451198,0.09210078170148327,0.15095600659999997,0.17824670033138645,0.10850464149240613,0.07427268568219314,1.8579692110749366,1.8620609730121676,1.8878244556,1.9808049009261675,4.589305622597366e+33,5.940091012524585e+32,1.0710678586529603,1.0571510183961244,1.18297022,1.2754583115723697,2.8683160141233234e+33,3.712556883141325e+32,0.35228593483437,0.38103816603167884,0.3896512188,0.48233940839696965,8.789339786135142e+32,1.137633501994519e+32,0.2993741209969165,0.2945769476539455,0.3502509004,0.44294266354853207,7.887869038839227e+32,1.0209531427724241e+32
2MASS J18474936+4415415 b,Aschwaden Prediction,14.481994,0.118960828,2MASS J18474936+4415415,11.57451405,6328.0,24949.97293,K04435.01,4 to 3,0.002005369,Not in HZ,0.0325892609263239,0.0411688381805471,0.071730746378532,0.0756578038154138,1.888188178135548,1.1831970415608082,0.389747732755262,0.3503376690716422,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0511426716,0.13322221497721798,0.04646209602596996,0.03285801317736192,0.048673798921729926,0.048605718746579846,0.06460666379999999,0.14188740970035174,0.058686218988840966,0.04151126534100458,0.08736077290462052,0.08732092022316434,0.1125708826,0.17415031383163626,0.10287671665735332,0.07041530999071699,0.0921331229451198,0.09210078170148327,0.11873382480000001,0.1781720334724759,0.10850978076329032,0.0742725912542046,1.8579692110749366,1.8620609730121676,1.8877789898,1.9802211797955311,4.589278319866191e+33,5.94020833209104e+32,1.0710678586529603,1.0571510183961244,1.182941867,1.2748573323644283,2.8682989499163336e+33,3.7126302078740685e+32,0.35228593483437,0.38103816603167884,0.3896391534,0.4817259947420278,8.78928749652944e+32,1.1376559707873064e+32,0.2993741209969165,0.2945769476539455,0.3502400532,0.44232626559389576,7.887822112270014e+32,1.0209733070729708e+32
2MASS J18474936+4415415 c,Aschwaden Prediction,27.15373875,0.180885947,2MASS J18474936+4415415,11.57451405,6328.0,24949.97293,K04435.01,5 to 2,0.002005369,Not in HZ,0.0325892609263239,0.0411688381805471,0.071730746378532,0.0756578038154138,1.888188178135548,1.1831970415608082,0.389747732755262,0.3503376690716422,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0650180872,0.13347405720667083,0.046494557893888455,0.03285795607560521,0.048673798921729926,0.048605718746579846,0.08213499780000001,0.14199183830792772,0.05872723850433742,0.04151119522187641,0.08736077290462052,0.08732092022316434,0.1431091444,0.1732955089670032,0.1029453654703314,0.07041404791771022,0.0921331229451198,0.09210078170148327,0.1509439692,0.1772342227622552,0.10858218941800712,0.07427126124052408,1.8579692110749366,1.8620609730121676,1.8882336159999997,1.9722994948045143,4.5889352100773707e+33,5.941948254502789e+32,1.0710678586529603,1.0571510183961244,1.1832253767999998,1.2667023893599878,2.8680845062983256e+33,3.713717659433296e+32,0.35228593483437,0.38103816603167884,0.3897597408,0.4734038228940838,8.788630380014246e+32,1.1379891970105605e+32,0.2993741209969165,0.2945769476539455,0.35034846540000003,0.4339630476364462,7.887232392320485e+32,1.021272356238111e+32
2MASS J18474936+4415415 b,Aschwaden Prediction,32.5844865,0.204264231,2MASS J18474936+4415415,11.57451405,6328.0,24949.97293,K04435.01,3 to 1,0.002005369,Not in HZ,0.0325892609263239,0.0411688381805471,0.071730746378532,0.0756578038154138,1.888188178135548,1.1831970415608082,0.389747732755262,0.3503376690716422,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.05113460160000001,0.13358361224088872,0.04650854347248262,0.032857934918945675,0.048673798921729926,0.048605718746579846,0.06459651820000001,0.14205133169848266,0.058744910928065774,0.04151116938541366,0.08736077290462052,0.08732092022316434,0.112548061,0.17298488153939084,0.10297495384666633,0.07041350415836445,0.0921331229451198,0.09210078170148327,0.11870974999999999,0.17689334403476353,0.10861339832037475,0.07427068821759497,1.8579692110749366,1.8620609730121676,1.8885973105999998,1.9690465101119683,4.588803224061034e+33,5.942731420145045e+32,1.0710678586529603,1.0571510183961244,1.1834521806,1.2633541843066238,2.868002015038114e+33,3.714207137981975e+32,0.35228593483437,0.38103816603167884,0.3898561974,0.4699878378592368,8.788377603224036e+32,1.1381391872210282e+32,0.2993741209969165,0.2945769476539455,0.3504351832,0.4305298955032324,7.887005541354905e+32,1.0214069628331642e+32
2MASS J18530028+4043231 b,Aschwaden Prediction,17.0583573,0.127944525,2MASS J18530028+4043231,11.57451405,5915.0,24949.97293,K04541.01,2 to 1,0.002005369,Not in HZ,0.0334220440307376,0.042215589219722,0.0741883357671363,0.078250210281175,1.7952638383845143,1.125248872821643,0.3643535785717765,0.3275090237915717,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.1173505864,0.13118013246911875,0.04802439759116389,0.03368566428407016,0.048673798921729926,0.048605718746579846,0.1482261258,0.1399661438747518,0.06065570424697053,0.04255068754492275,0.08736077290462052,0.08732092022316434,0.260504508,0.1724672811846718,0.1073818899442488,0.07392683677845713,0.0921331229451198,0.09210078170148327,0.2747673542,0.1764827537470396,0.11326093724966446,0.07797521044848765,1.7940185101467185,1.7966585772231878,1.7953080054000001,1.881088817719915,2.9473641201999194e+33,1.5349112619676561e+32,1.066016283342373,1.0571510183961244,1.1252764158,1.2106188077732645,1.8421025751249242e+33,9.59319538753224e+31,0.34271666993079314,0.3603012216384712,0.3643659798000001,0.4499924362447505,5.6447286052043015e+32,2.9396291578222283e+31,0.2975097950193946,0.2945769476539455,0.32752017120000004,0.4129055986964656,5.065782081593603e+32,2.638128731505785e+31
2MASS J18530028+4043231 c,Aschwaden Prediction,12.79376798,0.105615878,2MASS J18530028+4043231,11.57451405,5915.0,24949.97293,K04541.01,3 to 2,0.002005369,Not in HZ,0.0334220440307376,0.042215589219722,0.0741883357671363,0.078250210281175,1.7952638383845143,1.125248872821643,0.3643535785717765,0.3275090237915717,Not in HZ,Optimistic HZ,Conservative HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0382085036,0.13124505535329334,0.04801350730248993,0.0336857042740526,0.048673798921729926,0.048605718746579846,0.048261410600000006,0.14011942220998774,0.06064194301792347,0.04255073749101912,0.08736077290462052,0.08732092022316434,0.084811024,0.1726313609670329,0.10735886548986862,0.07392722658793582,0.0921331229451198,0.09210078170148327,0.0894544998,0.1766536341213889,0.11323665176103814,0.07797562130013702,1.7940185101467185,1.7966585772231878,1.7954836554000004,1.8839980260128537,2.947486681942325e+33,1.5344173079100865e+32,1.066016283342373,1.0571510183961244,1.125385951,1.2135565663265813,1.8421791762139302e+33,9.590108174508974e+31,0.34271666993079314,0.3603012216384712,0.364415567,0.45293930693140405,5.644963332827037e+32,2.938683147559771e+31,0.2975097950193946,0.2945769476539455,0.3275647456,0.4158624879435311,5.065992734588366e+32,2.637279747967172e+31
2MASS J18530028+4043231 b,Aschwaden Prediction,14.21529775,0.113301121,2MASS J18530028+4043231,11.57451405,5915.0,24949.97293,K04541.01,5 to 3,0.002005369,Not in HZ,0.0334220440307376,0.042215589219722,0.0741883357671363,0.078250210281175,1.7952638383845143,1.125248872821643,0.3643535785717765,0.3275090237915717,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.077779545,0.13122326601717127,0.048017131774936606,0.03368569052990722,0.048673798921729926,0.048605718746579846,0.0982437682,0.14006747776294182,0.06064652299213319,0.042550720317502844,0.08736077290462052,0.08732092022316434,0.172657766,0.17257324202848845,0.10736652746894149,0.07392709629281691,0.0921331229451198,0.09210078170148327,0.182110927,0.17659308876532243,0.11324473338214835,0.07797548397078713,1.7940185101467185,1.7966585772231878,1.7953958304,1.8830225024079663,2.947444673285443e+33,1.5345799794541037e+32,1.066016283342373,1.0571510183961244,1.1253311834,1.212571439450766,1.8421529208033782e+33,9.591124871713701e+31,0.34271666993079314,0.3603012216384712,0.3643907734000001,0.45195108128045014,5.644882878747564e+32,2.9389946926272034e+31,0.2975097950193946,0.2945769476539455,0.3275424584,0.4148709137000526,5.06592053220935e+32,2.6375593396841323e+31
2MASS J18530028+4043231 c,Aschwaden Prediction,10.66147331,0.093528015,2MASS J18530028+4043231,11.57451405,5915.0,24949.97293,K04541.01,5 to 4,0.002005369,Not in HZ,0.0334220440307376,0.042215589219722,0.0741883357671363,0.078250210281175,1.7952638383845143,1.125248872821643,0.3643535785717765,0.3275090237915717,Not in HZ,Optimistic HZ,Conservative HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0382108414,0.13127802331282473,0.04800808358805919,0.03368572584595353,0.048673798921729926,0.048605718746579846,0.048264348400000004,0.1401989417076696,0.060635089466733794,0.04255076446235739,0.08736077290462052,0.08732092022316434,0.084818238,0.17272497338795023,0.10734740218704475,0.07392742285582266,0.0921331229451198,0.09210078170148327,0.0894621092,0.17675118430867076,0.11322456061883712,0.07797582816579607,1.7940185101467185,1.7966585772231878,1.7952639556,1.8854722319137482,2.947552363076054e+33,1.5341778766743237e+32,1.066016283342373,1.0571510183961244,1.1252489460000001,1.215045340438428,1.8422202269225106e+33,9.588611729204147e+31,0.34271666993079314,0.3603012216384712,0.36435358100000004,0.45443284511395765,5.6450891239268996e+32,2.938224593969982e+31,0.2975097950193946,0.2945769476539455,0.3275090254,0.4173610658898377,5.066105624036962e+32,2.6368682255297136e+31
2MASS J18530028+4043231 b,Aschwaden Prediction,11.3722382,0.097639947,2MASS J18530028+4043231,11.57451405,5915.0,24949.97293,K04541.01,4 to 3,0.002005369,Not in HZ,0.0334220440307376,0.042215589219722,0.0741883357671363,0.078250210281175,1.7952638383845143,1.125248872821643,0.3643535785717765,0.3275090237915717,Not in HZ,Optimistic HZ,Conservative HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0382085036,0.13126699564871275,0.048009889575179376,0.033685718514352314,0.048673798921729926,0.048605718746579846,0.0482614106,0.14017222083987974,0.060637371561990505,0.04255075529327346,0.08736077290462052,0.08732092022316434,0.084811024,0.17269291051016167,0.10735121890990973,0.07392735731161593,0.0921331229451198,0.09210078170148327,0.0894544998,0.1767177691633025,0.11322858638187216,0.0779757590821577,1.7940185101467185,1.7966585772231878,1.7954836554,1.8849793688297605,2.9475300756006474e+33,1.5342570116516622e+32,1.066016283342373,1.0571510183961244,1.1253859510000002,1.2145475994315795,1.842206297250381e+33,9.589106322839548e+31,0.34271666993079314,0.3603012216384712,0.364415567,0.45393350057489945,5.6450464394315864e+32,2.9383761515888423e+31,0.2975097950193946,0.2945769476539455,0.3275647456,0.41686003918822845,5.0660673174386076e+32,2.6370042387722663e+31
2MASS J18530028+4043231 c,Aschwaden Prediction,21.32294663,0.148466469,2MASS J18530028+4043231,11.57451405,5915.0,24949.97293,K04541.01,5 to 2,0.002005369,Not in HZ,0.0334220440307376,0.042215589219722,0.0741883357671363,0.078250210281175,1.7952638383845143,1.125248872821643,0.3643535785717765,0.3275090237915717,Not in HZ,Not in HZ,Not in HZ,Not in HZ,0.03852989811974929,0.03848735185237997,0.0777772072,0.13111652999395623,0.04803532980284059,0.03368562738634967,0.048673798921729926,0.048605718746579846,0.0982408304,0.13982053214290774,0.06066951841960988,0.04255064151734078,0.08736077290462052,0.08732092022316434,0.17265055199999998,0.1723339981871066,0.10740501010861714,0.07392644965503581,0.0921331229451198,0.09210078170148327,0.18210331759999998,0.17634411018528273,0.11328532368671151,0.07797480243397636,1.7940185101467185,1.7966585772231878,1.7956155301999999,1.8782314347564246,2.94725016660843e+33,1.5354199696189336e+32,1.066016283342373,1.0571510183961244,1.1254681884,1.207733648979255,1.8420313541302476e+33,9.596374810515545e+31,0.34271666993079314,0.3603012216384712,0.36445275940000005,0.4470987145027716,5.644510363727753e+32,2.940603423850535e+31,0.2975097950193946,0.2945769476539455,0.3275981786,0.41000194069816276,5.065586223858243e+32,2.6390030727833455e+31
