planet_name,semi_major_axis,star_distance,star_temperature,mag_v
GJ 15 Ab,0.072,3.587,3567,8.08
GJ 15 Ac,5.4,3.587,3567,8.08
GJ 160.2 b,0.079,,4347,9.675
GJ 163 b,0.06,15,,11.8
GJ 163 c,0.124,15,,11.8
GJ 163 d,1.021,15,,11.8
GJ 163 e,0.7,15,,11.8
GJ 163 f,0.326,15,,11.8
GJ 176 b,0.066,9.42,,9.97
GJ 176 c,0.146,9.42,,9.97
GJ 179 b,2.41,12.3,3370,11.96
GJ 179 c,0.032,12.3,3370,11.96
GJ 180 b,0.092,,3371,10.894
GJ 180 c,0.129,,3371,10.894
GJ 180 d,0.31,,3371,10.894
GJ 2030 Ab,0.034,37.0788,5485,6.23
GJ 2030 Ac,16.752,37.0788,5485,6.23
GJ 2056 b,0.283,28.443,4002,10.4
GJ 2056 c,3.453,28.443,4002,10.4
GJ 229 Ba,28.933,5.75624,3564,8.125
GJ 229 c,0.896,5.75624,3564,8.125
GJ 229 d,0.339,5.75624,3564,8.125
GJ 22 Bb,3.41,9.85629,3598,12.19
GJ 238 b,0.02123,15.216,3485,11.6
GJ 251 b,0.0818,6.581,3451,10
GJ 27.1 b,0.101,,3542,11.401
GJ 3021 Ab,0.49,17.62,5540,6.59
GJ 3082 b,0.079,16.63,,11.1
GJ 3090 b,0.03165,22.444,3556,11
GJ 3138 b,0.057,,3717,10.98
GJ 3138 c,0.0197,,3717,10.98
GJ 3138 d,0.698,,3717,10.98
GJ 317 b,1.151,15.1,3510,12
GJ 317 c,5.23,15.1,3510,12
GJ 3222 Ab,0.091,17.692,5257.46,6.9
GJ 3222 Ac,2.391,17.692,5257.46,6.9
GJ 328 b,4.5,19.8,3900,9.98
GJ 328 c,0.657,19.8,3900,9.98
GJ 3293 b,0.14339,17.9,3466,11.96
GJ 3293 c,0.36175,17.9,3466,11.96
GJ 3293 d,0.194,17.9,3466,11.96
GJ 3293 e,0.0821,17.9,3466,11.96
GJ 3323 b,0.03282,,3159,12.22
GJ 3323 c,0.1264,,3159,12.22
GJ 3341 b,0.089,23.1,3526,12.08
GJ 338 Bb,0.142,6.334,4005,
GJ 341 b,0.0608,10.454,3745,9.465
GJ 3470 b,0.03557,30.7,3652,12.3
GJ 3473 b,0.01589,27.39,3347,13
GJ 3473 c,0.0876,27.39,3347,13
GJ 3512 b,0.337,9.489,3081,
GJ 3512 c,1.292,9.489,3081,
GJ 357 b,0.033,9.444,3505,
GJ 357 c,0.0607,9.444,3505,
GJ 357 d,0.204,9.444,3505,
GJ 3626 b,3.28,,,
GJ 3629 b,6.5,33.48,3367,13.38
GJ 3634 b,0.0287,20.3779,3517,11.95
GJ 367  b,0.0069,9.41,3522,10
GJ 367 c,,9.41,3522,10
GJ 367 d,,9.41,3522,10
GJ 3779 b,0.026,13.748,3324,13
GJ 3929 b,0.02569,15.83,3369,12
GJ 3929 c,0.078,15.83,3369,12
GJ 393 b,0.05402,7.0375,3579,9
GJ 3942 b,0.0608,16.93,3867,10
GJ 3988 b,0.0405,9.9081,3273,12
GJ 3998 b,0.029,17.8,3722,10.8
GJ 3998 c,0.089,17.8,3722,10.8
GJ 4001 b,6.6,22.5,3770,10.58
GJ 414 Ab,0.24,11.893,4120,8.9
GJ 414 Ac,1.43,11.893,4120,8.9
GJ 4276 b,0.082,21.35,3387,12
GJ 4276 c,0.052,21.35,3387,12
GJ 433 b,0.062,9.04,3600,9.79
GJ 433 c,4.692,9.04,3600,9.79
GJ 433 d,0.178,9.04,3600,9.79
GJ 436 b,0.02887,10.2,3684,10.68
GJ 463 b,3.53,18.365,3540,13.5
GJ 480 b,0.068,14.236,3381,11.5
GJ 486 b,0.01734,8.0761,3340,11.4
GJ 504  b,43.5,17.56,6291,5.22
GJ 536 b,0.06661,10.03,3685,
GJ 569 Bb,0.89,9.81,2500,10.15
GJ 570 D,1500,5.91,4758,5.64
GJ 581 b,0.041,6.21,3498,10.55
GJ 581 c,0.074,6.21,3498,10.55
GJ 581 e,0.029,6.21,3498,10.55
GJ 595 b,0.22,18.8261,3374,11.85
GJ 625 b,0.078399,6.49,3499,10.17
GJ 649 b,1.135,10.34,3700,9.7
GJ 649 c,0.043,10.34,3700,9.7
GJ 660.1 Ab,1.116,23.113,3800,11.6
GJ 667 Cb,0.0505,6.84,3600,10.22
GJ 667 Cc,0.125,6.84,3600,10.22
GJ 667 Ce,0.213,6.84,3600,10.22
GJ 667 Cf,0.156,6.84,3600,10.22
GJ 667 Cg,0.549,6.84,3600,10.22
GJ 674 b,0.039,4.54,3600,9.38
GJ 676 Ab,1.735,16.45,,9.59
GJ 676 Ac,9.726,16.45,,9.59
GJ 676 Ad,0.0413,16.45,,9.59
GJ 676 Ae,0.187,16.45,,9.59
GJ 682 b,0.08,,3028,
GJ 682 c,0.176,,3028,
GJ 685 b,0.1344,14.42,3816,10
GJ 687 b,0.163,4.5,3413,9.15
GJ 687 c,1.165,4.5,3413,9.15
GJ 720 Ab,0.119,15.557,3837,10
GJ 724 b,0.04685,16.9949,3799,10
GJ 740 b,0.029,11.1017,,9.4
GJ 747 b,2.78,14.96728,3375,11.26
GJ 752 Ab,0.3357,5.9116,3557,9.115
GJ 758 b,33,15.5,5425,6.36
GJ 777 Ab,3.9,16.0069,5549,5.74
GJ 777 Ac,0.128,16.0069,5549,5.74
GJ 777 Ad,0.3947,16.0069,5549,5.74
GJ 785 b,0.32,8.911,5144,6.13
GJ 785 c,1.18,8.911,5144,6.13
GJ 802 (AB)b,1.32,17.1396,3200,
GJ 832 b,3.6,4.94,,8.67
GJ 849 b,2.35,9.1,,10.37
GJ 849 c,,9.1,,10.37
GJ 867 Bb,0.0203,8.838,3328,11.48
GJ 86 Ab,0.1177,10.7836,5188.5,6.11
GJ 876 b,0.214,4.7,3350,10.17
GJ 876 c,0.134,4.7,3350,10.17
GJ 876 d,0.021,4.7,3350,10.17
GJ 876 e,0.345,4.7,3350,10.17
GJ 887 b,0.068,3.2871,3688,7.34
GJ 887 c,0.12,3.2871,3688,7.34
GJ 896 Ab,0.64282,6.2565,,10.2
GJ 900 (ABC)b,12000,20.8065,,9.546
GJ 9066 c,0.88,4.4716,3154,11
GJ 912 b,4.9,17.8023,3523,11.16
GJ 9404 b,0.0943,23.884,3861,10.62
GJ 9689 b,0.1139,30.686,3836,11.3
GJ 9714 Ab,12.319,20.5121,4263,9.326
GJ 9827 b,0.01866,30.3,4255,10.4
GJ 9827 c,0.03896,30.3,4255,10.4
GJ 9827 d,0.0555,30.3,4255,10.4
[GKH94] 41,,140,,
Gl 378 b,0.039435,14.96,3879,9
Gl 514 b,0.422,7.618,3714,9
Gl 686 b,0.0912,8.1593,3663,9.6
GLASS-JWST-BD1,,645,,
Gliese 12 b,0.066,12.162,3253,12.6
Gliese 49 b,0.0905,9.856,3805,9.56
GM Tau,,138.31,,
GO Cet,,28,,
GP Com b,,,,16.22
GPX-1 b,0.0338,,7000,11.3
GQ Lup Ab,32,140,,11.4
GSC 04516-00523 b,0.352,94.0408,4319,12.2
GSC 06784-00997 b,697,151.989,4221,11.978
GSC 08047-00232 b,,86.2977,,
GSC 6214-210 b,320,145,,
GU Boo (AB)b,5.34,161.924,3955.7,13.11
GU Psc b,2000,48,,13.55
GW Lib b,0.002667,100,14700,
GY 11,,130,,
GY 141,,130,,
GY 202,,130,,
GY 264,,139.4,,
GY 320,,139.4,,
HAT-P-10 Ab,0.0439,125,4980,11.89
HAT-P-11 b,0.053,37.89,4780,9.59
HAT-P-11 c,4.19,37.89,4780,9.59
HAT-P-12 b,0.0384,142.5,4650,12.84
HAT-P-13 b,0.045,214,5638,10.62
HAT-P-13 c,1.186,214,5638,10.62
HAT-P-14 Ab,0.0606,205,6600,9.98
HAT-P-15 b,0.0964,190,5568,12.16
HAT-P-16 Ab,0.0413,235,6158,10.8
HAT-P-17 b,0.0828,90,5246,10.54
HAT-P-17 c,2.75,90,5246,10.54
HAT-P-18 Ab,0.0559,166,4870,12.76
HAT-P-19 b,0.0466,215,4990,12.9
HAT-P-1 Bb,0.05561,139,5980,10.4
HAT-P-20 Ab,0.0361,70,4595,11.34
HAT-P-21 b,0.0494,254,5588,11.46
HAT-P-22 Ab,0.0414,82,5302,9.73
HAT-P-23 b,0.0232,393,5924,11.94
HAT-P-24 Ab,0.0465,405,6373,11.76
HAT-P-25 b,0.0466,297,5500,13.19
HAT-P-26 b,0.0479,134,5079,11.74
HAT-P-26 d,0.0643,134,5079,11.74
HAT-P-27 Ab,0.0403,204,5300,12.21
HAT-P-27 Ac,0.0217,204,5300,12.21
HAT-P-28 b,0.0434,395,5680,13.03
HAT-P-29 Ab,0.0667,322,6087,11.9
HAT-P-2 b,0.0674,118,6414,8.71
HAT-P-2 c,9,118,6414,8.71
HAT-P-30 Ab,0.0412,193,6250,10.42
HAT-P-31 b,0.055,354,6065,11.66
HAT-P-32 b,0.03427,320,6001,11.29
HAT-P-33 Ab,0.0503,419,6401,11.89
HAT-P-34 b,0.0861,257,6509,10.16
HAT-P-35 Ab,0.0498,535,6096,12.46
HAT-P-36 b,0.0238,317,5580,12.26
HAT-P-37 b,0.0379,411,5500,13.23
HAT-P-38 b,0.0523,249,5330,12.56
HAT-P-39 Ab,0.0509,642,6430,11.422
HAT-P-3 Ab,0.03866,130,5224,11.86
HAT-P-40 b,0.0608,501,6080,11.699
HAT-P-41 Ab,0.0426,348.185,6479,11.087
HAT-P-42 b,0.0575,447,5743,12.168
HAT-P-43 b,0.0443,543,5645,13.36
HAT-P-44 Bb,0.0507,374,5295,13.21
HAT-P-44 Bc,0.699,374,5295,13.21
HAT-P-45 b,0.0452,305,6330,12.794
HAT-P-46 b,0.0577,296,6120,11.936
HAT-P-46 c,0.387,296,6120,11.936
HAT-P-47 b,0.0615,268,6703,10.6
HAT-P-48 b,0.0543,305,5946,12.16
HAT-P-49 b,0.0412,322,6820,10.21
HAT-P-4 b,0.0446,310,5890,11.2
HAT-P-50 b,0.0453,597,6280,11.76
HAT-P-51 Ab,0.05069,470,5449,13.44
HAT-P-52 b,0.03694,385,5131,14.07
HAT-P-53 b,0.03159,719,5956,13.73
HAT-P-54 b,0.04117,135.8,4390,13.505
HAT-P-55 b,0.04604,480,5808,13.207
HAT-P-56 b,0.0423,323.5,6566,10.91
HAT-P-57 b,0.0406,303,7500,10.47
HAT-P-58 b,0.04994,519,5931,13
HAT-P-59 b,0.05064,267.3,5678,11.8
HAT-P-5 b,0.04079,340,5960,12
HAT-P-60 b,0.06277,235.4,6212,9.7
HAT-P-61 b,0.0301,343.2,5587,13.2
HAT-P-62 b,0.03772,353.1,5629,
HAT-P-63 b,0.04294,408,5400,13.7
HAT-P-64 b,0.05387,635,6457,12.8
HAT-P-65 b,0.03951,841,5835,13.15
HAT-P-66 b,0.04363,927,6002,13
HAT-P-67 Ab,0.06505,371.686,6417,10.69
HAT-P-68 b,0.02996,202,4508,14
HAT-P-69 b,0.06555,343.9,7724,9.8
HAT-P-6 b,0.0494,200,6570,10.5
HAT-P-70 b,0.04739,329,8450,9.5
HAT-P-7 Ab,0.039,320,6259,10.5
HAT-P-8 Ab,0.0473,211.553,6401.79,10.4
HAT-P-9 b,0.053,480,6350,
HATS-10 b,0.0449,496,5880,13.1
HATS-11 b,0.0507,944.603,5871,14
HATS-12 b,0.0441,512.41,6357,12.76
HATS-13 b,0.04057,476,5523,13.89
HATS-14 b,0.03815,513,5346,13.79
HATS-15 b,0.02712,689,5311,14.774
HATS-16 b,0.03744,774,5738,13.834
HATS-17 b,0.1308,339,5846,12.4
HATS-18 b,0.01761,645,5600,14
HATS-19 b,0.0589,780,5896,13
HATS-1 b,0.0444,303,5870,12.05
HATS-20 b,0.04619,454,5406,13.77
HATS-21 b,0.04676,286,5695,12.2
HATS-22 b,0.05025,207.9,4803,13.46
HATS-23 b,0.03397,747,5780,13.9
HATS-24 b,0.02547,510,6346,12.8
HATS-25 b,0.05163,466,5715,13.1
HATS-26 b,0.04735,907,6071,12.955
HATS-27 b,0.0611,840,6438,12.8
HATS-28 b,0.04131,521,5498,
HATS-29 b,0.05475,351,5670,12.6
HATS-2 b,0.023,360,5227,13.562
HATS-30 Ab,0.04354,339,5943,12.192
HATS-31 b,0.0478,872,6050,13.1
HATS-32 b,0.04024,839,5700,14.38
HATS-33 b,0.03727,355,5659,11.9
HATS-34 b,0.03166,532,5380,13.85
HATS-35 b,0.03199,557,6300,12.56
HATS-36 b,0.0523,878.65,5950,14.386
HATS-37 Ab,0.04913,211.1,5326,12.27
HATS-38 b,0.05036,347.7,5732,12.4
HATS-39 b,0.06,773,6572,12.75
HATS-3 b,0.0485,453,6351,11.44
HATS-40 b,0.04997,1431,6460,13.4
HATS-41 b,0.0583,800,6424,17.7
HATS-42 b,0.03689,942,6060,13.6
HATS-43 b,0.04944,341,5099,13.593
HATS-44 b,0.03649,463,5080,14.428
HATS-45 b,0.05511,818,6450,13.307
HATS-46 b,0.05367,448,5495,13.634
HATS-47 b,0.04269,301.7,4512,14.8
HATS-48 Ab,0.03769,265.4,4546,14.3
HATS-49 b,0.04515,324.6,4405,
HATS-4 b,0.0362,420,5403,13.5
HATS-50 b,0.05046,717,5990,14
HATS-51 b,0.04639,478,5758,12.5
HATS-52 b,0.02498,631,6010,13.7
HATS-53 b,0.04753,613,5644,13.8
HATS-54 b,0.037,720,5621,13.9
HATS-55 b,0.05412,623.6,6214,
HATS-56 b,0.06043,577.1,6536,11.6
HATS-57 Ab,0.03493,280,5587,11.59
HATS-58 Ab,0.05798,492,7175,11.55
HATS-59 b,0.06112,654,5670,14
HATS-59 c,2.5,654,5670,14
HATS-5 b,0.0542,257,5304,12.63
HATS-60 b,0.04708,494.7,5690,12.6
HATS-61 b,0.07908,694.2,5541,13.2
HATS-62 b,0.04163,515.9,5435,14
HATS-63 b,0.04026,634.4,5626,13.7
HATS-64 b,0.06562,1087,6560,12.8
HATS-65 Ab,0.04497,491,6276,12.38
HATS-66 b,0.04714,1542,6606,14
HATS-67 b,0.03032,983,6605,14
HATS-68 b,0.05071,619,6122,12.16
HATS-69 b,0.03211,420.3,5137,13.76
HATS-6 b,0.03623,148.4,3724,15.2
HATS-70 b,0.03632,1307,7930,12.6
HATS-71 b,0.03946,140.68,3254,15.3
HATS-72 b,0.066517,127.66,4656.1,12.7
HATS-74 Ab,0.02384,286.6,3776.9,
HATS-75 b,0.032742,195.3,3790.4,15.8
HATS-76 b,0.02658,390,4016,
HATS-77 b,0.03607,414,4071,16.35
HATS-7 b,0.04012,257,4985,13.34
HATS-8 b,0.04667,829,5679,14.03
HATS-9 b,0.0312,654.36,5599,13.3
HBC 428 b,0.39,206.6,3300,
HD 100546 b,53,110,11000,6.7
HD 100655 Ab,0.76,122,4861,6.45
HD 100777 b,1.03,52.8,5582,8.42
HD 10180 c,0.0641,39.4,5911,7.33
HD 10180 d,0.1286,39.4,5911,7.33
HD 10180 e,0.2699,39.4,5911,7.33
HD 10180 f,0.4929,39.4,5911,7.33
HD 10180 g,1.422,39.4,5911,7.33
HD 10180 h,3.4,39.4,5911,7.33
HD 101930 Ab,0.302,30.49,5079,8.21
HD 102117 b,0.1532,42,5672,7.47
HD 102195 b,0.049,28.98,5291,8.05
HD 102272 b,0.614,360,4908,8.71
HD 102272 c,1.57,360,4908,8.71
HD 102329 b,2.01,158,4830,8.04
HD 102329 c,,158,4830,8.04
HD 102365 Ab,0.46,9.24,5650,4.89
HD 102843 b,4.074,62.85,5436,
HD 102956 Ab,0.0807,126,5054,8
HD 103197 b,0.249,49.3,5303,9.41
HD 103720 b,0.0498,41.6,5017,9.49
HD 103774 Ab,0.07,55,6489,7.12
HD 103891 b,3.27,54.9,6072,8.65
HD 103949 b,0.439,26.52,4792,
HD 104067 b,0.2674,20.8,4969,7.93
HD 104067 c,0.1058,20.8,4969,7.93
Hd 104067 d,0.03,20.8,4969,7.93
HD 104289 b,2.42,70.369,6108.74,8.07
HD 10442 b,2.335,,5034,7.84
HD 104985 b,0.95,102,4786,5.79
HD 105618 b,0.091,70.0837,5671,8.64
HD 105618 c,35.731,70.0837,5671,8.64
HD 105779 b,3.38,55.1,5792,8.64
HD 106252 b,2.655,37.44,5754,7.36
HD 106270 b,4.3,84.9,5638,7.73
HD 106315 b,0.0907,109,6327,9
HD 106315 c,0.1536,109,6327,9
HD 10647 Ab,2.03,17.3,6039,5.52
HD 106515 Ab,4.59,35.2,5232,7.35
HD 106574 b,2.2,143,4501,5.88
HD 106906 (AB) b,850,92,6798,7.8
HD 107148 Ab,0.269,51.3,5797,8.01
HD 107148 Ac,0.1406,51.3,5797,8.01
HD 108147 b,0.102,38.57,6067,6.99
HD 108202 b,3.7,38.65,,10.2
HD 108236 b,0.0469,64.6,5720,9.2
HD 108236 c,0.0651,64.6,5720,9.2
HD 108236 d,0.1131,64.6,5720,9.2
HD 108236 e,0.14,64.6,5720,9.2
HD 108236 f,0.1758,64.6,5720,9.2
HD 108341 Ab,2,49.4,5122,9.36
HD 108863 b,1.4,139,4956,7.89
HD 108874 b,1.051,68.5,5407,8.76
HD 108874 c,2.68,68.5,5407,8.76
HD 109246 b,0.33,65.6,5844,8.77
HD 109271 Ab,0.079,62,5783,8.05
HD 109271 Ac,0.196,62,5783,8.05
HD 109286 b,1.259,55.5,5694,8.77
HD 109749 Ab,0.0635,63.0821,5868.57,8.1
HD 10975 b,0.95,,,
HD 109988 b,12.518,42.5279,5185.97,8.9
HD 110067 b,0.0793,32.22,5266,8.4
HD 110067 c,0.104,32.22,5266,8.4
HD 110067 d,0.136,32.22,5266,8.4
HD 110067 e,0.1785,32.22,5266,8.4
HD 110067 f,0.2163,32.22,5266,8.4
HD 110067 g,0.262,32.22,5266,8.4
HD 110113 b,0.035,106.3,5732,10
HD 110113 c,0.068,106.3,5732,10
HD 110537 b,16.714,45.0858,5718,7.83
HD 110833 b,0.7904,14.994,4960.66,7.027
HD 11112 b,13.38,44.3804,5905.64,7.13
HD 111232 b,2.148,29,5494,7.61
HD 111232 c,17.25,29,5494,7.61
HD 111591 b,2.5,108,4884,6.6
HD 11231 b,0.0664,134,6500,8.6
HD 112570 b,3.9,100.5,4672,6.1
HD 112640 b,1.7,326.8,4155,6.5
HD 113337 Ab,1.03,36.9,6577,6
HD 113337 Ac,4.8,36.9,6577,6
HD 113538 b,1.24,15.8,4462,9.06
HD 113538 c,2.44,15.8,4462,9.06
HD 114082 b,0.5109,95.06,6651,8.2
HD 114386 b,1.02,28,4819,8.73
HD 114386 c,,28,4819,8.73
HD 114613 b,5.34,20.67,5641,4.85
HD 114729 Ab,2.08,35,5662,6.69
HD 114783 b,1.16,20.4,5105,7.57
HD 114783 c,,20.4,5105,7.57
HD 11505 Ab,20.247,38.9679,5757.15,7.42
HD 11506 b,2.8,51.261,6030,7.51
HD 11506 c,0.774,51.261,6030,7.51
HD 11506 d,18.2,51.261,6030,7.51
HD 115404 Ab,0.088,10.9816,5019.17,6.66
HD 115404 Ac,11.364,10.9816,5019.17,6.66
HD 115517 b,1.3347,74.0873,5632,8.59
HD 115954 Ab,4.5,218.39,5957,8.34
HD 116029 Ab,1.73,123.2,4951,8.04
HD 116029 Ac,,123.2,4951,8.04
HD 1160 b,80,103.5,,7.12
HD 117207 b,3.78,33,5432,7.26
HD 11755 b,1.08,231.5,4312.5,6.87
HD 117618 b,0.18,38,5861,7.18
HD 118203 b,0.07082,88.6,5872,8.05
HD 118203 c,5.36,88.6,5872,8.05
HD 118904 Ab,1.7,111,4469,5.5
HD 119445 b,1.71,,5083,6.304
HD 11964 Ab,3.16,33.98,5248,6.42
HD 11964 Ac,0.229,33.98,5248,6.42
HD 120084 b,4.3,97.7,4892,5.91
HD 121504 Ab,0.33,44.37,6075,7.54
HD 122562 b,4.313,53.2528,4956,7.69
HD 122562 c,0.406,53.2528,4956,7.69
HD 124330 Ab,0.86,60.1977,6138,8
HD 12484 b,0.297,51.1,5920,8.17
HD 125271 b,10.817,39.3466,4703.93,
HD 125390 b,1.55,154.3,4850,8.2
HD 125595 b,0.0809,27.4,4908,9.03
HD 125612 Ab,1.37,52.82,5897,8.31
HD 125612 Ac,0.05,52.82,5897,8.31
HD 125612 Ad,4.2,52.82,5897,8.31
HD 126053 b,2630,17.4297,5714,6.27
HD 12648 b,0.54,158.4,4835.8,6.98
HD 126525 b,1.8105,38.1,,7.85
HD 126614 Ab,2.35,72.4,5585,8.81
HD 12661 b,0.83,37.16,5742,7.44
HD 12661 c,2.56,37.16,5742,7.44
HD 127506 b,0.287,22.5279,4595.32,8.7
HD 127506 c,3.453,22.5279,4595.32,8.7
HD 128311 b,1.099,16.6,4965,7.51
HD 128311 c,1.76,16.6,4965,7.51
HD 128356 b,0.87,26.03,4875,8.29
HD 128717 b,2.18,73.636,6157.82,8.29
HD 129445 b,2.9,67.61,,8.8
HD 130322 b,0.09,30,5330,8.05
HD 130948 B,1100,18.2031,6030,5.87
HD 130948 C,2.26,18.2031,,
HD 131496 b,2.09,110,4927,7.96
HD 131509 b,49.476,77.2897,5112,7.93
HD 13167 Ab,4.1,149.6,5671,8.34
HD 13189 b,1.85,185,,7.57
HD 132406 b,1.98,71,5885,8.45
HD 132563 Bb,2.62,96,5985,9.47
HD 133131 Ab,1.44,47,5799,8.4
HD 133131 Ac,4.36,47,5799,8.4
HD 133131 Bb,,47,5805,8.42
HD 134060 b,0.0444,24.2,,6.29
HD 134060 c,2.2263,24.2,,6.29
HD 134113 b,0.638,72.185622,5807.06,8.26
HD 134606 Ab,0.1023,26.5,5624.92,6.85
HD 134606 Ac,0.2962,26.5,5624.92,6.85
HD 134606 Ad,1.94,26.5,5624.92,6.85
HD 134606 Ae,0.0527,26.5,5624.92,6.85
HD 134606 Af,0.1784,26.5,5624.92,6.85
HD 13507 b,4.2,26.169,5713.8,7.21
HD 13507 c,5.4,26.169,5713.8,7.21
HD 135625 b,5.4,56.58,,7.7
HD 135872 Ab,4.172,82.4251,4992,7.29
HD 136118 b,1.45,52.3,6095,6.94
HD 136418 b,1.32,98.2,5071,7.88
HD 136925 b,5.13,,,
HD 13724 b,26.3,43.47,5868,7.9
HD 13724 c,0.534,43.47,5868,7.9
HD 137388 b,0.89,38,5240,8.71
HD 137496 b,0.02732,,,
HD 137496 c,1.2163,,,
HD 137510 b,1.88,41.75,6131,6.26
HD 13808 b,0.1051,28.6,,8.38
HD 13808 c,0.2558,28.6,,8.38
HD 13908 b,0.154,71.2,6255,7.51
HD 13908 c,2.03,71.2,6255,7.51
HD 139189 b,11.544,47.6205,5035.28,9.49
HD 13931 b,5.15,44.2,5829,7.61
HD 139357 b,2.36,121.4,4700,5.98
HD 1397 b,0.1097,79.31,5528,7.9
HD 14067 b,5.15,163.4,4815,6.51
HD 140901 b,0.085,15.2528,5587,6
HD 140901 c,7.421,15.2528,5587,6
HD 141399 b,0.415,36.17,5600,7.2
HD 141399 c,0.689,36.17,5600,7.2
HD 141399 d,2.09,36.17,5600,7.2
HD 141399 e,5,36.17,5600,7.2
HD 141937 b,1.52,33.46,5925,7.25
HD 142022 Ab,2.939,35.87,5382,7.7
HD 142245 Ab,2.77,109.5,4878,7.63
HD 142415 b,1.05,34.2,5834,7.34
HD 142666 b,75,148,7500,
HD 142 Ab,1.02,26.1853,6252,5.76
HD 142 Ac,6.8,26.1853,6252,5.76
HD 142 Ad,0.474,26.1853,6252,5.76
HD 143105 b,0.0379,48.7,6380,6.75
HD 143361 Ab,2,59.35,,9.2
HD 14348 b,5.96,60.2724,6056.45,7.19
HD 144899 Ab,0.242,115.665,6126,8.97
HD 145377 b,0.45,57.7,6046,8.12
HD 145457 b,0.76,126,4757,6.57
HD 145825 b,6.54,21.6,,6.54
HD 145934 Ab,4.89,227.881,4899,8.49
HD 1461 b,0.0634,23.4,5765,6.64
HD 1461 c,0.1117,23.4,5765,6.64
HD 14651 Ab,0.361,38.97,5468,8.25
HD 147018 b,0.2388,42.96,5441,8.3
HD 147018 c,1.922,42.96,5441,8.3
HD 147379 Ab,0.323,10.735,4090,8.9
HD 147513 Ab,1.32,12.9,5701,5.37
HD 147873 Ab,0.522,104.93,5972,7.96
HD 147873 Ac,1.36,104.93,5972,7.96
HD 14787 b,1.7,119.5,4942,7.63
HD 148156 b,2.45,53.05,6308,7.69
HD 148164 b,6.15,72,6032,8.23
HD 148164 c,0.993,72,6032,8.23
HD 149026 b,0.041,78.9,6147,8.15
HD 149143 b,0.052,63,5730,7.9
HD 149782 b,7.406,70.6875,5704.52,9.12
HD 149790 b,,144.61,,10
HD 149806 Ab,12.404,20.2727,5352.05,7.065
HD 150010 Ab,1.4,144.49,4153,6.31
HD 1502 b,1.262,159,4947,8.36
HD 150433 b,1.9303,29.6,,7.22
HD 150706 b,6.7,27.2,5741,7.03
HD 151450 Ab,0.16,43.6002,6091.98,7.41
HD 151450 Ac,14.131,43.6002,6091.98,7.41
HD 152079 b,3.2,85.17,,9.18
HD 152581 b,1.48,186,5155,8.54
HD 152843 b,0.1049,107.898,6310,8.85
HD 152843 c,0.148,107.898,6310,8.85
HD 153252 Ab,0.0652,189,6283.08,9.73
HD 153557 Ab,0.068,17.9412,4837,7.82
HD 153557 Ac,0.111,17.9412,4837,7.82
HD 153557 Ad,21.449,17.9412,4837,7.82
HD 153950 b,1.28,49.6,6076,7.39
HD 154088 b,0.134,17.8,,6.58
HD 154345 b,4.3,18.06,5468,6.74
HD 154391 b,7.46,101.6,4807,6.14
HD 154672 Ab,0.6,65.8,5714,8.22
HD 154857 b,1.291,64.2,5445,7.25
HD 154857 c,5.36,64.2,5445,7.25
HD 155193 b,1.04,57.9,,7
HD 155233 Ab,2,75.1,4845,6.8
HD 155358 b,0.64,43,5900,7.27
HD 155358 c,1.02,43,5900,7.27
HD 155918 Ab,0.03,27.561,5771.84,7.04
HD 155918 Ac,13.183,27.561,5771.84,7.04
HD 156098 b,0.167,48.249,6419.19,5.526
HD 156098 c,8.415,48.249,6419.19,5.526
HD 156279 b,0.495,36.6,5420,8.08
HD 156279 c,5.486,36.6,5420,8.08
HD 156312 Bb,0.744,122.964,5586,11.1
HD 156411 b,1.88,55.1,5900,6.67
HD 156668 b,0.05,24.5,4850,8.42
HD 156668 c,1.558,24.5,4850,8.42
HD 156846 b,1.096,49,6138,6.51
HD 157172 b,0.416,31.9,,7.86
HD 158038 Ab,1.52,103.6,4897,7.64
HD 158259 b,,27.08,,6.46
HD 158259 c,,27.08,,6.46
HD 158259 d,,27.08,,6.46
HD 158259 e,,27.08,,6.46
HD 158259 f,,27.08,,6.46
HD 158996 b,2.1,294.1,4069,5.8
HD 15906 b,0.09,45.5621,4757,9.8
HD 15906 c,0.141,45.5621,4757,9.8
HD 159243 b,0.11,69.2,6123,8.65
HD 159243 c,0.8,69.2,6123,8.65
HD 159868 b,2.32,52.7,5534,7.24
HD 159868 c,1.032,52.7,5534,7.24
HD 160508 b,0.68,92.3,6212,8.11
HD 1605 b,1.48,84.6,4757,7.52
HD 1605 c,3.52,84.6,4757,7.52
HD 161178 b,0.84,,,
HD 16175 b,2.148,59.8,6022,7.28
HD 163607 b,0.362,69,5522,8
HD 163607 c,2.39,69,5522,8
HD 164428 b,1.6,274,4119,6.388
HD 164509 Ab,0.875,52,5922,8.24
HD 164595 Ab,0.23,28.93,5790,7.1
HD 164604 b,1.331,39.4,4684,9.7
HD 164922 b,2.16,22.13,5293,6.99
HD 164922 c,0.341,22.13,5293,6.99
HD 164922 d,0.12292,22.13,5293,6.99
HD 164922 e,0.2292,22.13,5293,6.99
HD 165131 b,3.59,57.4263,5870,8.4
HD 165155 b,1.13,64.98,5426,9.36
HD 1666 Ab,0.94,110.6,6317,8.17
HD 166724 b,5.42,42.3,,9.31
HD 16702 b,0.344,47.1149,5904,8.29
HD 167042 b,1.3,50,5020,5.97
